congress,role,role_id,name,state,district
113,President pro tempore,president_pro_tempore,,,
114,President pro tempore,president_pro_tempore,,,
115,President pro tempore,president_pro_tempore,,,
116,President pro tempore,president_pro_tempore,,,
117,President pro tempore,president_pro_tempore,,,
118,President pro tempore,president_pro_tempore,,,
1,Majority Leader,majority_leader,,,
2,Majority Leader,majority_leader,,,
3,Majority Leader,majority_leader,,,
4,Majority Leader,majority_leader,,,
5,Majority Leader,majority_leader,,,
6,Majority Leader,majority_leader,,,
7,Majority Leader,majority_leader,,,
8,Majority Leader,majority_leader,,,
9,Majority Leader,majority_leader,,,
10,Majority Leader,majority_leader,,,
11,Majority Leader,majority_leader,,,
12,Majority Leader,majority_leader,,,
13,Majority Leader,majority_leader,,,
14,Majority Leader,majority_leader,,,
15,Majority Leader,majority_leader,,,
16,Majority Leader,majority_leader,,,
17,Majority Leader,majority_leader,,,
18,Majority Leader,majority_leader,,,
19,Majority Leader,majority_leader,,,
20,Majority Leader,majority_leader,,,
21,Majority Leader,majority_leader,,,
22,Majority Leader,majority_leader,,,
23,Majority Leader,majority_leader,,,
24,Majority Leader,majority_leader,,,
25,Majority Leader,majority_leader,,,
26,Majority Leader,majority_leader,,,
27,Majority Leader,majority_leader,,,
28,Majority Leader,majority_leader,,,
29,Majority Leader,majority_leader,,,
30,Majority Leader,majority_leader,,,
31,Majority Leader,majority_leader,,,
32,Majority Leader,majority_leader,,,
33,Majority Leader,majority_leader,,,
34,Majority Leader,majority_leader,,,
35,Majority Leader,majority_leader,,,
36,Majority Leader,majority_leader,,,
37,Majority Leader,majority_leader,,,
38,Majority Leader,majority_leader,,,
39,Majority Leader,majority_leader,,,
40,Majority Leader,majority_leader,,,
41,Majority Leader,majority_leader,,,
42,Majority Leader,majority_leader,,,
43,Majority Leader,majority_leader,,,
44,Majority Leader,majority_leader,,,
45,Majority Leader,majority_leader,,,
46,Majority Leader,majority_leader,,,
47,Majority Leader,majority_leader,,,
48,Majority Leader,majority_leader,,,
49,Majority Leader,majority_leader,,,
50,Majority Leader,majority_leader,,,
51,Majority Leader,majority_leader,,,
52,Majority Leader,majority_leader,,,
53,Majority Leader,majority_leader,,,
54,Majority Leader,majority_leader,,,
55,Majority Leader,majority_leader,,,
56,Majority Leader,majority_leader,,,
57,Majority Leader,majority_leader,,,
58,Majority Leader,majority_leader,,,
59,Majority Leader,majority_leader,,,
60,Majority Leader,majority_leader,,,
61,Majority Leader,majority_leader,,,
62,Majority Leader,majority_leader,,,
63,Majority Leader,majority_leader,,,
64,Majority Leader,majority_leader,,,
65,Majority Leader,majority_leader,,,
66,Majority Leader,majority_leader,,,
67,Majority Leader,majority_leader,,,
68,Majority Leader,majority_leader,,,
69,Majority Leader,majority_leader,,,
70,Majority Leader,majority_leader,,,
71,Majority Leader,majority_leader,,,
72,Majority Leader,majority_leader,,,
73,Majority Leader,majority_leader,,,
74,Majority Leader,majority_leader,,,
75,Majority Leader,majority_leader,,,
76,Majority Leader,majority_leader,,,
77,Majority Leader,majority_leader,,,
78,Majority Leader,majority_leader,,,
79,Majority Leader,majority_leader,,,
80,Majority Leader,majority_leader,,,
81,Majority Leader,majority_leader,,,
82,Majority Leader,majority_leader,,,
83,Majority Leader,majority_leader,,,
84,Majority Leader,majority_leader,,,
85,Majority Leader,majority_leader,,,
86,Majority Leader,majority_leader,,,
87,Majority Leader,majority_leader,,,
88,Majority Leader,majority_leader,,,
89,Majority Leader,majority_leader,,,
90,Majority Leader,majority_leader,,,
91,Majority Leader,majority_leader,,,
92,Majority Leader,majority_leader,,,
93,Majority Leader,majority_leader,,,
94,Majority Leader,majority_leader,,,
95,Majority Leader,majority_leader,,,
96,Majority Leader,majority_leader,,,
97,Majority Leader,majority_leader,,,
98,Majority Leader,majority_leader,,,
99,Majority Leader,majority_leader,,,
100,Majority Leader,majority_leader,,,
101,Majority Leader,majority_leader,,,
102,Majority Leader,majority_leader,,,
103,Majority Leader,majority_leader,,,
104,Majority Leader,majority_leader,,,
105,Majority Leader,majority_leader,,,
106,Majority Leader,majority_leader,,,
107,Majority Leader,majority_leader,,,
108,Majority Leader,majority_leader,,,
109,Majority Leader,majority_leader,,,
110,Majority Leader,majority_leader,,,
111,Majority Leader,majority_leader,,,
112,Majority Leader,majority_leader,,,
113,Majority Leader,majority_leader,,,
114,Majority Leader,majority_leader,,,
115,Majority Leader,majority_leader,,,
116,Majority Leader,majority_leader,,,
117,Majority Leader,majority_leader,,,
118,Majority Leader,majority_leader,,,
1,Minority Leader,minority_leader,,,
2,Minority Leader,minority_leader,,,
3,Minority Leader,minority_leader,,,
4,Minority Leader,minority_leader,,,
5,Minority Leader,minority_leader,,,
6,Minority Leader,minority_leader,,,
7,Minority Leader,minority_leader,,,
8,Minority Leader,minority_leader,,,
9,Minority Leader,minority_leader,,,
10,Minority Leader,minority_leader,,,
11,Minority Leader,minority_leader,,,
12,Minority Leader,minority_leader,,,
13,Minority Leader,minority_leader,,,
14,Minority Leader,minority_leader,,,
15,Minority Leader,minority_leader,,,
16,Minority Leader,minority_leader,,,
17,Minority Leader,minority_leader,,,
18,Minority Leader,minority_leader,,,
19,Minority Leader,minority_leader,,,
20,Minority Leader,minority_leader,,,
21,Minority Leader,minority_leader,,,
22,Minority Leader,minority_leader,,,
23,Minority Leader,minority_leader,,,
24,Minority Leader,minority_leader,,,
25,Minority Leader,minority_leader,,,
26,Minority Leader,minority_leader,,,
27,Minority Leader,minority_leader,,,
28,Minority Leader,minority_leader,,,
29,Minority Leader,minority_leader,,,
30,Minority Leader,minority_leader,,,
31,Minority Leader,minority_leader,,,
32,Minority Leader,minority_leader,,,
33,Minority Leader,minority_leader,,,
34,Minority Leader,minority_leader,,,
35,Minority Leader,minority_leader,,,
36,Minority Leader,minority_leader,,,
37,Minority Leader,minority_leader,,,
38,Minority Leader,minority_leader,,,
39,Minority Leader,minority_leader,,,
40,Minority Leader,minority_leader,,,
41,Minority Leader,minority_leader,,,
42,Minority Leader,minority_leader,,,
43,Minority Leader,minority_leader,,,
44,Minority Leader,minority_leader,,,
45,Minority Leader,minority_leader,,,
46,Minority Leader,minority_leader,,,
47,Minority Leader,minority_leader,,,
48,Minority Leader,minority_leader,,,
49,Minority Leader,minority_leader,,,
50,Minority Leader,minority_leader,,,
51,Minority Leader,minority_leader,,,
52,Minority Leader,minority_leader,,,
53,Minority Leader,minority_leader,,,
54,Minority Leader,minority_leader,,,
55,Minority Leader,minority_leader,,,
56,Minority Leader,minority_leader,,,
57,Minority Leader,minority_leader,,,
58,Minority Leader,minority_leader,,,
59,Minority Leader,minority_leader,,,
60,Minority Leader,minority_leader,,,
61,Minority Leader,minority_leader,,,
62,Minority Leader,minority_leader,,,
63,Minority Leader,minority_leader,,,
64,Minority Leader,minority_leader,,,
65,Minority Leader,minority_leader,,,
66,Minority Leader,minority_leader,,,
67,Minority Leader,minority_leader,,,
68,Minority Leader,minority_leader,,,
69,Minority Leader,minority_leader,,,
70,Minority Leader,minority_leader,,,
71,Minority Leader,minority_leader,,,
72,Minority Leader,minority_leader,,,
73,Minority Leader,minority_leader,,,
74,Minority Leader,minority_leader,,,
75,Minority Leader,minority_leader,,,
76,Minority Leader,minority_leader,,,
77,Minority Leader,minority_leader,,,
78,Minority Leader,minority_leader,,,
79,Minority Leader,minority_leader,,,
80,Minority Leader,minority_leader,,,
81,Minority Leader,minority_leader,,,
82,Minority Leader,minority_leader,,,
83,Minority Leader,minority_leader,,,
84,Minority Leader,minority_leader,,,
85,Minority Leader,minority_leader,,,
86,Minority Leader,minority_leader,,,
87,Minority Leader,minority_leader,,,
88,Minority Leader,minority_leader,,,
89,Minority Leader,minority_leader,,,
90,Minority Leader,minority_leader,,,
91,Minority Leader,minority_leader,,,
92,Minority Leader,minority_leader,,,
93,Minority Leader,minority_leader,,,
94,Minority Leader,minority_leader,,,
95,Minority Leader,minority_leader,,,
96,Minority Leader,minority_leader,,,
97,Minority Leader,minority_leader,,,
98,Minority Leader,minority_leader,,,
99,Minority Leader,minority_leader,,,
100,Minority Leader,minority_leader,,,
101,Minority Leader,minority_leader,,,
102,Minority Leader,minority_leader,,,
103,Minority Leader,minority_leader,,,
104,Minority Leader,minority_leader,,,
105,Minority Leader,minority_leader,,,
106,Minority Leader,minority_leader,,,
107,Minority Leader,minority_leader,,,
108,Minority Leader,minority_leader,,,
109,Minority Leader,minority_leader,,,
110,Minority Leader,minority_leader,,,
111,Minority Leader,minority_leader,,,
112,Minority Leader,minority_leader,,,
113,Minority Leader,minority_leader,,,
114,Minority Leader,minority_leader,,,
115,Minority Leader,minority_leader,,,
116,Minority Leader,minority_leader,,,
117,Minority Leader,minority_leader,,,
118,Minority Leader,minority_leader,,,
1,Majority Whip,majority_whip,,,
2,Majority Whip,majority_whip,,,
3,Majority Whip,majority_whip,,,
4,Majority Whip,majority_whip,,,
5,Majority Whip,majority_whip,,,
6,Majority Whip,majority_whip,,,
7,Majority Whip,majority_whip,,,
8,Majority Whip,majority_whip,,,
9,Majority Whip,majority_whip,,,
10,Majority Whip,majority_whip,,,
11,Majority Whip,majority_whip,,,
12,Majority Whip,majority_whip,,,
13,Majority Whip,majority_whip,,,
14,Majority Whip,majority_whip,,,
15,Majority Whip,majority_whip,,,
16,Majority Whip,majority_whip,,,
17,Majority Whip,majority_whip,,,
18,Majority Whip,majority_whip,,,
19,Majority Whip,majority_whip,,,
20,Majority Whip,majority_whip,,,
21,Majority Whip,majority_whip,,,
22,Majority Whip,majority_whip,,,
23,Majority Whip,majority_whip,,,
24,Majority Whip,majority_whip,,,
25,Majority Whip,majority_whip,,,
26,Majority Whip,majority_whip,,,
27,Majority Whip,majority_whip,,,
28,Majority Whip,majority_whip,,,
29,Majority Whip,majority_whip,,,
30,Majority Whip,majority_whip,,,
31,Majority Whip,majority_whip,,,
32,Majority Whip,majority_whip,,,
33,Majority Whip,majority_whip,,,
34,Majority Whip,majority_whip,,,
35,Majority Whip,majority_whip,,,
36,Majority Whip,majority_whip,,,
37,Majority Whip,majority_whip,,,
38,Majority Whip,majority_whip,,,
39,Majority Whip,majority_whip,,,
40,Majority Whip,majority_whip,,,
41,Majority Whip,majority_whip,,,
42,Majority Whip,majority_whip,,,
43,Majority Whip,majority_whip,,,
44,Majority Whip,majority_whip,,,
45,Majority Whip,majority_whip,,,
46,Majority Whip,majority_whip,,,
47,Majority Whip,majority_whip,,,
48,Majority Whip,majority_whip,,,
49,Majority Whip,majority_whip,,,
50,Majority Whip,majority_whip,,,
51,Majority Whip,majority_whip,,,
52,Majority Whip,majority_whip,,,
53,Majority Whip,majority_whip,,,
54,Majority Whip,majority_whip,,,
55,Majority Whip,majority_whip,,,
56,Majority Whip,majority_whip,,,
57,Majority Whip,majority_whip,,,
58,Majority Whip,majority_whip,,,
59,Majority Whip,majority_whip,,,
60,Majority Whip,majority_whip,,,
61,Majority Whip,majority_whip,,,
62,Majority Whip,majority_whip,,,
63,Majority Whip,majority_whip,,,
64,Majority Whip,majority_whip,,,
65,Majority Whip,majority_whip,,,
66,Majority Whip,majority_whip,,,
67,Majority Whip,majority_whip,,,
68,Majority Whip,majority_whip,,,
69,Majority Whip,majority_whip,,,
70,Majority Whip,majority_whip,,,
71,Majority Whip,majority_whip,,,
72,Majority Whip,majority_whip,,,
73,Majority Whip,majority_whip,,,
74,Majority Whip,majority_whip,,,
75,Majority Whip,majority_whip,,,
76,Majority Whip,majority_whip,,,
77,Majority Whip,majority_whip,,,
78,Majority Whip,majority_whip,,,
79,Majority Whip,majority_whip,,,
80,Majority Whip,majority_whip,,,
81,Majority Whip,majority_whip,,,
82,Majority Whip,majority_whip,,,
83,Majority Whip,majority_whip,,,
84,Majority Whip,majority_whip,,,
85,Majority Whip,majority_whip,,,
86,Majority Whip,majority_whip,,,
87,Majority Whip,majority_whip,,,
88,Majority Whip,majority_whip,,,
89,Majority Whip,majority_whip,,,
90,Majority Whip,majority_whip,,,
91,Majority Whip,majority_whip,,,
92,Majority Whip,majority_whip,,,
93,Majority Whip,majority_whip,,,
94,Majority Whip,majority_whip,,,
95,Majority Whip,majority_whip,,,
96,Majority Whip,majority_whip,,,
97,Majority Whip,majority_whip,,,
98,Majority Whip,majority_whip,,,
99,Majority Whip,majority_whip,,,
100,Majority Whip,majority_whip,,,
101,Majority Whip,majority_whip,,,
102,Majority Whip,majority_whip,,,
103,Majority Whip,majority_whip,,,
104,Majority Whip,majority_whip,,,
105,Majority Whip,majority_whip,,,
106,Majority Whip,majority_whip,,,
107,Majority Whip,majority_whip,,,
108,Majority Whip,majority_whip,,,
109,Majority Whip,majority_whip,,,
110,Majority Whip,majority_whip,,,
111,Majority Whip,majority_whip,,,
112,Majority Whip,majority_whip,,,
113,Majority Whip,majority_whip,,,
114,Majority Whip,majority_whip,,,
115,Majority Whip,majority_whip,,,
116,Majority Whip,majority_whip,,,
117,Majority Whip,majority_whip,,,
118,Majority Whip,majority_whip,,,
1,Minority Whip,minority_whip,,,
2,Minority Whip,minority_whip,,,
3,Minority Whip,minority_whip,,,
4,Minority Whip,minority_whip,,,
5,Minority Whip,minority_whip,,,
6,Minority Whip,minority_whip,,,
7,Minority Whip,minority_whip,,,
8,Minority Whip,minority_whip,,,
9,Minority Whip,minority_whip,,,
10,Minority Whip,minority_whip,,,
11,Minority Whip,minority_whip,,,
12,Minority Whip,minority_whip,,,
13,Minority Whip,minority_whip,,,
14,Minority Whip,minority_whip,,,
15,Minority Whip,minority_whip,,,
16,Minority Whip,minority_whip,,,
17,Minority Whip,minority_whip,,,
18,Minority Whip,minority_whip,,,
19,Minority Whip,minority_whip,,,
20,Minority Whip,minority_whip,,,
21,Minority Whip,minority_whip,,,
22,Minority Whip,minority_whip,,,
23,Minority Whip,minority_whip,,,
24,Minority Whip,minority_whip,,,
25,Minority Whip,minority_whip,,,
26,Minority Whip,minority_whip,,,
27,Minority Whip,minority_whip,,,
28,Minority Whip,minority_whip,,,
29,Minority Whip,minority_whip,,,
30,Minority Whip,minority_whip,,,
31,Minority Whip,minority_whip,,,
32,Minority Whip,minority_whip,,,
33,Minority Whip,minority_whip,,,
34,Minority Whip,minority_whip,,,
35,Minority Whip,minority_whip,,,
36,Minority Whip,minority_whip,,,
37,Minority Whip,minority_whip,,,
38,Minority Whip,minority_whip,,,
39,Minority Whip,minority_whip,,,
40,Minority Whip,minority_whip,,,
41,Minority Whip,minority_whip,,,
42,Minority Whip,minority_whip,,,
43,Minority Whip,minority_whip,,,
44,Minority Whip,minority_whip,,,
45,Minority Whip,minority_whip,,,
46,Minority Whip,minority_whip,,,
47,Minority Whip,minority_whip,,,
48,Minority Whip,minority_whip,,,
49,Minority Whip,minority_whip,,,
50,Minority Whip,minority_whip,,,
51,Minority Whip,minority_whip,,,
52,Minority Whip,minority_whip,,,
53,Minority Whip,minority_whip,,,
54,Minority Whip,minority_whip,,,
55,Minority Whip,minority_whip,,,
56,Minority Whip,minority_whip,,,
57,Minority Whip,minority_whip,,,
58,Minority Whip,minority_whip,,,
59,Minority Whip,minority_whip,,,
60,Minority Whip,minority_whip,,,
61,Minority Whip,minority_whip,,,
62,Minority Whip,minority_whip,,,
63,Minority Whip,minority_whip,,,
64,Minority Whip,minority_whip,,,
65,Minority Whip,minority_whip,,,
66,Minority Whip,minority_whip,,,
67,Minority Whip,minority_whip,,,
68,Minority Whip,minority_whip,,,
69,Minority Whip,minority_whip,,,
70,Minority Whip,minority_whip,,,
71,Minority Whip,minority_whip,,,
72,Minority Whip,minority_whip,,,
73,Minority Whip,minority_whip,,,
74,Minority Whip,minority_whip,,,
75,Minority Whip,minority_whip,,,
76,Minority Whip,minority_whip,,,
77,Minority Whip,minority_whip,,,
78,Minority Whip,minority_whip,,,
79,Minority Whip,minority_whip,,,
80,Minority Whip,minority_whip,,,
81,Minority Whip,minority_whip,,,
82,Minority Whip,minority_whip,,,
83,Minority Whip,minority_whip,,,
84,Minority Whip,minority_whip,,,
85,Minority Whip,minority_whip,,,
86,Minority Whip,minority_whip,,,
87,Minority Whip,minority_whip,,,
88,Minority Whip,minority_whip,,,
89,Minority Whip,minority_whip,,,
90,Minority Whip,minority_whip,,,
91,Minority Whip,minority_whip,,,
92,Minority Whip,minority_whip,,,
93,Minority Whip,minority_whip,,,
94,Minority Whip,minority_whip,,,
95,Minority Whip,minority_whip,,,
96,Minority Whip,minority_whip,,,
97,Minority Whip,minority_whip,,,
98,Minority Whip,minority_whip,,,
99,Minority Whip,minority_whip,,,
100,Minority Whip,minority_whip,,,
101,Minority Whip,minority_whip,,,
102,Minority Whip,minority_whip,,,
103,Minority Whip,minority_whip,,,
104,Minority Whip,minority_whip,,,
105,Minority Whip,minority_whip,,,
106,Minority Whip,minority_whip,,,
107,Minority Whip,minority_whip,,,
108,Minority Whip,minority_whip,,,
109,Minority Whip,minority_whip,,,
110,Minority Whip,minority_whip,,,
111,Minority Whip,minority_whip,,,
112,Minority Whip,minority_whip,,,
113,Minority Whip,minority_whip,,,
114,Minority Whip,minority_whip,,,
115,Minority Whip,minority_whip,,,
116,Minority Whip,minority_whip,,,
117,Minority Whip,minority_whip,,,
118,Minority Whip,minority_whip,,,
