bourse_en,bourse_vi,created,data_index_id,foreign_ownership,fund_id,id,market_value,modified,per_nav,sector_en,sector_vi,shares,stock
,,2022-08-31 00:00:00,5218,100.00,8,6505,2607.00,2022-09-19 06:20:21,14.70,,,30106934,FPT
,,2022-08-31 00:00:00,5218,100.00,8,6506,2455.00,2022-09-19 06:20:21,13.90,,,21388128,PNJ
,,2022-08-31 00:00:00,5218,100.00,8,6507,1662.00,2022-09-19 06:20:21,9.40,,,19302484,REE
,,2022-08-31 00:00:00,5218,100.00,8,6508,1603.00,2022-09-19 06:20:21,9.10,,,41168000,TCB
,,2022-08-31 00:00:00,5218,100.00,8,6509,1371.00,2022-09-19 06:20:21,7.70,,,43123211,VPB
,,2022-08-31 00:00:00,5218,100.00,8,6510,1309.00,2022-09-19 06:20:21,7.40,,,53094116,ACB
,,2022-08-31 00:00:00,5218,100.00,8,6511,1097.00,2022-09-19 06:20:21,6.20,,,46200520,MBB
,,2022-08-31 00:00:00,5218,100.00,8,6512,452.00,2022-09-19 06:20:21,2.60,,,23773006,MSB
,,2022-08-31 00:00:00,5218,100.00,8,6513,410.00,2022-09-19 06:20:21,2.30,,,14658825,TPB
,,2022-08-31 00:00:00,5218,95.60,8,6514,393.00,2022-09-19 06:20:21,2.20,,,7729250,GMD
,,2022-08-31 00:00:00,5218,100.00,8,6515,392.00,2022-09-19 06:20:21,2.20,,,15692804,VIB
,,2022-08-31 00:00:00,5218,63.80,8,6516,338.00,2022-09-19 06:20:21,1.90,,,9125202,KDH
,,2022-08-31 00:00:00,5218,81.80,8,6517,159.00,2022-09-19 06:20:21,0.90,,,3799788,NLG
,,2022-08-31 00:00:00,5218,98.80,8,6518,127.00,2022-09-19 06:20:21,0.70,,,4179300,EIB
,,2022-08-31 00:00:00,5218,99.00,8,6519,123.00,2022-09-19 06:20:21,0.70,,,6963900,OCB
,,2022-08-31 00:00:00,5218,89.50,8,6520,95.00,2022-09-19 06:20:21,0.50,,,3354915,CTG
,,2022-08-31 00:00:00,5218,64.10,8,6521,41.00,2022-09-19 06:20:21,0.20,,,674200,DHC
,,2022-08-31 00:00:00,5218,94.20,8,6522,22.00,2022-09-19 06:20:21,0.10,,,489950,TCM
,,2022-08-31 00:00:00,5218,100.00,8,6523,0.00,2022-09-19 06:20:21,0.00,,,60,CTD
,,2022-07-31 00:00:00,5093,100.00,8,6394,2641.00,2022-08-09 08:40:29,15.20,,,31634434,FPT
,,2022-07-31 00:00:00,5093,100.00,8,6395,2600.00,2022-08-09 08:40:30,14.90,,,42621640,MWG
,,2022-07-31 00:00:00,5093,100.00,8,6396,2567.00,2022-08-09 08:40:30,14.80,,,22517228,PNJ
,,2022-07-31 00:00:00,5093,100.00,8,6397,1531.00,2022-08-09 08:40:30,8.80,,,20365584,REE
,,2022-07-31 00:00:00,5093,100.00,8,6398,1487.00,2022-08-09 08:40:30,8.50,,,39222200,TCB
,,2022-07-31 00:00:00,5093,100.00,8,6399,1315.00,2022-08-09 08:40:30,7.60,,,53448216,ACB
,,2022-07-31 00:00:00,5093,100.00,8,6400,1208.00,2022-08-09 08:40:30,6.90,,,42100211,VPB
,,2022-07-31 00:00:00,5093,100.00,8,6401,1039.00,2022-08-09 08:40:30,6.00,,,40491934,MBB
,,2022-07-31 00:00:00,5093,100.00,8,6402,431.00,2022-08-09 08:40:30,2.50,,,23196306,MSB
,,2022-07-31 00:00:00,5093,100.00,8,6403,410.00,2022-08-09 08:40:30,2.40,,,15422425,TPB
,,2022-07-31 00:00:00,5093,94.00,8,6404,406.00,2022-08-09 08:40:30,2.30,,,8127750,GMD
,,2022-07-31 00:00:00,5093,100.00,8,6405,379.00,2022-08-09 08:40:30,2.20,,,14229604,VIB
,,2022-07-31 00:00:00,5093,63.60,8,6406,366.00,2022-08-09 08:40:30,2.10,,,9755902,KDH
,,2022-07-31 00:00:00,5093,78.80,8,6407,149.00,2022-08-09 08:40:30,0.90,,,3799788,NLG
,,2022-07-31 00:00:00,5093,99.30,8,6408,132.00,2022-08-09 08:40:30,0.80,,,4411700,EIB
,,2022-07-31 00:00:00,5093,98.90,8,6409,123.00,2022-08-09 08:40:30,0.70,,,6769000,OCB
,,2022-07-31 00:00:00,5093,88.70,8,6410,96.00,2022-08-09 08:40:30,0.60,,,3521315,CTG
,,2022-07-31 00:00:00,5093,66.10,8,6411,45.00,2022-08-09 08:40:30,0.30,,,707400,DHC
,,2022-07-31 00:00:00,5093,94.20,8,6412,23.00,2022-08-09 08:40:30,0.10,,,523150,TCM
,,2022-07-31 00:00:00,5093,98.90,8,6413,0.00,2022-08-09 08:40:30,0.00,,,60,CTD
,,2022-06-30 00:00:00,5046,99.80,8,6344,3218.00,2022-07-22 09:12:19,17.10,,,45000840,MWG
,,2022-06-30 00:00:00,5046,100.00,8,6345,3010.00,2022-07-22 09:12:19,16.00,,,23427428,PNJ
,,2022-06-30 00:00:00,5046,100.00,8,6346,2909.00,2022-07-22 09:12:19,15.50,,,33743834,FPT
,,2022-06-30 00:00:00,5046,100.00,8,6347,1916.00,2022-07-22 09:12:19,10.20,,,22224684,REE
,,2022-06-30 00:00:00,5046,100.00,8,6348,1437.00,2022-07-22 09:12:19,7.60,,,40417000,TCB
,,2022-06-30 00:00:00,5046,100.00,8,6349,1258.00,2022-07-22 09:12:19,6.70,,,43377411,VPB
,,2022-06-30 00:00:00,5046,100.00,8,6350,1196.00,2022-07-22 09:12:19,6.40,,,49844616,ACB
,,2022-06-30 00:00:00,5046,100.00,8,6351,935.00,2022-07-22 09:12:19,5.00,,,38624934,MBB
,,2022-06-30 00:00:00,5046,93.10,8,6352,465.00,2022-07-22 09:12:19,2.50,,,8945550,GMD
,,2022-06-30 00:00:00,5046,100.00,8,6353,445.00,2022-07-22 09:12:19,2.40,,,16396225,TPB
,,2022-06-30 00:00:00,5046,100.00,8,6354,407.00,2022-07-22 09:12:19,2.20,,,23917306,MSB
,,2022-06-30 00:00:00,5046,64.40,8,6355,358.00,2022-07-22 09:12:19,1.90,,,9208602,KDH
,,2022-06-30 00:00:00,5046,100.00,8,6356,334.00,2022-07-22 09:12:19,1.80,,,15547704,VIB
,,2022-06-30 00:00:00,5046,88.30,8,6357,163.00,2022-07-22 09:12:19,0.90,,,6238715,CTG
,,2022-06-30 00:00:00,5046,99.50,8,6358,146.00,2022-07-22 09:12:19,0.80,,,4555900,EIB
,,2022-06-30 00:00:00,5046,77.60,8,6359,136.00,2022-07-22 09:12:19,0.70,,,3799788,NLG
,,2022-06-30 00:00:00,5046,98.80,8,6360,117.00,2022-07-22 09:12:19,0.60,,,6975000,OCB
,,2022-06-30 00:00:00,5046,100.00,8,6361,52.00,2022-07-22 09:12:19,0.30,,,972860,CTD
,,2022-06-30 00:00:00,5046,66.20,8,6362,50.00,2022-07-22 09:12:19,0.30,,,773000,DHC
,,2022-06-30 00:00:00,5046,94.60,8,6363,25.00,2022-07-22 09:12:19,0.10,,,543750,TCM
,,2022-05-31 00:00:00,4891,100.00,8,6224,3092.00,2022-06-09 07:05:17,16.60,,,21341520,MWG
,,2022-05-31 00:00:00,4891,100.00,8,6225,2935.00,2022-06-09 07:05:17,15.80,,,26706812,FPT
,,2022-05-31 00:00:00,4891,100.00,8,6226,2634.00,2022-06-09 07:05:17,14.20,,,22921328,PNJ
,,2022-05-31 00:00:00,4891,100.00,8,6227,1911.00,2022-06-09 07:05:17,10.30,,,21114284,REE
,,2022-05-31 00:00:00,4891,100.00,8,6228,1419.00,2022-06-09 07:05:17,7.60,,,38191800,TCB
,,2022-05-31 00:00:00,4891,100.00,8,6229,1271.00,2022-06-09 07:05:17,6.80,,,41002211,VPB
,,2022-05-31 00:00:00,4891,100.00,8,6230,1218.00,2022-06-09 07:05:17,6.60,,,38603393,ACB
,,2022-05-31 00:00:00,4891,100.00,8,6231,1012.00,2022-06-09 07:05:17,5.40,,,36486434,MBB
,,2022-05-31 00:00:00,4891,99.80,8,6232,506.00,2022-06-09 07:05:17,2.70,,,15628025,TPB
,,2022-05-31 00:00:00,4891,91.90,8,6233,476.00,2022-06-09 07:05:17,2.60,,,8537350,GMD
,,2022-05-31 00:00:00,4891,100.00,8,6234,464.00,2022-06-09 07:05:17,2.50,,,22622806,MSB
,,2022-05-31 00:00:00,4891,64.70,8,6235,364.00,2022-06-09 07:05:17,2.00,,,8660202,KDH
,,2022-05-31 00:00:00,4891,100.00,8,6236,339.00,2022-06-09 07:05:17,1.80,,,12650104,VIB
,,2022-05-31 00:00:00,4891,73.40,8,6237,181.00,2022-06-09 07:05:17,1.00,,,3799788,NLG
,,2022-05-31 00:00:00,4891,86.90,8,6238,164.00,2022-06-09 07:05:17,0.90,,,5864115,CTG
,,2022-05-31 00:00:00,4891,100.00,8,6239,145.00,2022-06-09 07:05:17,0.80,,,4371900,EIB
,,2022-05-31 00:00:00,4891,98.70,8,6240,133.00,2022-06-09 07:05:17,0.70,,,6661000,OCB
,,2022-05-31 00:00:00,4891,91.40,8,6241,53.00,2022-06-09 07:05:17,0.30,,,979160,CTD
,,2022-05-31 00:00:00,4891,65.40,8,6242,53.00,2022-06-09 07:05:17,0.30,,,746600,DHC
,,2022-05-31 00:00:00,4891,94.50,8,6243,27.00,2022-06-09 07:05:17,0.10,,,442600,TCM
,,2022-04-30 00:00:00,4796,100.00,8,6154,2677.00,2022-05-13 09:14:59,17.20,,,17943920,MWG
,,2022-04-30 00:00:00,4796,100.00,8,6155,2385.00,2022-05-13 09:14:59,15.30,,,22713212,FPT
,,2022-04-30 00:00:00,4796,100.00,8,6156,2038.00,2022-05-13 09:14:59,13.10,,,18866128,PNJ
,,2022-04-30 00:00:00,4796,100.00,8,6157,1263.00,2022-05-13 09:14:59,8.10,,,15329430,REE
,,2022-04-30 00:00:00,4796,100.00,8,6158,1255.00,2022-05-13 09:14:59,8.00,,,34207011,VPB
,,2022-04-30 00:00:00,4796,100.00,8,6159,1141.00,2022-05-13 09:14:59,7.30,,,25935000,TCB
,,2022-04-30 00:00:00,4796,100.00,8,6160,1052.00,2022-05-13 09:14:59,6.70,,,32161793,ACB
,,2022-04-30 00:00:00,4796,100.00,8,6161,908.00,2022-05-13 09:14:59,5.80,,,30458434,MBB
,,2022-04-30 00:00:00,4796,99.60,8,6162,438.00,2022-05-13 09:14:59,2.80,,,13038225,TPB
,,2022-04-30 00:00:00,4796,100.00,8,6163,415.00,2022-05-13 09:14:59,2.70,,,18120106,MSB
,,2022-04-30 00:00:00,4796,89.90,8,6164,385.00,2022-05-13 09:14:59,2.50,,,7073550,GMD
,,2022-04-30 00:00:00,4796,100.00,8,6165,307.00,2022-05-13 09:14:59,2.00,,,7131633,VIB
,,2022-04-30 00:00:00,4796,65.60,8,6166,281.00,2022-05-13 09:14:59,1.80,,,5858602,KDH
,,2022-04-30 00:00:00,4796,66.80,8,6167,185.00,2022-05-13 09:14:59,1.20,,,3926788,NLG
,,2022-04-30 00:00:00,4796,85.80,8,6168,135.00,2022-05-13 09:14:59,0.90,,,4850715,CTG
,,2022-04-30 00:00:00,4796,100.00,8,6169,108.00,2022-05-13 09:14:59,0.70,,,3603700,EIB
,,2022-04-30 00:00:00,4796,93.90,8,6170,56.00,2022-05-13 09:14:59,0.40,,,1007060,CTD
,,2022-04-30 00:00:00,4796,65.50,8,6171,34.00,2022-05-13 09:14:59,0.20,,,420000,DHC
,,2022-04-30 00:00:00,4796,94.50,8,6172,23.00,2022-05-13 09:14:59,0.20,,,330000,TCM
,,2022-04-30 00:00:00,4796,98.50,8,6173,14.00,2022-05-13 09:14:59,0.10,,,590000,OCB
,,2022-03-31 00:00:00,4711,100.00,8,6067,2496.00,2022-04-13 10:30:14,16.10,,,17120985,MWG
,,2022-03-31 00:00:00,4711,100.00,8,6068,2484.00,2022-04-13 10:30:14,16.00,,,23218212,FPT
,,2022-03-31 00:00:00,4711,100.00,8,6069,1984.00,2022-04-13 10:30:14,12.80,,,17958128,PNJ
,,2022-03-31 00:00:00,4711,100.00,8,6070,1199.00,2022-04-13 10:30:14,7.70,,,24200000,TCB
,,2022-03-31 00:00:00,4711,99.90,8,6071,1159.00,2022-04-13 10:30:14,7.50,,,14184232,REE
,,2022-03-31 00:00:00,4711,100.00,8,6072,1158.00,2022-04-13 10:30:14,7.50,,,31139011,VPB
,,2022-03-31 00:00:00,4711,100.00,8,6073,988.00,2022-04-13 10:30:14,6.40,,,29882793,ACB
,,2022-03-31 00:00:00,4711,100.00,8,6074,916.00,2022-04-13 10:30:14,5.90,,,27806528,MBB
,,2022-03-31 00:00:00,4711,99.10,8,6075,503.00,2022-04-13 10:30:14,3.20,,,12518225,TPB
,,2022-03-31 00:00:00,4711,100.00,8,6076,434.00,2022-04-13 10:30:14,2.80,,,17097132,MSB
,,2022-03-31 00:00:00,4711,92.70,8,6077,414.00,2022-04-13 10:30:14,2.70,,,4284060,CTD
,,2022-03-31 00:00:00,4711,87.80,8,6078,407.00,2022-04-13 10:30:14,2.60,,,6969550,GMD
,,2022-03-31 00:00:00,4711,100.00,8,6079,321.00,2022-04-13 10:30:14,2.10,,,6821633,VIB
,,2022-03-31 00:00:00,4711,64.50,8,6080,314.00,2022-04-13 10:30:14,2.00,,,5566788,NLG
,,2022-03-31 00:00:00,4711,65.80,8,6081,292.00,2022-04-13 10:30:14,1.90,,,5528602,KDH
,,2022-03-31 00:00:00,4711,85.70,8,6082,167.00,2022-04-13 10:30:14,1.10,,,5150715,CTG
,,2022-03-31 00:00:00,4711,100.00,8,6083,128.00,2022-04-13 10:30:14,0.80,,,3456700,EIB
,,2022-02-28 00:00:00,4611,100.00,8,6020,2268.00,2022-03-15 04:56:20,15.70,,,16675526,MWG
,,2022-02-28 00:00:00,4611,100.00,8,6021,2104.00,2022-03-15 04:56:20,14.60,,,22550712,FPT
,,2022-02-28 00:00:00,4611,98.60,8,6022,1793.00,2022-03-15 04:56:20,12.40,,,17409728,PNJ
,,2022-02-28 00:00:00,4611,100.00,8,6023,1188.00,2022-03-15 04:56:20,8.20,,,23565500,TCB
,,2022-02-28 00:00:00,4611,100.00,8,6024,1153.00,2022-03-15 04:56:20,8.00,,,30329011,VPB
,,2022-02-28 00:00:00,4611,100.00,8,6025,1044.00,2022-03-15 04:56:20,7.20,,,13806232,REE
,,2022-02-28 00:00:00,4611,100.00,8,6026,1004.00,2022-03-15 04:56:20,7.00,,,29611393,ACB
,,2022-02-28 00:00:00,4611,100.00,8,6027,931.00,2022-03-15 04:56:20,6.50,,,27077528,MBB
,,2022-02-28 00:00:00,4611,99.30,8,6028,514.00,2022-03-15 04:56:20,3.60,,,12170225,TPB
,,2022-02-28 00:00:00,4611,100.00,8,6029,444.00,2022-03-15 04:56:20,3.10,,,16651643,MSB
,,2022-02-28 00:00:00,4611,95.20,8,6030,403.00,2022-03-15 04:56:20,2.80,,,4168060,CTD
,,2022-02-28 00:00:00,4611,90.10,8,6031,336.00,2022-03-15 04:56:20,2.30,,,6766550,GMD
,,2022-02-28 00:00:00,4611,64.70,8,6032,324.00,2022-03-15 04:56:20,2.20,,,5972788,NLG
,,2022-02-28 00:00:00,4611,100.00,8,6033,292.00,2022-03-15 04:56:20,2.00,,,6236672,VIB
,,2022-02-28 00:00:00,4611,67.60,8,6034,284.00,2022-03-15 04:56:20,2.00,,,5369102,KDH
,,2022-02-28 00:00:00,4611,86.70,8,6035,166.00,2022-03-15 04:56:20,1.10,,,5005715,CTG
,,2022-02-28 00:00:00,4611,98.90,8,6036,114.00,2022-03-15 04:56:20,0.80,,,3355200,EIB
,,2022-01-31 00:00:00,4509,100.00,8,5906,2148.00,2022-02-18 08:40:51,15.60,,,16213526,MWG
,,2022-01-31 00:00:00,4509,100.00,8,5907,1930.00,2022-02-18 08:40:51,14.00,,,21564212,FPT
,,2022-01-31 00:00:00,4509,97.60,8,5908,1647.00,2022-02-18 08:40:51,11.90,,,15834828,PNJ
,,2022-01-31 00:00:00,4509,100.00,8,5909,1190.00,2022-02-18 08:40:51,8.60,,,22537900,TCB
,,2022-01-31 00:00:00,4509,100.00,8,5910,1081.00,2022-02-18 08:40:51,7.80,,,29489911,VPB
,,2022-01-31 00:00:00,4509,100.00,8,5911,1003.00,2022-02-18 08:40:51,7.30,,,29028493,ACB
,,2022-01-31 00:00:00,4509,100.00,8,5912,887.00,2022-02-18 08:40:51,6.40,,,26322494,MBB
,,2022-01-31 00:00:00,4509,100.00,8,5913,839.00,2022-02-18 08:40:51,6.10,,,12160766,REE
,,2022-01-31 00:00:00,4509,98.20,8,5914,496.00,2022-02-18 08:40:51,3.60,,,11834825,TPB
,,2022-01-31 00:00:00,4509,100.00,8,5915,440.00,2022-02-18 08:40:51,3.20,,,16189943,MSB
,,2022-01-31 00:00:00,4509,96.70,8,5916,356.00,2022-02-18 08:40:51,2.60,,,3597060,CTD
,,2022-01-31 00:00:00,4509,63.30,8,5917,333.00,2022-02-18 08:40:51,2.40,,,6668088,NLG
,,2022-01-31 00:00:00,4509,83.60,8,5918,289.00,2022-02-18 08:40:51,2.10,,,6721150,GMD
,,2022-01-31 00:00:00,4509,66.80,8,5919,261.00,2022-02-18 08:40:51,1.90,,,5215102,KDH
,,2022-01-31 00:00:00,4509,99.90,8,5920,240.00,2022-02-18 08:40:51,1.70,,,5057672,VIB
,,2022-01-31 00:00:00,4509,86.50,8,5921,180.00,2022-02-18 08:40:51,1.30,,,4865715,CTG
,,2022-01-31 00:00:00,4509,99.10,8,5922,122.00,2022-02-18 08:40:51,0.90,,,3257200,EIB
,,2021-12-31 00:00:00,4493,100.00,8,5839,2206.00,2022-02-14 07:47:23,16.00,,,16233326,MWG
,,2021-12-31 00:00:00,4493,100.00,8,5840,1980.00,2022-02-14 07:47:23,14.40,,,21290012,FPT
,,2021-12-31 00:00:00,4493,96.30,8,5841,1525.00,2022-02-14 07:47:23,11.10,,,15854028,PNJ
,,2021-12-31 00:00:00,4493,100.00,8,5842,1134.00,2022-02-14 07:47:23,8.20,,,31687711,VPB
,,2021-12-31 00:00:00,4493,100.00,8,5843,1128.00,2022-02-14 07:47:23,8.20,,,22564900,TCB
,,2021-12-31 00:00:00,4493,100.00,8,5844,1074.00,2022-02-14 07:47:23,7.80,,,31116293,ACB
,,2021-12-31 00:00:00,4493,100.00,8,5845,841.00,2022-02-14 07:47:23,6.10,,,12173966,REE
,,2021-12-31 00:00:00,4493,100.00,8,5846,826.00,2022-02-14 07:47:23,6.00,,,28571694,MBB
,,2021-12-31 00:00:00,4493,97.70,8,5847,528.00,2022-02-14 07:47:23,3.80,,,12874425,TPB
,,2021-12-31 00:00:00,4493,64.30,8,5848,494.00,2022-02-14 07:47:23,3.60,,,7697588,NLG
,,2021-12-31 00:00:00,4493,100.00,8,5849,481.00,2022-02-14 07:47:23,3.50,,,16587404,MSB
,,2021-12-31 00:00:00,4493,83.20,8,5850,369.00,2022-02-14 07:47:23,2.70,,,7800750,GMD
,,2021-12-31 00:00:00,4493,95.50,8,5851,355.00,2022-02-14 07:47:23,2.60,,,3244160,CTD
,,2021-12-31 00:00:00,4493,65.60,8,5852,275.00,2022-02-14 07:47:23,2.00,,,5401702,KDH
,,2021-12-31 00:00:00,4493,99.90,8,5853,239.00,2022-02-14 07:47:23,1.70,,,5063072,VIB
,,2021-12-31 00:00:00,4493,85.50,8,5854,179.00,2022-02-14 07:47:23,1.30,,,5288715,CTG
,,2021-12-31 00:00:00,4493,98.90,8,5855,119.00,2022-02-14 07:47:23,0.90,,,3521400,EIB
,,2021-11-30 00:00:00,4302,100.00,8,5676,2261.00,2021-12-10 03:51:37,16.50,,,16279997,MWG
,,2021-11-30 00:00:00,4302,100.00,8,5677,2064.00,2021-12-10 03:51:37,15.10,,,21258910,FPT
,,2021-11-30 00:00:00,4302,97.90,8,5678,1534.00,2021-12-10 03:51:37,11.20,,,15665228,PNJ
,,2021-11-30 00:00:00,4302,100.00,8,5679,1176.00,2021-12-10 03:51:37,8.60,,,31188511,VPB
,,2021-11-30 00:00:00,4302,100.00,8,5680,1147.00,2021-12-10 03:51:37,8.40,,,22136900,TCB
,,2021-11-30 00:00:00,4302,100.00,8,5681,1040.00,2021-12-10 03:51:37,7.60,,,31217093,ACB
,,2021-11-30 00:00:00,4302,100.00,8,5682,827.00,2021-12-10 03:51:37,6.00,,,11726243,REE
,,2021-11-30 00:00:00,4302,100.00,8,5683,825.00,2021-12-10 03:51:37,6.00,,,28463018,MBB
,,2021-11-30 00:00:00,4302,69.20,8,5684,568.00,2021-12-10 03:51:37,4.10,,,10184388,NLG
,,2021-11-30 00:00:00,4302,100.00,8,5685,431.00,2021-12-10 03:51:37,3.10,,,16571896,MSB
,,2021-11-30 00:00:00,4302,98.40,8,5686,409.00,2021-12-10 03:51:37,3.00,,,9067426,TPB
,,2021-11-30 00:00:00,4302,83.50,8,5687,390.00,2021-12-10 03:51:37,2.80,,,7826350,GMD
,,2021-11-30 00:00:00,4302,93.20,8,5688,260.00,2021-12-10 03:51:37,1.90,,,3255360,CTD
,,2021-11-30 00:00:00,4302,64.10,8,5689,252.00,2021-12-10 03:51:37,1.80,,,5419302,KDH
,,2021-11-30 00:00:00,4302,99.90,8,5690,210.00,2021-12-10 03:51:37,1.50,,,4967072,VIB
,,2021-11-30 00:00:00,4302,84.10,8,5691,171.00,2021-12-10 03:51:37,1.20,,,5104715,CTG
,,2021-11-30 00:00:00,4302,98.80,8,5692,95.00,2021-12-10 03:51:37,0.70,,,3474000,EIB
,,2021-11-30 00:00:00,4302,90.80,8,5693,0.00,2021-12-10 03:51:37,0.00,,,70,TCM
,,2021-11-30 00:00:00,4302,79.50,8,5694,0.00,2021-12-10 03:51:37,0.00,,,84,LPB
,,2021-10-31 00:00:00,4247,100.00,8,5607,2082.20,2021-11-25 08:28:59,16.00,,,15846397,MWG
,,2021-10-31 00:00:00,4247,100.00,8,5608,2003.90,2021-11-25 08:28:59,15.40,,,20679744,FPT
,,2021-10-31 00:00:00,4247,98.10,8,5609,1386.00,2021-11-25 08:28:59,10.60,,,13327228,PNJ
,,2021-10-31 00:00:00,4247,100.00,8,5610,1124.20,2021-11-25 08:28:59,8.60,,,29545911,VPB
,,2021-10-31 00:00:00,4247,100.00,8,5611,1056.50,2021-11-25 08:28:59,8.10,,,20474900,TCB
,,2021-10-31 00:00:00,4247,100.00,8,5612,912.00,2021-11-25 08:28:59,7.00,,,27635109,ACB
,,2021-10-31 00:00:00,4247,100.00,8,5613,742.80,2021-11-25 08:28:59,5.70,,,9930620,REE
,,2021-10-31 00:00:00,4247,100.00,8,5614,710.40,2021-11-25 08:28:59,5.40,,,24927454,MBB
,,2021-10-31 00:00:00,4247,80.00,8,5615,616.40,2021-11-25 08:28:59,4.70,,,10626762,NLG
,,2021-10-31 00:00:00,4247,81.00,8,5616,497.10,2021-11-25 08:28:59,3.80,,,9504750,GMD
,,2021-10-31 00:00:00,4247,100.00,8,5617,297.20,2021-11-25 08:28:59,2.30,,,6626526,TPB
,,2021-10-31 00:00:00,4247,100.00,8,5618,295.80,2021-11-25 08:28:59,2.30,,,12918118,MSB
,,2021-10-31 00:00:00,4247,91.70,8,5619,192.20,2021-11-25 08:28:59,1.50,,,2673160,CTD
,,2021-10-31 00:00:00,4247,81.50,8,5620,174.40,2021-11-25 08:28:59,1.30,,,5537715,CTG
,,2021-10-31 00:00:00,4247,100.00,8,5621,156.70,2021-11-25 08:28:59,1.20,,,4235338,VIB
,,2021-10-31 00:00:00,4247,99.00,8,5622,76.70,2021-11-25 08:28:59,0.60,,,3410600,EIB
,,2021-10-31 00:00:00,4247,77.40,8,5623,39.90,2021-11-25 08:28:59,0.30,,,1917684,LPB
,,2021-10-31 00:00:00,4247,62.90,8,5624,35.30,2021-11-25 08:28:59,0.30,,,693102,KDH
,,2021-10-31 00:00:00,4247,90.10,8,5625,0.00,2021-11-25 08:28:59,0.00,,,70,TCM
,,2021-09-30 00:00:00,4110,100.00,8,5460,1.00,2021-10-12 03:15:09,16.00,,,21,FPT
,,2021-09-30 00:00:00,4110,100.00,8,5461,2.00,2021-10-12 03:15:09,16.80,,,16,MWG
,,2021-09-30 00:00:00,4110,100.00,8,5462,1.00,2021-10-12 03:15:09,8.80,,,16,VPB
,,2021-09-30 00:00:00,4110,98.60,8,5463,1.00,2021-10-12 03:15:09,10.70,,,13,PNJ
,,2021-09-30 00:00:00,4110,100.00,8,5464,1.00,2021-10-12 03:15:09,8.30,,,20,TCB
,,2021-09-30 00:00:00,4110,100.00,8,5465,632.00,2021-10-12 03:15:09,5.10,,,22,MBB
,,2021-09-30 00:00:00,4110,85.00,8,5466,728.00,2021-10-12 03:15:09,5.90,,,14,GMD
,,2021-09-30 00:00:00,4110,100.00,8,5467,646.00,2021-10-12 03:15:09,5.30,,,9,REE
,,2021-09-30 00:00:00,4110,90.00,8,5468,595.00,2021-10-12 03:15:09,4.80,,,14,NLG
,,2021-09-30 00:00:00,4110,82.00,8,5469,265.00,2021-10-12 03:15:09,2.20,,,8,CTG
,,2021-09-30 00:00:00,4110,100.00,8,5470,275.00,2021-10-12 03:15:09,2.20,,,6,TPB
,,2021-09-30 00:00:00,4110,91.60,8,5471,182.00,2021-10-12 03:15:09,1.50,,,2,CTD
,,2021-09-30 00:00:00,4110,100.00,8,5472,150.00,2021-10-12 03:15:09,1.20,,,4,VIB
