_id,author,content,tags,authorSlug,length,dateAdded,dateModified
AxNf6c-G_KI,Rogers Hornsby,People ask me what I do in winter when there's no baseball. I'll tell you what I do. I stare out the window and wait for spring.,"['sports', 'competition']",rogers-hornsby,128,2022-07-06,2022-07-08
81hjl4B9wx2,Ernie Banks,The only way to prove that you're a good sport is to lose.,"['sports', 'competition']",ernie-banks,58,2022-07-06,2022-07-08
0p8bgUAkaWj,Sandy Koufax,Pitching is the art of instilling fear.,"['sports', 'competition']",sandy-koufax,39,2022-07-06,2022-07-08
oPuec6Zts4,Seneca the Younger,"If one does not know to which port one is sailing, no wind is favorable.",['wisdom'],seneca-the-younger,72,2022-07-06,2022-07-08
boO8cxCyUZ,Sam Walton,"There is only one boss. The customer. And he can fire everybody in the company from the chairman on down, simply by spending his money somewhere else.",['business'],sam-walton,150,2022-07-06,2022-07-06
wNd1PnDiIN,Bob Feller,"Every day is a new opportunity. You can build on yesterday's success or put its failures behind and start over again. That's the way life is, with a new game every day, and that's the way baseball is.","['sports', 'competition']",bob-feller,200,2022-07-06,2022-07-08
vZ-5DQPCJag,George Orwell,"Serious sport has nothing to do with fair play. It is bound up with hatred, jealousy, boastfulness, disregard of all rules and sadistic pleasure in witnessing violence. In other words, it is war minus the shooting.",['sports'],george-orwell,214,2022-07-06,2022-07-08
lpxXplIA4ie,Yogi Berra,Half the lies they tell about me aren't true.,"['sports', 'competition']",yogi-berra,45,2022-07-06,2022-07-08
bcHXRb64gZH,Heywood Broun,Sports do not build character. They reveal it.,"['sports', 'competition']",heywood-broun,46,2022-07-06,2022-07-08
_rEPkuDXaWo,Casey Stengel,Finding good players is easy. Getting them to play as a team is another story.,"['sports', 'competition']",casey-stengel,78,2022-07-06,2022-07-08
2wnTElJ9STU,Hank Aaron,"My motto was always to keep swinging. Whether I was in a slump or feeling badly or having trouble off the field, the only thing to do was keep swinging.","['sports', 'competition']",hank-aaron,152,2022-07-06,2022-07-08
J471lzY_ZWf,Jim Bouton,You spend a good piece of your life gripping a baseball and in the end it turns out that it was the other way around all the time.,"['sports', 'competition']",jim-bouton,130,2022-07-06,2022-07-08
I4MksjS5zey,Carl Lewis,Life is about timing.,"['sports', 'competition']",carl-lewis,21,2022-07-06,2022-07-08
uPuUG-KkA,Mark Twain,"Whenever you find yourself on the side of the majority, it is time to pause and reflect.",['business'],mark-twain,88,2022-07-06,2022-07-06
JRmne2RXYn,Henry David Thoreau,Many men go fishing all of their lives without knowing that it is not fish they are after.,"['sports', 'competition']",henry-david-thoreau,90,2022-07-06,2022-07-08
0Ny0rPtnM3,Vince Lombardi,Winners never quit and quitters never win.,"['sports', 'competition']",vince-lombardi,42,2022-07-06,2022-07-08
9aunKqSWDu,Dan Gable,"Gold medals aren't really made of gold. They're made of sweat, determination, and a hard-to-find alloy called guts.","['sports', 'competition']",dan-gable,115,2022-07-06,2022-07-08
-fGobZrnsR,Bobby Unser,Success is where preparation and opportunity meet.,"['sports', 'competition']",bobby-unser,50,2022-07-06,2022-07-08
Rqv9duD-Lc,Barry Switzer,Some people are born on third base and go through life thinking they hit a triple.,"['sports', 'competition']",barry-switzer,82,2022-07-06,2022-07-08
v88YjiHVIp,Mia Hamm,"I am building a fire, and everyday I train, I add more fuel. At just the right moment, I light the match.","['sports', 'competition']",mia-hamm,105,2022-07-06,2022-07-08
Gtt0T3mfPbx,Billie Jean King,Champions keep playing until they get it right.,"['sports', 'competition']",billie-jean-king,47,2022-07-06,2022-07-08
Hpo_qh-q76A,"Reggie Jackson (basketball, born 1990)",Fans don't boo nobodies.,"['sports', 'competition']",reggie-jackson-basketball-born-1990,24,2022-07-06,2022-07-08
MNoB9t3dfeS,Shaquille O'Neal,"I'm tired of hearing about money, money, money, money, money. I just want to play the game, drink Pepsi, and wear Reebok.","['sports', 'humorous']",shaquille-o-neal,121,2022-07-06,2022-07-08
3KGpfidF22D,William James,Most people never run far enough on their first wind to find out they've got a second.,"['sports', 'competition']",william-james,86,2022-07-06,2022-07-08
lTm3ZNHDrh7,Bob Knight,"You don't play against opponents, you play against the game of basketball.","['sports', 'competition']",bob-knight,74,2022-07-06,2022-07-08
Nr6_kltWU8x,Hugo Black,"When I was 40, my doctor advised me that a man in his 40s shouldn't play tennis. I heeded his advice carefully and could hardly wait until I reached 50 to start again.","['sports', 'humorous']",hugo-black,167,2022-07-06,2022-07-08
S78ad3jDcyA,John Madden,"The fewer rules a coach has, the fewer rules there are for players to break.","['sports', 'competition']",john-madden,76,2022-07-06,2022-07-08
mdzzSdP_dF,Colin Powell,"There are no secrets to success. It is the result of preparation, hard work, and learning from failure.",['success'],colin-powell,103,2022-07-06,2022-07-08
UN97SbNn3N,Ambrose Bierce,The gambling known as business looks with austere disfavor upon the business known as gambling.,['business'],ambrose-bierce,95,2022-07-06,2022-07-06
SnxKyCAPxV,Tom Brokaw,It's easy to make a buck. It's a lot tougher to make a difference.,['business'],tom-brokaw,66,2022-07-06,2022-07-06
x1ekufax6w,Jeff Bezos,A brand for a company is like a reputation for a person. You earn reputation by trying to do hard things well.,['business'],jeff-bezos,110,2022-07-06,2022-07-06
RiULc-0Ak0,Peter Drucker,"The entrepreneur always searches for change, responds to it, and exploits it as an opportunity.",['business'],peter-drucker,95,2022-07-06,2022-07-06
E24zrX6RYt,Jack Welch,"An organization's ability to learn, and translate that learning into action rapidly, is the ultimate competitive advantage.",['business'],jack-welch,123,2022-07-06,2022-07-06
AsTEj2wakYQ,Napoleon Hill,Effort only fully releases its reward after a person refuses to quit.,['motivational'],napoleon-hill,69,2022-07-06,2022-07-08
E_uIJ03GjDQ,André Malraux,"To command is to serve, nothing more and nothing less.",['business'],andre-malraux,54,2022-07-06,2022-07-06
py0SqUMHGW9,Howard H. Aiken,"Don't worry about people stealing your ideas. If your ideas are any good, you'll have to ram them down people's throats.",['business'],howard-h-aiken,120,2022-07-06,2022-07-06
1gJ03696_R,Benjamin Disraeli,Never complain and never explain.,['motivational'],benjamin-disraeli,33,2022-07-06,2022-07-06
nYm8bumyc0E,Babe Ruth,You just can't beat the person who never gives up.,['motivational'],babe-ruth,50,2022-07-06,2022-07-06
sBuAicwO4Z,Don Marquis,"Ideas pull the trigger, but instinct loads the gun.",['business'],don-marquis,51,2022-07-06,2022-07-06
u88FH0TrZCH,Thomas Jefferson,"I hope we shall crush in its birth the aristocracy of our monied corporations which dare already to challenge our government to a trial by strength, and bid defiance to the laws of our country.",['business'],thomas-jefferson,193,2022-07-06,2022-07-06
pNnzE7wpM0W,Dee Hock,"An organization, no matter how well designed, is only as good as the people who live and work in it.",['business'],dee-hock,100,2022-07-06,2022-07-06
URRx9XD8Lgg,Leo Rosten,First-rate people hire first-rate people; second-rate people hire third-rate people.,['business'],leo-rosten,84,2022-07-06,2022-07-06
hZ2TTJbNHgz,Mary Kay Ash,"Everyone has an invisible sign hanging from their neck saying, 'Make me feel important.' Never forget this message when working with people.",['business'],mary-kay-ash,140,2022-07-06,2022-07-06
XH8yFMgx_o,George S. Patton,A good plan violently executed now is better than a perfect plan executed next week.,['motivational'],george-s-patton,84,2022-07-06,2022-07-06
8NJSVJipgn,Robert Schuller,"Problems are not stop signs, they are guidelines.",['motivational'],robert-schuller,49,2022-07-06,2022-07-06
udbaSw4hIey,Harriet Beecher Stowe,"Never give up, for that is just the place and time that the tide will turn.",['motivational'],harriet-beecher-stowe,75,2022-07-06,2022-07-06
eAwQS0LKTIk,William Blake,No bird soars too high if he soars with his own wings.,['motivational'],william-blake,54,2022-07-06,2022-07-06
Aooogq1lu-,Theodore Isaac Rubin,Happiness does not come from doing easy work but from the afterglow of satisfaction that comes after the achievement of a difficult task that demanded our best.,['business'],theodore-isaac-rubin,160,2022-07-06,2022-07-06
xic44lsEdNl,Henry Ford,A business that makes nothing but money is a poor business.,['business'],henry-ford,59,2022-07-06,2022-07-06
uGjjOxego4o,Charles F. Kettering,"If you want to kill any idea in the world, get a committee working on it.",['business'],charles-f-kettering,73,2022-07-06,2022-07-06
nH5op9VWSA5,Confucius,The superior man understands what is right; the inferior man understands what will sell.,['business'],confucius,88,2022-07-06,2022-07-06
NaR2ruD4l68,Robert Kiyosaki,When times are bad is when the real entrepreneurs emerge.,['business'],robert-kiyosaki,57,2022-07-06,2022-07-06
Zrxblk3MazL,John Kenneth Galbraith,Meetings are indispensable when you don't want to do anything.,['business'],john-kenneth-galbraith,62,2022-07-06,2022-07-06
y1iv94PsONA,Edward Gibbon,Our work is the presentation of our capabilities.,['business'],edward-gibbon,49,2022-07-06,2022-07-06
WPXF6M0Yn_Y,Warren Bennis,Trust is the lubrication that makes it possible for organizations to work.,['business'],warren-bennis,74,2022-07-06,2022-07-06
EqK6-7vPt,Elon Musk,"When something is important enough, you do it even if the odds are not in your favor.",['motivational'],elon-musk,85,2022-07-06,2022-07-06
trKnEw-ZVY,Ralph Marston,What you do today can improve all your tomorrows.,['motivational'],ralph-marston,49,2022-07-06,2022-07-06
VdDvOzQUZ3,Ken Venturi,I don't believe you have to be better than everybody else. I believe you have to be better than you ever thought you could be.,['motivational'],ken-venturi,126,2022-07-06,2022-07-06
pbtIgsCUIU,Sam Levenson,Don't watch the clock; do what it does. Keep going.,['motivational'],sam-levenson,51,2022-07-06,2022-07-06
FGh99twyFY,John F. Kennedy,Things do not happen. Things are made to happen.,['motivational'],john-f-kennedy,48,2022-07-06,2022-07-06
OnbQeVfYGpZ,Amelia Earhart,"The most effective way to do it, is to do it.",['motivational'],amelia-earhart,45,2022-07-06,2022-07-06
IiQQfTSSTyc,Pauline Kael,"Where there is a will, there is a way. If there is a chance in a million that you can do something, anything, to keep what you want from ending, do it. Pry the door open or, if need be, wedge your foot in that door and keep it open.",['motivational'],pauline-kael,232,2022-07-06,2022-07-06
qKv9nrdgS0M,Kyle Chandler,"Opportunity does not knock, it presents itself when you beat down the door.",['motivational'],kyle-chandler,75,2022-07-06,2022-07-06
1mFyxKntETm,Ayn Rand,"A creative man is motivated by the desire to achieve, not by the desire to beat others.",['motivational'],ayn-rand,87,2022-07-06,2022-07-06
GtLeN2MCTvH,Nikos Kazantzakis,"In order to succeed, we must first believe that we can.",['motivational'],nikos-kazantzakis,55,2022-07-06,2022-07-06
yVlVhbeycw3,Aristotle Onassis,The secret of business is to know something that nobody else knows.,['business'],aristotle-onassis,67,2022-07-06,2022-07-06
k1TVeBO_5Kh,Laurence J. Peter,An economist is an expert who will know tomorrow why the things he predicted yesterday didn't happen today.,['business'],laurence-j-peter,107,2022-07-06,2022-07-06
T-E-4pGn5i1,Olivier Messiaen,One of the tests of leadership is the ability to recognize a problem before it becomes an emergency.,['business'],olivier-messiaen,100,2022-07-06,2022-07-06
yq5LCWQjDJU,Niccolò Machiavelli,No enterprise is more likely to succeed than one concealed from the enemy until it is ripe for execution.,['business'],niccolo-machiavelli,105,2022-07-06,2022-07-06
2Ww5TB860z0,Harold Geneen,"In the business world, everyone is paid in two coins: cash and experience. Take the experience first; the cash will come later.",['business'],harold-geneen,127,2022-07-06,2022-07-06
f6PUk-AOBm,H. G. Wells,"If you fell down yesterday, stand up today.",['motivational'],h-g-wells,43,2022-07-06,2022-07-06
l4SIHYrQpX,Johann Wolfgang von Goethe,Knowing is not enough; we must apply. Willing is not enough; we must do.,['motivational'],johann-wolfgang-von-goethe,72,2022-07-06,2022-07-06
_WfHG0pIS0,W. Clement Stone,"Aim for the moon. If you miss, you may hit a star.",['motivational'],w-clement-stone,50,2022-07-06,2022-07-06
tLoJe82KV,Winston Churchill,"Now this is not the end. It is not even the beginning of the end. But it is, perhaps, the end of the beginning.",[],winston-churchill,111,2022-03-12,2022-03-12
-gl-mVVo7R,Winston Churchill,The best argument against democracy is a five-minute conversation with the average voter.,"['humor', 'politics']",winston-churchill,89,2022-03-12,2022-03-12
JZm3q3illA,Winston Churchill,"All the great things are simple, and many can be expressed in a single word: freedom, justice, honor, duty, mercy, hope.","['social-justice', 'freedom', 'history']",winston-churchill,120,2022-03-12,2022-03-12
DgPQoKY7nq,Winston Churchill,History is written by the victors.,['history'],winston-churchill,34,2022-03-12,2022-03-12
e0mfNS8FEa,Winston Churchill,Russia is a riddle wrapped in a mystery inside an enigma.,"['history', 'politics']",winston-churchill,57,2022-03-12,2022-03-12
frhBB_xz6er,Winston Churchill,"An appeaser is one who feeds a crocodile, hoping it will eat him last.",['humor'],winston-churchill,70,2022-03-12,2022-03-12
n_jofZWaKsv,Winston Churchill,"We are masters of the unsaid words, but slaves of those we let slip out.",['wisdom'],winston-churchill,72,2022-03-12,2022-03-12
6kd9Qs7YQc,Abraham Lincoln,Most folks are as happy as they make up their minds to be.,['happiness'],abraham-lincoln,58,2022-03-12,2022-03-12
nZtnCW3_6S,Abraham Lincoln,"I am not bound to win, but I am bound to be true. I am not bound to succeed, but I am bound to live by the light that I have. I must stand with anybody that stands right, and stand with him while he is right, and part with him when he goes wrong.","['inspirational', 'history', 'truth']",abraham-lincoln,246,2022-03-12,2022-03-12
S6XZ0bE2Jy,Abraham Lincoln,"We the people are the rightful masters of both Congress and the courts, not to overthrow the Constitution but to overthrow the men who pervert the Constitution.",['politics'],abraham-lincoln,160,2022-03-12,2022-03-12
nldCX72G-j,Alan Watts,"To have faith is to trust yourself to the water. When you swim you don't grab hold of the water, because if you do you will sink and drown. Instead you relax, and float.",['faith'],alan-watts,169,2022-03-12,2022-03-12
RsvD5Ur9kY,Alan Watts,"I have realized that the past and future are real illusions, that they exist in the present, which is what there is and all there is.","['time', 'life']",alan-watts,133,2022-03-12,2022-03-12
tD2guJsAeO,Alan Watts,We cannot be more sensitive to pleasure without being more sensitive to pain.,"['life', 'pain']",alan-watts,77,2022-03-12,2022-03-12
DNePVvYl4N,Alan Watts,"You don't look out there for God, something in the sky, you look in you.","['spirituality', 'religion']",alan-watts,72,2022-03-12,2022-03-12
n4cqmf135I,Alan Watts,"Things are as they are. Looking out into it the universe at night, we make no comparisons between right and wrong stars, nor between well and badly arranged constellations.","['philosophy', 'self']",alan-watts,172,2022-03-12,2022-03-12
0c7pkZG_pgE,Alan Watts,"And the attitude of faith is the very opposite of clinging to belief, of holding on.",['faith'],alan-watts,84,2022-03-12,2022-03-12
kiih3QxK6xf,Alan Watts,"But at any rate, the point is that God is what nobody admits to being, and everybody really is.","['philosophy', 'self']",alan-watts,95,2022-03-12,2022-03-12
aMbVRktKAJ,Winston Churchill,Success consists of going from failure to failure without loss of enthusiasm.,['success'],winston-churchill,77,2022-03-12,2022-07-04
XgU2ELnEUhe,Winston Churchill,"In wartime, truth is so precious that she should always be attended by a bodyguard of lies.","['war', 'history']",winston-churchill,91,2022-03-12,2022-03-12
uSGo8Fn65z,Abraham Lincoln,How many legs does a dog have if you call his tail a leg? Four. Saying that a tail is a leg doesn't make it a leg.,['truth'],abraham-lincoln,114,2022-03-12,2022-03-12
LQy9bhVL8Gy,Abraham Lincoln,"When I do good I feel good, when I do bad I feel bad, and that's my religion.","['wisdom', 'character']",abraham-lincoln,77,2022-03-12,2022-03-12
AQpRPKC_9,Alan Watts,"The only way to make sense out of change is to plunge into it, move with it, and join the dance.","['change', 'life']",alan-watts,96,2022-03-12,2022-03-12
Umn2bc4TpG,Alan Watts,"But I'll tell you what hermits realize. If you go off into a far, far forest and get very quiet, you'll come to understand that you're connected with everything.",['nature'],alan-watts,161,2022-03-12,2022-03-12
oek95eM62B,Alan Watts,You and I are all as much continuous with the physical universe as a wave is continuous with the ocean.,['philosophy'],alan-watts,103,2022-03-12,2022-03-12
JFgRzbL3Tw,Alan Watts,The ego is nothing other than the focus of conscious attention.,[],alan-watts,63,2022-03-12,2022-03-12
_FwZIOj_Tev,Alan Watts,"Unless one is able to live fully in the present, the future is a hoax.","['life', 'future']",alan-watts,70,2022-03-12,2022-03-12
ErFK0EPOMHJ,Alan Watts,"So then, the relationship of self to other is the complete realization that loving yourself is impossible without loving everything defined as other than yourself.","['self', 'love']",alan-watts,163,2022-03-12,2022-03-12
sXhSm0WMZqL,Alan Watts,Technology is destructive only in the hands of people who do not realize that they are one and the same process as the universe.,['technology'],alan-watts,128,2022-03-12,2022-03-12
ueNZohx2Vo,Winston Churchill,Attitude is a little thing that makes a big difference.,[],winston-churchill,55,2022-03-12,2022-03-12
bwLNaDverO,Winston Churchill,I am fond of pigs. Dogs look up to us. Cats look down on us. Pigs treat us as equals.,"['humor', 'famous-quotes']",winston-churchill,85,2022-03-12,2022-03-12
UfqGrLbrPp,Winston Churchill,You can always count on Americans to do the right thing - after they've tried everything else.,"['humor', 'politics']",winston-churchill,94,2022-03-12,2022-03-12
4q4z3dyDhu,Winston Churchill,"The truth is incontrovertible. Malice may attack it, ignorance may deride it, but in the end, there it is.","['truth', 'history']",winston-churchill,106,2022-03-12,2022-03-12
J2YAEeD2ky,Winston Churchill,"It is no use saying, 'We are doing our best.' You have got to succeed in doing what is necessary.","['inspirational', 'success']",winston-churchill,97,2022-03-12,2022-03-12
kJ_kF7p8jpS,Winston Churchill,The inherent vice of capitalism is the unequal sharing of blessings; the inherent virtue of socialism is the equal sharing of miseries.,"['politics', 'conservative']",winston-churchill,135,2022-03-12,2022-03-12
y4rjpOn-joW,Winston Churchill,Courage is rightly esteemed the first of human qualities... because it is the quality which guarantees all others.,['courage'],winston-churchill,114,2022-03-12,2022-03-12
quo0uRjP__,Abraham Lincoln,"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.","['spirituality', 'history']",abraham-lincoln,119,2022-03-12,2022-03-12
Yg7xaxX5bj,Abraham Lincoln,"Government of the people, by the people, for the people, shall not perish from the Earth.","['history', 'politics', 'famous-quotes']",abraham-lincoln,89,2022-03-12,2022-03-12
ubJ9lY7Ark,Abraham Lincoln,"All that I am, or hope to be, I owe to my angel mother.",['family'],abraham-lincoln,55,2022-03-12,2022-03-12
U1gie7MXOB,Abraham Lincoln,The ballot is stronger than the bullet.,"['politics', 'famous-quotes']",abraham-lincoln,39,2022-03-12,2022-03-12
EhaqmV9Hlb,Abraham Lincoln,The philosophy of the school room in one generation will be the philosophy of government in the next.,"['history', 'politics']",abraham-lincoln,101,2022-03-12,2022-03-12
nr2GQYc-Hg,Abraham Lincoln,"If I were two-faced, would I be wearing this one?",['humor'],abraham-lincoln,49,2022-03-12,2022-03-12
HncS4FKWNy,Abraham Lincoln,I will prepare and some day my chance will come.,['success'],abraham-lincoln,48,2022-03-12,2022-03-12
LGLKYTCTq9,Abraham Lincoln,"I am a firm believer in the people. If given the truth, they can be depended upon to meet any national crisis. The great point is to bring them the real facts.","['politics', 'history']",abraham-lincoln,159,2022-03-12,2022-03-12
ztXFU0-KGBx,Abraham Lincoln,I have always found that mercy bears richer fruits than strict justice.,['wisdom'],abraham-lincoln,71,2022-03-12,2022-03-12
3uAvqPj3dZ,Alan Watts,"Never pretend to a love which you do not actually feel, for love is not ours to command.",['love'],alan-watts,88,2022-03-12,2022-03-12
a86E0FlaTY,Alan Watts,"How is it possible that a being with such sensitive jewels as the eyes, such enchanted musical instruments as the ears, and such fabulous arabesque of nerves as the brain can experience itself anything less than a god.",['philosophy'],alan-watts,218,2022-03-12,2022-03-12
06AJBdluiw,Alan Watts,"You are that vast thing that you see far, far off with great telescopes.","['philosophy', 'spirituality', 'self']",alan-watts,72,2022-03-12,2022-03-12
s2aFAaJuV3,Alan Watts,I owe my solitude to other people.,['humor'],alan-watts,34,2022-03-12,2022-03-12
0UycoCApLT,Alan Watts,Trying to define yourself is like trying to bite your own teeth.,['humor'],alan-watts,64,2022-03-12,2022-03-12
E9q7mXmEBV,Winston Churchill,"If you're going through hell, keep going.",['inspirational'],winston-churchill,41,2022-03-12,2022-03-12
yijmC07Cyu,Winston Churchill,To improve is to change; to be perfect is to change often.,"['inspirational', 'success']",winston-churchill,58,2022-03-12,2022-03-12
P1qpVayN1l,Winston Churchill,A lie gets halfway around the world before the truth has a chance to get its pants on.,"['history', 'politics', 'wisdom']",winston-churchill,86,2022-03-12,2022-03-12
H6E3mARTba,Winston Churchill,"The farther backward you can look, the farther forward you can see.",['history'],winston-churchill,67,2022-03-12,2022-03-12
VFuYWRR2yM,Winston Churchill,I am an optimist. It does not seem too much use being anything else.,[],winston-churchill,68,2022-03-12,2022-03-12
u2JiNBARfaw,Winston Churchill,"If we open a quarrel between past and present, we shall find that we have lost the future.",['history'],winston-churchill,90,2022-03-12,2022-03-12
NXFzDIOw6GZ,Winston Churchill,Nothing in life is so exhilarating as to be shot at without result.,['war'],winston-churchill,67,2022-03-12,2022-03-12
JIk3cbQ8s,Michael Jordan,"I've missed more than 9000 shots in my career. I've lost almost 300 games. 26 times, I've been trusted to take the game winning shot and missed. I've failed over and over and over again in my life. And that is why I succeed.","['sports', 'competition', 'famous-quotes']",michael-jordan,224,2022-07-06,2022-07-08
nAOVUhK6RJ,Kareem Abdul-Jabbar,You can't win unless you learn how to lose.,"['sports', 'competition']",kareem-abdul-jabbar,43,2022-07-06,2022-07-08
Wp2A_oOWNEq,Muhammad Ali,"It's just a job. Grass grows, birds fly, waves pound the sand. I beat people up.",['sports'],muhammad-ali,80,2022-07-06,2022-07-08
x-0qEVIZ66n,Eric Liddell,"God made me fast. And when I run, I feel His pleasure.","['sports', 'competition']",eric-liddell,54,2022-07-06,2022-07-08
NIMf1RxZS1N,Knute Rockne,One man practicing sportsmanship is far better than a hundred teaching it.,"['sports', 'competition']",knute-rockne,74,2022-07-06,2022-07-08
gZMl2CrQvRQ,Ted Williams,Baseball is the only field of endeavor where a man can succeed three times out of ten and be considered a good performer.,"['sports', 'competition']",ted-williams,121,2022-07-06,2022-07-08
xYHasPkPjV7,Robert Griffin III,Football is football and talent is talent. But the mindset of your team makes all the difference.,"['sports', 'competition']",robert-griffin-iii,97,2022-07-06,2022-07-08
-5LundE5jXD,Erma Bombeck,"If a man watches three football games in a row, he should be declared legally dead.","['sports', 'humorous']",erma-bombeck,83,2022-07-06,2022-07-08
ch-0pti9X6U,Joe Adcock,Trying to sneak a fastball past Hank Aaron is like trying to sneak the sunrise past a rooster.,"['sports', 'competition']",joe-adcock,94,2022-07-06,2022-07-08
MsGmNTCtAXd,Mike Singletary (basketball),Do you know what my favorite part of the game is? The opportunity to play.,"['sports', 'competition']",mike-singletary-basketball,74,2022-07-06,2022-07-08
gUYV-XJG60p,Woodrow Wilson,Golf is a game in which one endeavors to control a ball with implements ill adapted for the purpose.,"['sports', 'competition']",woodrow-wilson,100,2022-07-06,2022-07-08
l1g_brfDMZy,Billie Jean King,Tennis is a perfect combination of violent action taking place in an atmosphere of total tranquillity.,"['sports', 'competition']",billie-jean-king,102,2022-07-06,2022-07-08
Yul4uqMwfA1,Arnold Palmer,"What other people may find in poetry or art museums, I find in the flight of a good drive.","['sports', 'competition']",arnold-palmer,90,2022-07-06,2022-07-08
CEURHvpb3u,J. Paul Getty,"If you owe the bank $100 that's your problem. If you owe the bank $100 million, that's the bank's problem.",['business'],j-paul-getty,106,2022-07-06,2022-07-06
Z1z6kZ2Qp8,Elon Musk,"If you're trying to create a company, it's like baking a cake. You have to have all the ingredients in the right proportion.",['business'],elon-musk,124,2022-07-06,2022-07-06
l0LfTgApB3,Babe Ruth,"The way a team plays as a whole determines its success. You may have the greatest bunch of individual stars in the world, but if they don't play together, the club won't be worth a dime.","['sports', 'competition']",babe-ruth,186,2022-07-06,2022-07-08
vtzyn3LKIA,Wayne Gretzky,A good hockey player plays where the puck is. A great hockey player plays where the puck is going to be.,"['sports', 'competition']",wayne-gretzky,104,2022-07-06,2022-07-08
fwMKi2Q0Pk,Michael Phelps,"You can't put a limit on anything. The more you dream, the farther you get.","['sports', 'competition']",michael-phelps,75,2022-07-06,2022-07-08
eF07T22v0Te,P. G. Wodehouse,"To find a man's true character, play golf with him.","['sports', 'competition']",p-g-wodehouse,51,2022-07-06,2022-07-08
r7qJ-YKIq2e,Earl Monroe,"Just be patient. Let the game come to you. Don't rush. Be quick, but don't hurry.","['sports', 'competition']",earl-monroe,81,2022-07-06,2022-07-08
