"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"M000053","Senator, 3rd Class","Warren","Magnuson","Warren Magnuson","WA","D",""
"M000086","Senator, 1st Class","George","Malone","George Malone","NV","R",""
"M000177","Senator, 1st Class","Edward","Martin","Edward Martin","PA","R",""
"M000279","Senator, 2nd Class","Burnet","Maybank","Burnet Maybank","SC","D",""
"M000308","Senator, 3rd Class","Patrick","McCarran","Patrick McCarran","NV","D",""
"M000315","Senator, 1st Class","Joseph","McCarthy","Joseph McCarthy","WI","R",""
"M000332","Senator, 2nd Class","John","McClellan","John McClellan","AR","D",""
"M000438","Senator, 1st Class","Ernest","McFarland","Ernest McFarland","AZ","D",""
"M000456","Senator, 1st Class","James","McGrath","James McGrath","RI","D",""
"M000499","Senator, 1st Class","Kenneth","McKellar","Kenneth McKellar","TN","D",""
"M000559","Senator, 3rd Class","Brien","McMahon","Brien McMahon","CT","D",""
"M000771","Senator, 3rd Class","Eugene","Millikin","Eugene Millikin","CO","R",""
"M000895","Senator, 2nd Class","Edward","Moore","Edward Moore","OK","R",""
"M001014","Senator, 3rd Class","Wayne","Morse","Wayne Morse","OR","R",""
"M001078","Senator, 2nd Class","Karl","Mundt","Karl Mundt","SD","R",""
"M001108","Senator, 2nd Class","James","Murray","James Murray","MT","D",""
"M001127","Senator, 3rd Class","Francis","Myers","Francis Myers","PA","D",""
"O000032","Senator, 1st Class","Herbert","O?Conor","Herbert O?Conor","MD","D",""
"O000034","Senator, 2nd Class","Wilbert","O?Daniel","Wilbert O?Daniel","TX","D",""
"O000088","Senator, 1st Class","Joseph","O?Mahoney","Joseph O?Mahoney","WY","D",""
"O000146","Senator, 3rd Class","John","Overton","John Overton","LA","D",""
"P000218","Senator, 3rd Class","Claude","Pepper","Claude Pepper","FL","D",""
"R000112","Senator, 3rd Class","Clyde","Reed","Clyde Reed","KS","R",""
"R000167","Senator, 2nd Class","William","Revercomb","William Revercomb","WV","R",""
"R000317","Senator, 2nd Class","Absalom","Robertson","Absalom Robertson","VA","D",""
"R000320","Senator, 2nd Class","Edward","Robertson","Edward Robertson","WY","R",""
"R000536","Senator, 2nd Class","Richard","Russell","Richard Russell","GA","D",""
"S000021","Senator, 2nd Class","Leverett","Saltonstall","Leverett Saltonstall","MA","R",""
"S000553","Senator, 1st Class","Howard","Smith","Howard Smith","NJ","R",""
"S000701","Senator, 2nd Class","John","Sparkman","John Sparkman","AL","D",""
"S000852","Senator, 1st Class","John","Stennis","John Stennis","MS","D",""
"S000901","Senator, 2nd Class","Arthur","Stewart","Arthur Stewart","TN","D",""
"T000009","Senator, 3rd Class","Robert","Taft","Robert Taft","OH","R",""
"T000079","Senator, 3rd Class","Glen","Taylor","Glen Taylor","ID","D",""
"T000164","Senator, 3rd Class","Elbert","Thomas","Elbert Thomas","UT","D",""
"T000259","Senator, 1st Class","Edward","Thye","Edward Thye","MN","R",""
"T000289","Senator, 3rd Class","Charles","Tobey","Charles Tobey","NH","R",""
"T000446","Senator, 3rd Class","Millard","Tydings","Millard Tydings","MD","D",""
"U000005","Senator, 2nd Class","William","Umstead","William Umstead","NC","D",""
"V000025","Senator, 1st Class","Arthur","Vandenberg","Arthur Vandenberg","MI","R",""
"W000021","Senator, 3rd Class","Robert","Wagner","Robert Wagner","NY","D",""
"W000190","Senator, 1st Class","Arthur","Watkins","Arthur Watkins","UT","R",""
"W000344","Senator, 2nd Class","Kenneth","Wherry","Kenneth Wherry","NE","R",""
"W000396","Senator, 2nd Class","Wallace","White","Wallace White","ME","R",""
"W000465","Senator, 3rd Class","Alexander","Wiley","Alexander Wiley","WI","R",""
"W000518","Senator, 1st Class","John","Williams","John Williams","DE","R",""
"W000581","Senator, 2nd Class","George","Wilson","George Wilson","IA","R",""
"Y000047","Senator, 3rd Class","Milton","Young","Milton Young","ND","R",""
