"id","name","partyShort","stateAbbreviation","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"P000612","David Perdue","R","GA","P000612","Conservation, Climate, Forestry, and Natural Resources","member","majority",6
"E000295","Joni Ernst","R","IA","E000295","Rural Development and Energy","member","majority",1
"V000128","Chris Van Hollen","D","MD","V000128","Rural Development and Energy","member","minority",1
"S001203","Tina Smith","D","MN","S001203","Rural Development and Energy","member","minority",1
"B000944","Sherrod Brown","D","OH","B000944","Rural Development and Energy","member","minority",1
"B000944","Sherrod Brown","D","OH","B000944","Rural Development and Energy","member","minority",2
"K000367","Amy Klobuchar","D","MN","K000367","Rural Development and Energy","member","minority",2
"B001236","John Boozman","R","AR","B001236","Rural Development and Energy","member","majority",3
"K000367","Amy Klobuchar","D","MN","K000367","Rural Development and Energy","member","minority",3
"B001267","Michael Bennet","D","CO","B001267","Rural Development and Energy","member","minority",3
"H001061","John Hoeven","R","ND","H001061","Rural Development and Energy","member","majority",4
"B001267","Michael Bennet","D","CO","B001267","Rural Development and Energy","member","minority",4
"D000607","Joe Donnelly","D","IN","D000607","Rural Development and Energy","member","minority",4
"T000250","John Thune","R","SD","T000250","Rural Development and Energy","member","majority",5
"D000607","Joe Donnelly","D","IN","D000607","Rural Development and Energy","member","minority",5
"H001069","Heidi Heitkamp","D","ND","H001069","Rural Development and Energy","member","minority",5
"D000618","Steve Daines","R","MT","D000618","Rural Development and Energy","member","majority",6
"H001069","Heidi Heitkamp","D","ND","H001069","Rural Development and Energy","member","minority",6
"F000463","Deb Fischer","R","NE","F000463","Rural Development and Energy","member","majority",7
"P000612","David Perdue","R","GA","P000612","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","majority",1
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","minority",1
"F000463","Deb Fischer","R","NE","F000463","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","majority",1
"M000355","Mitch McConnell","R","KY","M000355","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","majority",2
"L000174","Patrick J. Leahy","D","VT","L000174","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","minority",2
"E000295","Joni Ernst","R","IA","E000295","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","majority",3
"K000367","Amy Klobuchar","D","MN","K000367","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","minority",3
"G000386","Charles E. Grassley","R","IA","G000386","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","majority",4
"H001069","Heidi Heitkamp","D","ND","H001069","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","minority",4
"T000250","John Thune","R","SD","T000250","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","majority",5
"C001070","Bob Casey","D","PA","C001070","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","minority",5
"D000618","Steve Daines","R","MT","D000618","Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security","member","majority",6
"C001070","Bob Casey","D","PA","C001070","Food and Nutrition, Specialty Crops, Organics, and Research","member","minority",1
"P000612","David Perdue","R","GA","P000612","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",1
"M000355","Mitch McConnell","R","KY","M000355","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",1
"M000355","Mitch McConnell","R","KY","M000355","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",2
"L000174","Patrick J. Leahy","D","VT","L000174","Food and Nutrition, Specialty Crops, Organics, and Research","member","minority",2
"B001236","John Boozman","R","AR","B001236","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",2
"B001236","John Boozman","R","AR","B001236","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",3
"B000944","Sherrod Brown","D","OH","B000944","Food and Nutrition, Specialty Crops, Organics, and Research","member","minority",3
"H001061","John Hoeven","R","ND","H001061","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",3
"H001061","John Hoeven","R","ND","H001061","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",4
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Food and Nutrition, Specialty Crops, Organics, and Research","member","minority",4
"E000295","Joni Ernst","R","IA","E000295","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",4
"E000295","Joni Ernst","R","IA","E000295","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",5
"V000128","Chris Van Hollen","D","MD","V000128","Food and Nutrition, Specialty Crops, Organics, and Research","member","minority",5
"S001203","Tina Smith","D","MN","S001203","Food and Nutrition, Specialty Crops, Organics, and Research","member","minority",5
"P000612","David Perdue","R","GA","P000612","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",5
"P000612","David Perdue","R","GA","P000612","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",6
"F000463","Deb Fischer","R","NE","F000463","Food and Nutrition, Specialty Crops, Organics, and Research","member","majority",6
"B000575","Roy Blunt","R","MO","B000575","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",1
"M001111","Patty Murray","D","WA","M001111","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",1
"D000563","Richard J. Durbin","D","IL","D000563","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",2
"S000320","Richard C. Shelby","R","AL","S000320","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",3
"R000122","Jack Reed","D","RI","R000122","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",3
"A000360","Lamar Alexander","R","TN","A000360","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",4
"S001181","Jeanne Shaheen","D","NH","S001181","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",4
"G000359","Lindsey Graham","R","SC","G000359","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",5
"M001176","Jeff Merkley","D","OR","M001176","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",5
"M000934","Jerry Moran","R","KS","M000934","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",6
"S001194","Brian Schatz","D","HI","S001194","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",6
"C001047","Shelley Moore Capito","R","WV","C001047","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",7
"B001230","Tammy Baldwin","D","WI","B001230","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",7
"L000575","James Lankford","R","OK","L000575","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",8
"M001169","Christopher S. Murphy","D","CT","M001169","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",8
"K000393","John Kennedy","R","LA","K000393","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",9
"M001183","Joe Manchin III","D","WV","M001183","Labor, Health and Human Services, and Education, and Related Agencies","member","minority",9
"R000595","Marco Rubio","R","FL","R000595","Labor, Health and Human Services, and Education, and Related Agencies","member","majority",10
"S000320","Richard C. Shelby","R","AL","S000320","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",1
"S001181","Jeanne Shaheen","D","NH","S001181","Commerce, Justice, Science, and Related Agencies Subcommittee","member","minority",1
"A000360","Lamar Alexander","R","TN","A000360","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",2
"L000174","Patrick J. Leahy","D","VT","L000174","Commerce, Justice, Science, and Related Agencies Subcommittee","member","minority",2
"M001153","Lisa Murkowski","R","AK","M001153","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",3
"F000062","Dianne Feinstein","D","CA","F000062","Commerce, Justice, Science, and Related Agencies Subcommittee","member","minority",3
"C001035","Susan Collins","R","ME","C001035","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",4
"R000122","Jack Reed","D","RI","R000122","Commerce, Justice, Science, and Related Agencies Subcommittee","member","minority",4
"G000359","Lindsey Graham","R","SC","G000359","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",5
"C001088","Christopher A. Coons","D","DE","C001088","Commerce, Justice, Science, and Related Agencies Subcommittee","member","minority",5
"B001236","John Boozman","R","AR","B001236","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",6
"S001194","Brian Schatz","D","HI","S001194","Commerce, Justice, Science, and Related Agencies Subcommittee","member","minority",6
"C001047","Shelley Moore Capito","R","WV","C001047","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",7
"M001183","Joe Manchin III","D","WV","M001183","Commerce, Justice, Science, and Related Agencies Subcommittee","member","minority",7
"L000575","James Lankford","R","OK","L000575","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",8
"V000128","Chris Van Hollen","D","MD","V000128","Commerce, Justice, Science, and Related Agencies Subcommittee","member","minority",8
"K000393","John Kennedy","R","LA","K000393","Commerce, Justice, Science, and Related Agencies Subcommittee","member","majority",9
"A000360","Lamar Alexander","R","TN","A000360","Energy and Water Development Subcommittee","member","majority",1
"F000062","Dianne Feinstein","D","CA","F000062","Energy and Water Development Subcommittee","member","minority",1
"M001111","Patty Murray","D","WA","M001111","Energy and Water Development Subcommittee","member","minority",2
"M000355","Mitch McConnell","R","KY","M000355","Energy and Water Development Subcommittee","member","majority",3
"T000464","Jon Tester","D","MT","T000464","Energy and Water Development Subcommittee","member","minority",3
"S000320","Richard C. Shelby","R","AL","S000320","Energy and Water Development Subcommittee","member","majority",4
"D000563","Richard J. Durbin","D","IL","D000563","Energy and Water Development Subcommittee","member","minority",4
"C001035","Susan Collins","R","ME","C001035","Energy and Water Development Subcommittee","member","majority",5
"U000039","Tom Udall","D","NM","U000039","Energy and Water Development Subcommittee","member","minority",5
"M001153","Lisa Murkowski","R","AK","M001153","Energy and Water Development Subcommittee","member","majority",6
"S001181","Jeanne Shaheen","D","NH","S001181","Energy and Water Development Subcommittee","member","minority",6
"G000359","Lindsey Graham","R","SC","G000359","Energy and Water Development Subcommittee","member","majority",7
"M001176","Jeff Merkley","D","OR","M001176","Energy and Water Development Subcommittee","member","minority",7
"H001061","John Hoeven","R","ND","H001061","Energy and Water Development Subcommittee","member","majority",8
"C001088","Christopher A. Coons","D","DE","C001088","Energy and Water Development Subcommittee","member","minority",8
"K000393","John Kennedy","R","LA","K000393","Energy and Water Development Subcommittee","member","majority",9
"G000359","Lindsey Graham","R","SC","G000359","State, Foreign Operations, and Related Programs Subcommittee","member","majority",1
"L000174","Patrick J. Leahy","D","VT","L000174","State, Foreign Operations, and Related Programs Subcommittee","member","minority",1
"M000355","Mitch McConnell","R","KY","M000355","State, Foreign Operations, and Related Programs Subcommittee","member","majority",2
"D000563","Richard J. Durbin","D","IL","D000563","State, Foreign Operations, and Related Programs Subcommittee","member","minority",2
"B000575","Roy Blunt","R","MO","B000575","State, Foreign Operations, and Related Programs Subcommittee","member","majority",3
"S001181","Jeanne Shaheen","D","NH","S001181","State, Foreign Operations, and Related Programs Subcommittee","member","minority",3
"B001236","John Boozman","R","AR","B001236","State, Foreign Operations, and Related Programs Subcommittee","member","majority",4
"C001088","Christopher A. Coons","D","DE","C001088","State, Foreign Operations, and Related Programs Subcommittee","member","minority",4
"M000934","Jerry Moran","R","KS","M000934","State, Foreign Operations, and Related Programs Subcommittee","member","majority",5
"M001176","Jeff Merkley","D","OR","M001176","State, Foreign Operations, and Related Programs Subcommittee","member","minority",5
"L000575","James Lankford","R","OK","L000575","State, Foreign Operations, and Related Programs Subcommittee","member","majority",6
"M001169","Christopher S. Murphy","D","CT","M001169","State, Foreign Operations, and Related Programs Subcommittee","member","minority",6
"D000618","Steve Daines","R","MT","D000618","State, Foreign Operations, and Related Programs Subcommittee","member","majority",7
"V000128","Chris Van Hollen","D","MD","V000128","State, Foreign Operations, and Related Programs Subcommittee","member","minority",7
"R000595","Marco Rubio","R","FL","R000595","State, Foreign Operations, and Related Programs Subcommittee","member","majority",8
"B001236","John Boozman","R","AR","B001236","Homeland Security Subcommittee","member","majority",1
"T000464","Jon Tester","D","MT","T000464","Homeland Security Subcommittee","member","minority",1
"S001181","Jeanne Shaheen","D","NH","S001181","Homeland Security Subcommittee","member","minority",2
"S000320","Richard C. Shelby","R","AL","S000320","Homeland Security Subcommittee","member","majority",3
"L000174","Patrick J. Leahy","D","VT","L000174","Homeland Security Subcommittee","member","minority",3
"M001153","Lisa Murkowski","R","AK","M001153","Homeland Security Subcommittee","member","majority",4
"M001111","Patty Murray","D","WA","M001111","Homeland Security Subcommittee","member","minority",4
"H001061","John Hoeven","R","ND","H001061","Homeland Security Subcommittee","member","majority",5
"B001230","Tammy Baldwin","D","WI","B001230","Homeland Security Subcommittee","member","minority",5
"L000575","James Lankford","R","OK","L000575","Homeland Security Subcommittee","member","majority",6
"M001183","Joe Manchin III","D","WV","M001183","Homeland Security Subcommittee","member","minority",6
"K000393","John Kennedy","R","LA","K000393","Homeland Security Subcommittee","member","majority",7
"M001153","Lisa Murkowski","R","AK","M001153","Interior, Environment, and Related Agencies Subcommittee","member","majority",1
"U000039","Tom Udall","D","NM","U000039","Interior, Environment, and Related Agencies Subcommittee","member","minority",1
"F000062","Dianne Feinstein","D","CA","F000062","Interior, Environment, and Related Agencies Subcommittee","member","minority",2
"A000360","Lamar Alexander","R","TN","A000360","Interior, Environment, and Related Agencies Subcommittee","member","majority",3
"L000174","Patrick J. Leahy","D","VT","L000174","Interior, Environment, and Related Agencies Subcommittee","member","minority",3
"B000575","Roy Blunt","R","MO","B000575","Interior, Environment, and Related Agencies Subcommittee","member","majority",4
"R000122","Jack Reed","D","RI","R000122","Interior, Environment, and Related Agencies Subcommittee","member","minority",4
"H001061","John Hoeven","R","ND","H001061","Interior, Environment, and Related Agencies Subcommittee","member","majority",5
"T000464","Jon Tester","D","MT","T000464","Interior, Environment, and Related Agencies Subcommittee","member","minority",5
"M000355","Mitch McConnell","R","KY","M000355","Interior, Environment, and Related Agencies Subcommittee","member","majority",6
"M001176","Jeff Merkley","D","OR","M001176","Interior, Environment, and Related Agencies Subcommittee","member","minority",6
"D000618","Steve Daines","R","MT","D000618","Interior, Environment, and Related Agencies Subcommittee","member","majority",7
"V000128","Chris Van Hollen","D","MD","V000128","Interior, Environment, and Related Agencies Subcommittee","member","minority",7
"C001047","Shelley Moore Capito","R","WV","C001047","Interior, Environment, and Related Agencies Subcommittee","member","majority",8
"C001035","Susan Collins","R","ME","C001035","Transportation, Housing and Urban Development, and Related Agencies","member","majority",1
"R000122","Jack Reed","D","RI","R000122","Transportation, Housing and Urban Development, and Related Agencies","member","minority",1
"S000320","Richard C. Shelby","R","AL","S000320","Transportation, Housing and Urban Development, and Related Agencies","member","majority",2
"M001111","Patty Murray","D","WA","M001111","Transportation, Housing and Urban Development, and Related Agencies","member","minority",2
"A000360","Lamar Alexander","R","TN","A000360","Transportation, Housing and Urban Development, and Related Agencies","member","majority",3
"D000563","Richard J. Durbin","D","IL","D000563","Transportation, Housing and Urban Development, and Related Agencies","member","minority",3
"B000575","Roy Blunt","R","MO","B000575","Transportation, Housing and Urban Development, and Related Agencies","member","majority",4
"F000062","Dianne Feinstein","D","CA","F000062","Transportation, Housing and Urban Development, and Related Agencies","member","minority",4
"B001236","John Boozman","R","AR","B001236","Transportation, Housing and Urban Development, and Related Agencies","member","majority",5
"C001088","Christopher A. Coons","D","DE","C001088","Transportation, Housing and Urban Development, and Related Agencies","member","minority",5
"C001047","Shelley Moore Capito","R","WV","C001047","Transportation, Housing and Urban Development, and Related Agencies","member","majority",6
"S001194","Brian Schatz","D","HI","S001194","Transportation, Housing and Urban Development, and Related Agencies","member","minority",6
"D000618","Steve Daines","R","MT","D000618","Transportation, Housing and Urban Development, and Related Agencies","member","majority",7
"M001169","Christopher S. Murphy","D","CT","M001169","Transportation, Housing and Urban Development, and Related Agencies","member","minority",7
"G000359","Lindsey Graham","R","SC","G000359","Transportation, Housing and Urban Development, and Related Agencies","member","majority",8
"M001183","Joe Manchin III","D","WV","M001183","Transportation, Housing and Urban Development, and Related Agencies","member","minority",8
"H001061","John Hoeven","R","ND","H001061","Transportation, Housing and Urban Development, and Related Agencies","member","majority",9
"L000575","James Lankford","R","OK","L000575","Legislative Branch Subcommittee","member","majority",1
"M001169","Christopher S. Murphy","D","CT","M001169","Legislative Branch Subcommittee","member","minority",1
"K000393","John Kennedy","R","LA","K000393","Legislative Branch Subcommittee","member","majority",2
"V000128","Chris Van Hollen","D","MD","V000128","Legislative Branch Subcommittee","member","minority",2
"R000595","Marco Rubio","R","FL","R000595","Legislative Branch Subcommittee","member","majority",3
"H001061","John Hoeven","R","ND","H001061","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","majority",1
"M001176","Jeff Merkley","D","OR","M001176","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","minority",1
"F000062","Dianne Feinstein","D","CA","F000062","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","minority",2
"M000355","Mitch McConnell","R","KY","M000355","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","majority",3
"T000464","Jon Tester","D","MT","T000464","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","minority",3
"C001035","Susan Collins","R","ME","C001035","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","majority",4
"U000039","Tom Udall","D","NM","U000039","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","minority",4
"B000575","Roy Blunt","R","MO","B000575","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","majority",5
"L000174","Patrick J. Leahy","D","VT","L000174","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","minority",5
"M000934","Jerry Moran","R","KS","M000934","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","majority",6
"B001230","Tammy Baldwin","D","WI","B001230","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","minority",6
"R000595","Marco Rubio","R","FL","R000595","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","member","majority",7
"D000563","Richard J. Durbin","D","IL","D000563","Defense Subcommittee","member","minority",1
"M000355","Mitch McConnell","R","KY","M000355","Defense Subcommittee","member","majority",2
"L000174","Patrick J. Leahy","D","VT","L000174","Defense Subcommittee","member","minority",2
"S000320","Richard C. Shelby","R","AL","S000320","Defense Subcommittee","member","majority",3
"F000062","Dianne Feinstein","D","CA","F000062","Defense Subcommittee","member","minority",3
"A000360","Lamar Alexander","R","TN","A000360","Defense Subcommittee","member","majority",4
"M001111","Patty Murray","D","WA","M001111","Defense Subcommittee","member","minority",4
"C001035","Susan Collins","R","ME","C001035","Defense Subcommittee","member","majority",5
"R000122","Jack Reed","D","RI","R000122","Defense Subcommittee","member","minority",5
"M001153","Lisa Murkowski","R","AK","M001153","Defense Subcommittee","member","majority",6
"T000464","Jon Tester","D","MT","T000464","Defense Subcommittee","member","minority",6
"G000359","Lindsey Graham","R","SC","G000359","Defense Subcommittee","member","majority",7
"U000039","Tom Udall","D","NM","U000039","Defense Subcommittee","member","minority",7
"B000575","Roy Blunt","R","MO","B000575","Defense Subcommittee","member","majority",8
"S001194","Brian Schatz","D","HI","S001194","Defense Subcommittee","member","minority",8
"D000618","Steve Daines","R","MT","D000618","Defense Subcommittee","member","majority",9
"B001230","Tammy Baldwin","D","WI","B001230","Defense Subcommittee","member","minority",9
"M000934","Jerry Moran","R","KS","M000934","Defense Subcommittee","member","majority",10
"M000934","Jerry Moran","R","KS","M000934","Military Construction, Veterans Affairs, and Related Agencies","member","majority",1
"S001194","Brian Schatz","D","HI","S001194","Military Construction, Veterans Affairs, and Related Agencies","member","minority",1
"M000355","Mitch McConnell","R","KY","M000355","Military Construction, Veterans Affairs, and Related Agencies","member","majority",2
"T000464","Jon Tester","D","MT","T000464","Military Construction, Veterans Affairs, and Related Agencies","member","minority",2
"M001153","Lisa Murkowski","R","AK","M001153","Military Construction, Veterans Affairs, and Related Agencies","member","majority",3
"M001111","Patty Murray","D","WA","M001111","Military Construction, Veterans Affairs, and Related Agencies","member","minority",3
"H001061","John Hoeven","R","ND","H001061","Military Construction, Veterans Affairs, and Related Agencies","member","majority",4
"R000122","Jack Reed","D","RI","R000122","Military Construction, Veterans Affairs, and Related Agencies","member","minority",4
"C001035","Susan Collins","R","ME","C001035","Military Construction, Veterans Affairs, and Related Agencies","member","majority",5
"U000039","Tom Udall","D","NM","U000039","Military Construction, Veterans Affairs, and Related Agencies","member","minority",5
"B001236","John Boozman","R","AR","B001236","Military Construction, Veterans Affairs, and Related Agencies","member","majority",6
"B001230","Tammy Baldwin","D","WI","B001230","Military Construction, Veterans Affairs, and Related Agencies","member","minority",6
"C001047","Shelley Moore Capito","R","WV","C001047","Military Construction, Veterans Affairs, and Related Agencies","member","majority",7
"M001169","Christopher S. Murphy","D","CT","M001169","Military Construction, Veterans Affairs, and Related Agencies","member","minority",7
"R000595","Marco Rubio","R","FL","R000595","Military Construction, Veterans Affairs, and Related Agencies","member","majority",8
"C001047","Shelley Moore Capito","R","WV","C001047","Financial Services and General Government Subcommittee","member","majority",1
"C001088","Christopher A. Coons","D","DE","C001088","Financial Services and General Government Subcommittee","member","minority",1
"M000934","Jerry Moran","R","KS","M000934","Financial Services and General Government Subcommittee","member","majority",2
"D000563","Richard J. Durbin","D","IL","D000563","Financial Services and General Government Subcommittee","member","minority",2
"B001236","John Boozman","R","AR","B001236","Financial Services and General Government Subcommittee","member","majority",3
"M001183","Joe Manchin III","D","WV","M001183","Financial Services and General Government Subcommittee","member","minority",3
"L000575","James Lankford","R","OK","L000575","Financial Services and General Government Subcommittee","member","majority",4
"V000128","Chris Van Hollen","D","MD","V000128","Financial Services and General Government Subcommittee","member","minority",4
"D000618","Steve Daines","R","MT","D000618","Financial Services and General Government Subcommittee","member","majority",5
"F000463","Deb Fischer","R","NE","F000463","Strategic Forces Subcommittee","member","majority",1
"D000607","Joe Donnelly","D","IN","D000607","Strategic Forces Subcommittee","member","minority",1
"I000024","James M. Inhofe","R","OK","I000024","Strategic Forces Subcommittee","member","majority",2
"H001046","Martin Heinrich","D","NM","H001046","Strategic Forces Subcommittee","member","minority",2
"C001095","Tom Cotton","R","AR","C001095","Strategic Forces Subcommittee","member","majority",3
"W000817","Elizabeth Warren","D","MA","W000817","Strategic Forces Subcommittee","member","minority",3
"S001198","Dan Sullivan","R","AK","S001198","Strategic Forces Subcommittee","member","majority",4
"P000595","Gary Peters","D","MI","P000595","Strategic Forces Subcommittee","member","minority",4
"C001098","Ted Cruz","R","TX","C001098","Strategic Forces Subcommittee","member","majority",5
"G000359","Lindsey Graham","R","SC","G000359","Strategic Forces Subcommittee","member","majority",6
"E000295","Joni Ernst","R","IA","E000295","Emerging Threats and Capabilities Subcommittee","member","majority",1
"H001046","Martin Heinrich","D","NM","H001046","Emerging Threats and Capabilities Subcommittee","member","minority",1
"W000437","Roger Wicker","R","MS","W000437","Emerging Threats and Capabilities Subcommittee","member","majority",2
"N000032","Bill Nelson","D","FL","N000032","Emerging Threats and Capabilities Subcommittee","member","minority",2
"F000463","Deb Fischer","R","NE","F000463","Emerging Threats and Capabilities Subcommittee","member","majority",3
"S001181","Jeanne Shaheen","D","NH","S001181","Emerging Threats and Capabilities Subcommittee","member","minority",3
"P000612","David Perdue","R","GA","P000612","Emerging Threats and Capabilities Subcommittee","member","majority",4
"P000595","Gary Peters","D","MI","P000595","Emerging Threats and Capabilities Subcommittee","member","minority",4
"C001098","Ted Cruz","R","TX","C001098","Emerging Threats and Capabilities Subcommittee","member","majority",5
"S001184","Tim Scott","R","SC","S001184","Emerging Threats and Capabilities Subcommittee","member","majority",6
"T000476","Thom Tillis","R","NC","T000476","Personnel Subcommittee","member","majority",1
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Personnel Subcommittee","member","minority",1
"E000295","Joni Ernst","R","IA","E000295","Personnel Subcommittee","member","majority",2
"M001170","Claire McCaskill","D","MO","M001170","Personnel Subcommittee","member","minority",2
"G000359","Lindsey Graham","R","SC","G000359","Personnel Subcommittee","member","majority",3
"W000817","Elizabeth Warren","D","MA","W000817","Personnel Subcommittee","member","minority",3
"S001197","Ben Sasse","R","NE","S001197","Personnel Subcommittee","member","majority",4
"W000437","Roger Wicker","R","MS","W000437","Seapower Subcommittee","member","majority",1
"H001042","Mazie K. Hirono","D","HI","H001042","Seapower Subcommittee","member","minority",1
"C001095","Tom Cotton","R","AR","C001095","Seapower Subcommittee","member","majority",2
"S001181","Jeanne Shaheen","D","NH","S001181","Seapower Subcommittee","member","minority",2
"R000605","Mike Rounds","R","SD","R000605","Seapower Subcommittee","member","majority",3
"B001277","Richard Blumenthal","D","CT","B001277","Seapower Subcommittee","member","minority",3
"T000476","Thom Tillis","R","NC","T000476","Seapower Subcommittee","member","majority",4
"K000384","Tim Kaine","D","VA","K000384","Seapower Subcommittee","member","minority",4
"S001198","Dan Sullivan","R","AK","S001198","Seapower Subcommittee","member","majority",5
"K000383","Angus King","ID","ME","K000383","Seapower Subcommittee","member","minority",5
"S001184","Tim Scott","R","SC","S001184","Seapower Subcommittee","member","majority",6
"C001095","Tom Cotton","R","AR","C001095","Airland Subcommittee","member","majority",1
"K000383","Angus King","ID","ME","K000383","Airland Subcommittee","member","minority",1
"I000024","James M. Inhofe","R","OK","I000024","Airland Subcommittee","member","majority",2
"M001170","Claire McCaskill","D","MO","M001170","Airland Subcommittee","member","minority",2
"W000437","Roger Wicker","R","MS","W000437","Airland Subcommittee","member","majority",3
