api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/B001282.json,False,,,N00031233,61848,1973-07-24,6,0.485,RepAndyBarr,,,Andy,M,2106,/m/0ddc6r6,412541,21333,B001282,1.018471332,False,Barr,2021-03-02 02:35:24 -0500,,,5,0.42,,ocd-division/country:us/state:ky/cd:6,,R,,,2,Rep.,KY,,Representative,0,1204,RepAndyBarr,https://barr.house.gov,4.61,95.31,117290,RepAndyBarr
https://api.propublica.org/congress/v1/members/B001252.json,False,,,,1012025,1955-10-31,12,-0.119,CongressmanJohnBarrow,,,John,M,1312,/m/056gyc,400628,20507,B001252,-0.193604155,False,Barrow,2019-10-07 10:38:04 -0400,,,0,0.0,2014,ocd-division/country:us/state:ga/cd:12,,D,,,10,Rep.,GA,,Representative,0,1204,RepJohnBarrow,http://barrow.house.gov,31.49,68.43,,RepJohnBarrow
https://api.propublica.org/congress/v1/members/B000213.json,False,,,N00005656,5248,1949-09-15,6,0.528,RepJoeBarton,,,Joe,M,4806,/m/03rspq,400018,15085,B000213,0.828795081,False,Barton,2019-10-07 10:38:04 -0400,,L.,77,6.4,2014,ocd-division/country:us/state:tx/cd:6,,R,,,30,Rep.,TX,,Representative,0,1204,RepJoeBarton,https://joebarton.house.gov,5.17,94.74,27082,repjoebarton
https://api.propublica.org/congress/v1/members/B001270.json,False,,,N00031877,62502,1953-10-03,37,-0.585,RepKarenBass,,,Karen,F,0637,/m/027g9m6,412404,21110,B001270,-1.684111097,False,Bass,2021-03-02 02:35:24 -0500,,,139,11.54,,ocd-division/country:us/state:ca/cd:37,,D,,https://bass.house.gov/rss.xml,4,Rep.,CA,,Representative,1,1204,RepKarenBass,https://bass.house.gov,5.59,94.31,28963,RepKarenBass
https://api.propublica.org/congress/v1/members/B001281.json,False,,,N00033904,67294,1950-03-12,3,-0.426,RepJoyceBeatty,,,Joyce,F,3903,/m/03lcwb,412565,21352,B001281,-1.239606501,False,Beatty,2021-03-02 02:35:24 -0500,,,23,1.91,,ocd-division/country:us/state:oh/cd:3,,D,,https://beatty.house.gov/rss.xml,2,Rep.,OH,,Representative,1,1204,RepBeatty,https://beatty.house.gov,2.99,96.93,2427,
https://api.propublica.org/congress/v1/members/B000287.json,False,,,,26567,1958-01-26,34,-0.512,XavierBecerra,,,Xavier,M,0634,/m/024trk,400021,29316,B000287,-1.808374264,False,Becerra,2019-10-07 10:38:04 -0400,,,40,3.32,2014,ocd-division/country:us/state:ca/cd:34,,D,,https://becerra.house.gov/rss/press-releases.xml,22,Rep.,CA,,Representative,1,1204,RepBecerra,http://becerra.house.gov,3.55,96.36,,XavierBecerra
https://api.propublica.org/congress/v1/members/B001271.json,False,,,,61860,1952-04-20,1,0.491,CongressmanDan,,,Dan,M,2601,/m/0bmf7qt,412436,21141,B001271,0.730263632,False,Benishek,2019-10-07 10:38:04 -0400,,,35,2.91,,ocd-division/country:us/state:mi/cd:1,,R,,,4,Rep.,MI,,Representative,2,1204,CongressmanDan,http://benishek.house.gov,9.35,90.57,,
https://api.propublica.org/congress/v1/members/B001280.json,False,,,,79627,1951-10-06,11,0.723,repkerryb,,,Kerry,M,2611,/m/0jwtq8b,412547,21336,B001280,1.002272623,False,Bentivolio,2019-10-07 10:38:04 -0400,,,6,0.5,,ocd-division/country:us/state:mi/cd:11,,R,,,2,Rep.,MI,,Representative,0,1204,RepKerryB,http://bentivolio.house.gov,8.13,91.79,,repkerry
https://api.propublica.org/congress/v1/members/B001287.json,False,,,N00030717,1033636,1965-03-02,7,-0.229,RepAmiBera,,,Ami,M,0607,/m/0dgqnts,412512,21304,B001287,-0.56576398,False,Bera,2021-03-02 02:35:24 -0500,,,6,0.5,,ocd-division/country:us/state:ca/cd:7,,D,,https://bera.house.gov/rss.xml,2,Rep.,CA,,Representative,0,1204,RepBera,https://bera.house.gov,10.52,89.39,120030,repamibera
https://api.propublica.org/congress/v1/members/B001257.json,False,,,N00027462,1022873,1963-02-08,12,0.405,GusBilirakis,,,Gus,M,1212,/m/0dy3z1,412250,20758,B001257,0.861623358,False,Bilirakis,2021-03-02 02:35:25 -0500,,,22,1.83,2014,ocd-division/country:us/state:fl/cd:12,,R,,https://bilirakis.house.gov/rss.xml,10,Rep.,FL,,Representative,0,1204,RepGusBilirakis,https://bilirakis.house.gov,4.08,95.84,17318,RepGusBilirakis
https://api.propublica.org/congress/v1/members/B001242.json,False,,,,1003587,1950-06-01,1,-0.338,RepTimBishop,,,Timothy,M,3601,,400031,20338,B001242,-0.884568916,False,Bishop,2019-10-07 10:38:04 -0400,,H.,10,0.83,2014,ocd-division/country:us/state:ny/cd:1,,D,,,12,Rep.,NY,,Representative,1,1204,TimBishopNY,http://timbishop.house.gov,7.69,92.23,,timbishop01
https://api.propublica.org/congress/v1/members/B000490.json,False,,,N00002674,26194,1947-02-04,2,-0.282,sanfordbishop,,,Sanford,M,1302,/m/02554k,400030,29339,B000490,-0.462051755,False,Bishop,2021-03-02 02:35:25 -0500,,D.,74,6.15,2014,ocd-division/country:us/state:ga/cd:2,,D,,https://bishop.house.gov/rss.xml,22,Rep.,GA,Jr.,Representative,1,1204,SanfordBishop,https://bishop.house.gov,13.3,86.61,26817,RepSanfordBishop
https://api.propublica.org/congress/v1/members/B001250.json,False,,,N00025292,1003621,1951-07-13,1,0.531,RepRobBishop,,,Rob,M,4901,/m/02tn41,400029,20357,B001250,1.012334567,False,Bishop,2019-10-07 10:38:04 -0400,,,78,6.48,2014,ocd-division/country:us/state:ut/cd:1,,R,,https://robbishop.house.gov/rss.xml,12,Rep.,UT,,Representative,0,1204,RepRobBishop,https://robbishop.house.gov,5.08,94.83,50544,CongressmanBishop
https://api.propublica.org/congress/v1/members/B001273.json,False,,,N00031539,9268964,1951-01-16,6,0.58,DianeBlackTN06,,,Diane,F,4706,/m/0cyvxl,412478,21180,B001273,1.121073617,False,Black,2019-10-07 10:38:04 -0400,,,16,1.33,,ocd-division/country:us/state:tn/cd:6,,R,,,4,Rep.,TN,,Representative,0,1204,RepDianeBlack,https://black.house.gov,2.45,97.46,25292,RepDianeBlack
https://api.propublica.org/congress/v1/members/B001243.json,False,,,N00003105,31226,1952-06-06,7,0.615,marshablackburn,,,Marsha,F,4707,/m/01fnkt,400032,20351,B001243,1.217153563,False,Blackburn,2019-10-07 10:38:04 -0400,,,29,2.41,2014,ocd-division/country:us/state:tn/cd:7,,R,,,12,Rep.,TN,,Representative,0,1204,MarshaBlackburn,https://www.blackburn.senate.gov,3.25,96.67,25186,RepMarshaBlackburn
https://api.propublica.org/congress/v1/members/B000574.json,False,,,N00007727,43809,1948-08-16,3,-0.428,,,,Earl,M,4103,/m/033tw8,400033,29588,B000574,-1.137534489,False,Blumenauer,2021-03-02 02:35:25 -0500,,,59,4.93,2014,ocd-division/country:us/state:or/cd:3,,D,,https://blumenauer.house.gov/rss.xml,20,Rep.,OR,,Representative,1,1197,BlumenauerMedia,https://blumenauer.house.gov,5.76,94.24,367,RepBlumenauer
https://api.propublica.org/congress/v1/members/B000589.json,False,,,,16740,1949-11-17,8,,SpeakerJohnBoehner,,,John,M,3908,/m/039rwf,400036,15806,B000589,0.773917868,False,Boehner,2019-10-07 10:38:04 -0400,,A.,1,3.57,2014,ocd-division/country:us/state:oh/cd:8,,R,,,24,Rep.,OH,,Representative,0,28,SpeakerBoehner,http://boehner.house.gov,7.69,92.31,,johnboehner
https://api.propublica.org/congress/v1/members/B001278.json,False,,,N00033474,63966,1954-10-14,1,-0.394,congresswomanbonamici,,,Suzanne,F,4101,/m/02q453x,412501,21198,B001278,-1.21613163,False,Bonamici,2021-03-02 02:35:25 -0500,,,1,0.08,,ocd-division/country:us/state:or/cd:1,,D,,https://bonamici.house.gov/rss.xml,4,Rep.,OR,,Representative,1,1204,RepBonamici,https://bonamici.house.gov,3.19,96.73,59641,RepSuzanneBonamici
https://api.propublica.org/congress/v1/members/B001244.json,False,,,,1003546,1959-11-19,1,0.367,jobonner,,,Jo,M,0101,,400038,20300,B001244,0.729763899,False,Bonner,2019-10-07 10:38:04 -0400,,,33,7.38,2014,ocd-division/country:us/state:al/cd:1,,R,,,12,Rep.,AL,,Representative,0,447,repjobonner,http://bonner.house.gov/,7.28,92.48,,JoBonner
https://api.propublica.org/congress/v1/members/B001245.json,True,,,N00024866,1003568,1933-05-31,At-Large,,madeleine.bordallo,,,Madeleine,F,6698,/m/01s_xp,400041,,B001245,,False,Bordallo,2018-03-07 08:14:18 -0500,,Z.,0,0.0,2014,ocd-division/country:us/state:gu/cd:79,,D,,,12,Del.,GU,,Delegate,0,0,,https://bordallo.house.gov,,0.0,1751,
https://api.propublica.org/congress/v1/members/B001255.json,False,,,,1013047,1956-02-21,3,0.392,RepBoustany,,,Charles,M,2203,/m/04wdx3,400636,20514,B001255,0.820041146,False,Boustany,2019-10-07 10:38:04 -0400,,,8,0.66,2014,ocd-division/country:us/state:la/cd:3,,R,,,10,Rep.,LA,Jr.,Representative,0,1204,RepBoustany,http://boustany.house.gov,4.11,95.8,,boustanyla07
https://api.propublica.org/congress/v1/members/B001227.json,False,,,N00001619,55227,1945-04-07,1,-0.484,RepRobertBrady,,,Robert,M,4201,/m/03tq5z,400047,29777,B001227,-1.119643579,False,Brady,2019-10-07 10:38:04 -0400,,A.,20,1.66,2014,ocd-division/country:us/state:pa/cd:1,,D,,,18,Rep.,PA,,Representative,1,1204,RepBrady,https://brady.house.gov,5.45,94.47,2519,BradyPA01
https://api.propublica.org/congress/v1/members/B000755.json,False,,,N00005883,45749,1955-04-11,8,0.518,kevinbrady,,,Kevin,M,4808,/m/03tq00,400046,29760,B000755,1.051046784,False,Brady,2021-03-02 02:35:26 -0500,,,52,4.32,2014,ocd-division/country:us/state:tx/cd:8,,R,,,18,Rep.,TX,,Representative,0,1204,RepKevinBrady,https://kevinbrady.house.gov,3.75,96.16,361,KBrady8
https://api.propublica.org/congress/v1/members/B001259.json,False,,,,1020421,1957-10-30,1,-0.31,repbrucebraley,,,Bruce,M,1901,/m/07r9r0,412208,20719,B001259,-0.665803644,False,Braley,2019-10-07 10:38:04 -0400,,,34,2.82,2014,ocd-division/country:us/state:ia/cd:1,,D,,,8,Rep.,IA,,Representative,0,1204,BruceBraley,http://braley.house.gov,8.79,91.13,,repbrucebraley
https://api.propublica.org/congress/v1/members/B001290.json,False,,,N00036013,75248,1964-07-27,7,0.824,RepDaveBrat,,,David,M,5107,/m/010qykqw,412605,21553,B001290,,False,Brat,2019-10-07 10:38:04 -0400,,A.,1,2.08,,ocd-division/country:us/state:va/cd:7,,R,,,2,Rep.,VA,,Representative,0,48,RepDaveBrat,https://brat.house.gov,8.51,91.49,152270,
https://api.propublica.org/congress/v1/members/B001283.json,False,,,N00033532,79705,1975-06-15,1,0.689,CongressmanJimBridenstine,,,Jim,M,4001,/m/0jwyd6r,412567,21354,B001283,0.9603532,False,Bridenstine,2019-10-07 10:38:04 -0400,,,12,1.0,,ocd-division/country:us/state:ok/cd:1,,R,,,2,Rep.,OK,,Representative,0,1204,RepJBridenstine,https://bridenstine.house.gov,7.16,92.75,135894,RepJimBridenstine
https://api.propublica.org/congress/v1/members/B001284.json,False,,,N00033495,623720,1960-08-25,5,0.376,congresswomansusanwbrooks,,,Susan,F,1805,/m/0jt8ng2,412539,21331,B001284,0.891980143,False,Brooks,2019-10-07 10:38:04 -0400,,,6,0.5,,ocd-division/country:us/state:in/cd:5,,R,,https://susanwbrooks.house.gov/rss.xml,2,Rep.,IN,,Representative,2,1204,SusanWBrooks,https://susanwbrooks.house.gov,3.94,95.98,135988,SusanWBrooks
https://api.propublica.org/congress/v1/members/B001274.json,False,,,N00030910,94888,1954-04-29,5,0.604,RepMoBrooks,,,Mo,M,0105,/m/0c3xdjf,412395,21193,B001274,0.920906925,False,Brooks,2021-03-02 02:35:26 -0500,,,11,0.91,,ocd-division/country:us/state:al/cd:5,,R,,https://brooks.house.gov/rss.xml,4,Rep.,AL,,Representative,1,1204,RepMoBrooks,https://brooks.house.gov,6.82,93.1,121610,RepMoBrooks
https://api.propublica.org/congress/v1/members/B001262.json,False,,,,1025092,1946-12-07,10,0.913,RepPaulBroun,,,Paul,M,1310,/m/02vzlfc,412252,20753,B001262,0.658031354,False,Broun,2019-10-07 10:38:04 -0400,,,36,2.99,2014,ocd-division/country:us/state:ga/cd:10,,R,,,8,Rep.,GA,,Representative,1,1204,RepPaulBrounMD,http://broun.house.gov,17.18,82.73,,RepPaulBroun
https://api.propublica.org/congress/v1/members/B000911.json,False,,,,26192,1946-11-11,5,-0.429,congresswomanbrown,,,Corrine,F,1205,/m/0251xd,400048,29328,B000911,-1.054517601,False,Brown,2019-10-07 10:38:04 -0400,,,68,5.65,2014,ocd-division/country:us/state:fl/cd:5,,D,,https://corrinebrown.house.gov/rss.xml,22,Rep.,FL,,Representative,1,1204,RepCorrineBrown,https://corrinebrown.house.gov,4.08,95.83,,CongresswomanBrown
https://api.propublica.org/congress/v1/members/B001285.json,False,,,N00034254,79783,1952-08-28,26,-0.285,RepJuliaBrownley,,,Julia,F,0626,/m/027z42z,412516,21308,B001285,-0.796458788,False,Brownley,2021-03-02 02:35:26 -0500,,,4,0.33,,ocd-division/country:us/state:ca/cd:26,,D,,https://juliabrownley.house.gov/category/press-releases/feed/,2,Rep.,CA,,Representative,1,1204,RepBrownley,https://juliabrownley.house.gov,7.9,92.02,59904,RepJuliaBrownley
https://api.propublica.org/congress/v1/members/B001260.json,False,,,N00027626,1021626,1951-05-08,16,0.36,CongressmanBuchanan,,,Vern,M,1216,/m/0gtjsp,412196,20709,B001260,0.684058736,False,Buchanan,2021-03-02 02:35:26 -0500,,,53,4.4,2014,ocd-division/country:us/state:fl/cd:16,,R,,https://buchanan.house.gov/rss.xml,8,Rep.,FL,,Representative,0,1204,VernBuchanan,https://buchanan.house.gov,4.8,95.11,66247,vernbuchanan
https://api.propublica.org/congress/v1/members/B001275.json,False,,,N00031227,61837,1962-05-31,8,0.39,RepLarryBucshon,,,Larry,M,1808,/m/0dd9k_y,412427,21132,B001275,1.044376906,False,Bucshon,2021-03-02 02:35:26 -0500,,,17,1.41,,ocd-division/country:us/state:in/cd:8,,R,,,4,Rep.,IN,,Representative,0,1204,RepLarryBucshon,https://bucshon.house.gov,3.97,95.94,120335,RepLarryBucshon
https://api.propublica.org/congress/v1/members/B001248.json,False,,,N00025219,1003620,1950-12-23,26,0.57,michaelcburgess,,,Michael,M,4826,/m/03tq8_,400052,20355,B001248,1.025880141,False,Burgess,2021-03-02 02:35:26 -0500,,C.,24,1.99,2014,ocd-division/country:us/state:tx/cd:26,,R,,https://burgess.house.gov/news/rss.aspx,12,Rep.,TX,,Representative,0,1204,MichaelCBurgess,https://burgess.house.gov,9.36,90.55,50120,michaelcburgessmd
https://api.propublica.org/congress/v1/members/B001286.json,False,,,N00033390,63949,1961-10-17,17,-0.235,RepCheri,,,Cheri,F,1717,/m/0jwwtrm,412537,21329,B001286,-0.517046574,False,Bustos,2021-03-02 02:35:26 -0500,,,21,1.74,,ocd-division/country:us/state:il/cd:17,,D,,https://bustos.house.gov/category/press-release/feed/,2,Rep.,IL,,Representative,1,1204,RepCheri,https://bustos.house.gov,11.84,88.08,134964,RepCheri
https://api.propublica.org/congress/v1/members/B001251.json,False,,,N00027035,1013540,1947-04-27,1,-0.402,congressmangkbutterfield,,,G.,M,3701,/m/03g_pq,400616,20340,B001251,-0.936323248,False,Butterfield,2021-03-02 02:35:27 -0500,,K.,53,4.4,2014,ocd-division/country:us/state:nc/cd:1,,D,,https://butterfield.house.gov/rss.xml,12,Rep.,NC,,Representative,1,1204,GKButterfield,https://butterfield.house.gov,5.43,94.48,41077,GKBNC01
https://api.propublica.org/congress/v1/members/B001289.json,False,,,N00035380,73486,1955-02-16,1,0.544,RepByrne,,,Bradley,M,0101,/m/09g6kty,412601,21376,B001289,0.955006313,False,Byrne,2019-10-07 10:38:04 -0400,,,33,5.88,,ocd-division/country:us/state:al/cd:1,,R,,https://byrne.house.gov/rss.xml,2,Rep.,AL,,Representative,0,561,RepByrne,https://byrne.house.gov,2.09,97.91,27584,
https://api.propublica.org/congress/v1/members/C000059.json,False,,,N00007099,26709,1953-06-08,42,0.348,70063393423,,,Ken,M,0642,/m/024xl1,400057,29323,C000059,0.689559186,False,Calvert,2021-03-02 02:35:27 -0500,,,17,1.41,2014,ocd-division/country:us/state:ca/cd:42,,R,,https://calvert.house.gov/rss.xml,22,Rep.,CA,,Representative,0,1204,KenCalvert,https://calvert.house.gov,5.41,94.5,26777,RepKenCalvert
https://api.propublica.org/congress/v1/members/C000071.json,False,,,,23039,1953-07-09,4,0.385,repdavecamp,,,Dave,M,2604,/m/03l8yr,400058,29124,C000071,0.837530832,False,Camp,2019-10-07 10:38:04 -0400,,,21,1.74,2014,ocd-division/country:us/state:mi/cd:4,,R,,,24,Rep.,MI,,Representative,0,1204,RepDaveCamp,http://camp.house.gov,3.65,96.26,,DaveCampYT
https://api.propublica.org/congress/v1/members/C001064.json,False,,,,1019004,1955-07-19,45,0.748,JohnCampbell,,,John,M,0645,/m/05tpk9,412011,20539,C001064,1.129603356,False,Campbell,2019-10-07 10:38:04 -0400,,,527,43.77,2014,ocd-division/country:us/state:ca/cd:45,,R,,,10,Rep.,CA,,Representative,0,1204,RepJohnCampbell,http://www.campbell.house.gov,5.33,94.52,,RepJohnCampbellCA48
https://api.propublica.org/congress/v1/members/C001046.json,False,,,,87402,1963-06-06,7,0.518,,,,Eric,M,5107,/m/027z_f,400060,20144,C001046,0.990268968,False,Cantor,2019-10-07 10:38:04 -0400,,,81,7.23,2014,ocd-division/country:us/state:va/cd:7,,R,,,14,Rep.,VA,,Representative,0,1120,,http://cantor.house.gov/,4.64,95.27,,EricCantor
https://api.propublica.org/congress/v1/members/C001047.json,False,,,N00009771,83737,1953-11-26,2,0.26,senshelley,,,Shelley,F,5402,/m/024pwq,400061,20146,C001047,0.611467258,False,Capito,2019-10-07 10:38:04 -0400,,Moore,61,5.07,2014,ocd-division/country:us/state:wv/cd:2,,R,,,14,Rep.,WV,,Representative,0,1204,SenCapito,https://www.capito.senate.gov,5.18,94.73,11701,
https://api.propublica.org/congress/v1/members/C001036.json,False,,,,54075,1938-01-10,24,-0.389,loiscapps,,,Lois,F,0624,/m/024tfg,400062,29774,C001036,-1.056665162,False,Capps,2019-10-07 10:38:04 -0400,,,13,1.08,2014,ocd-division/country:us/state:ca/cd:24,,D,,,18,Rep.,CA,,Representative,1,1204,RepLoisCapps,http://capps.house.gov,4.23,95.69,,reploiscapps
https://api.propublica.org/congress/v1/members/C001037.json,False,,,N00000267,56760,1952-01-09,7,-0.579,RepMichaelCapuano,,H8MA08071,Michael,M,2507,/m/028vsm,400063,29919,C001037,-1.327262918,False,Capuano,2019-10-07 10:38:04 -0400,,E.,71,5.9,2014,ocd-division/country:us/state:ma/cd:7,,D,,,16,Rep.,MA,,Representative,3,1204,RepMikeCapuano,http://capuano.house.gov,8.09,91.82,18883,RepMikeCapuano
https://api.propublica.org/congress/v1/members/C001097.json,False,,,N00033373,63934,1963-03-31,29,-0.379,repcardenas,,,Tony,M,0629,/m/0cgzsw,412517,21309,C001097,-0.86296475,False,Cárdenas,2021-03-02 02:35:27 -0500,,,63,5.23,,ocd-division/country:us/state:ca/cd:29,,D,,,2,Rep.,CA,,Representative,1,1204,RepCardenas,https://cardenas.house.gov,5.75,94.16,9754,repcardenas
https://api.propublica.org/congress/v1/members/C001083.json,True,,,,94948,1956-05-20,At-Large,-0.256,JohnCarneyDE,,,John,M,1000,/m/027_8wk,412407,21113,C001083,-0.767577279,False,Carney,2019-10-07 10:38:04 -0400,,,67,5.56,,ocd-division/country:us/state:de/cd:1,,D,,,4,Rep.,DE,,Representative,1,1204,JohnCarneyde,http://johncarney.house.gov,5.06,94.85,,RepJohnCarney
https://api.propublica.org/congress/v1/members/C001072.json,False,,,N00029513,1027364,1974-10-16,7,-0.428,CongressmanAndreCarson,,,André,M,1807,/m/03qcvz1,412258,20757,C001072,-0.947639166,False,Carson,2021-03-02 02:35:27 -0500,,,19,1.58,2014,ocd-division/country:us/state:in/cd:7,,D,,https://carson.house.gov/rss.xml,8,Rep.,IN,,Representative,1,1204,RepAndreCarson,https://carson.house.gov,6.04,93.88,84917,repandrecarson
https://api.propublica.org/congress/v1/members/C001051.json,False,,,N00025095,1004257,1941-11-06,31,0.466,judgecarter,,,John,M,4831,/m/04m7rg,400068,20356,C001051,0.829629577,False,Carter,2021-03-02 02:35:27 -0500,,,62,5.15,2014,ocd-division/country:us/state:tx/cd:31,,R,,,12,Rep.,TX,,Representative,0,1204,JudgeCarter,https://carter.house.gov,4.48,95.43,49296,repjohncarter
https://api.propublica.org/congress/v1/members/C001090.json,False,,,N00034128,79865,1961-05-01,17,-0.377,CongressmanMattCartwright,,,Matt,M,4217,/m/0j_6b9d,412571,21358,C001090,-1.247903035,False,Cartwright,2021-03-02 02:35:27 -0500,,,7,0.58,,ocd-division/country:us/state:pa/cd:17,,D,,,2,Rep.,PA,,Representative,1,1204,RepCartwright,https://cartwright.house.gov,4.13,95.79,136236,
https://api.propublica.org/congress/v1/members/C001075.json,False,,,N00030245,1030546,1957-09-28,6,0.452,,,,Bill,M,2206,/m/0286t7r,412269,20919,C001075,0.800494811,False,Cassidy,2019-11-18 02:30:24 -0500,,,70,5.81,2014,ocd-division/country:us/state:la/cd:6,,R,,,6,Rep.,LA,,Representative,0,1204,,https://www.cassidy.senate.gov,4.51,95.4,69494,SenatorBillCassidy
https://api.propublica.org/congress/v1/members/C001066.json,False,,,N00027514,1022874,1966-08-20,14,-0.44,USRepKathyCastor,,,Kathy,F,1214,/m/0dq1v6,412195,20708,C001066,-1.151854191,False,Castor,2021-03-02 02:35:28 -0500,,,62,5.15,2014,ocd-division/country:us/state:fl/cd:14,,D,,https://castor.house.gov/news/rss.aspx,8,Rep.,FL,,Representative,1,1204,USRepKCastor,https://castor.house.gov,5.39,94.52,53825,RepKathyCastor
https://api.propublica.org/congress/v1/members/C001091.json,False,,,N00033316,63974,1974-09-16,20,-0.393,326420614138023,,,Joaquín,M,4820,/m/0bmclg,412576,21362,C001091,-0.926943043,False,Castro,2021-03-02 02:35:28 -0500,,,39,3.24,,ocd-division/country:us/state:tx/cd:20,,D,,,2,Rep.,TX,,Representative,3,1204,JoaquinCastrotx,https://castro.house.gov,4.16,95.76,49227,JoaquinCastroTX
