symbol,percentage,number_of_dates
VBG,-1,0
VCE,-1,0
VCT,-1,0
VDB,-1,0
VE8,-1,0
VES,-1,0
VFS,-1,0
VGL,-1,0
VHF,-1,0
VHH,-1,0
VIE,-1,0
VIR,-1,0
VKP,-1,0
VLP,-1,0
VMA,-1,0
VNY,-1,0
VPR,-1,0
VPW,-1,0
VTG,-1,0
VTM,-1,0
VTQ,-1,0
VTZ,-1,0
VUA,-1,0
VVS,-1,0
X77,-1,0
XDH,-1,0
XMD,-1,0
XMP,-1,0
ARM,0.0,1
BHC,0.0,1
BMG,0.0,1
BTG,0.0,1
BTH,0.0,1
BTU,0.0,1
CCV,0.0,1
CDH,0.0,1
CH5,0.0,1
CMD,0.0,1
CMF,0.0,1
CTW,0.0,1
DCF,0.0,6
DLD,0.0,1
DLT,0.0,1
DNT,0.0,1
DOC,0.0,2
DSV,0.0,2
DTI,0.0,2
DXL,0.0,1
EMG,0.0,1
GLW,0.0,1
H11,0.0,1
HBH,0.0,2
HLT,0.0,1
HLY,0.0,1
HPM,0.0,1
HTR,0.0,2
IBD,0.0,1
ISG,0.0,1
KTT,0.0,1
L43,0.0,1
LIC,0.0,2
LMI,0.0,18
LTC,0.0,1
MA1,0.0,1
MHL,0.0,1
MKV,0.0,2
MNB,0.0,2
MTG,0.0,1
MTL,0.0,1
NAP,0.0,1
NBT,0.0,1
NQB,0.0,1
PEQ,0.0,1
PLO,0.0,1
PPY,0.0,1
PSN,0.0,1
PTX,0.0,1
QNU,0.0,2
S72,0.0,1
SDB,0.0,1
SEP,0.0,1
SVG,0.0,1
TCI,0.0,2
TCJ,0.0,4
TCK,0.0,1
TEL,0.0,3
TH1,0.0,1
THS,0.0,1
THU,0.0,7
TMW,0.0,1
TNP,0.0,1
TSB,0.0,1
UCT,0.0,1
UPH,0.0,2
V12,0.0,2
VBH,0.0,1
VE2,0.0,2
VIH,0.0,1
VPA,0.0,2
VTH,0.0,1
VXP,0.0,1
XLV,0.0,1
BED,0.1,6
S74,0.22,16
HSA,0.52,7
VIW,0.54,2
NSG,0.55,2
CDG,0.73,4
AVC,0.98,4
VCP,1.51,40
L61,1.55,2
BQB,1.6,6
HES,1.62,3
LAI,1.88,3
PCF,1.89,3
BLT,1.92,5
TOW,2.12,2
VPI,2.31,62
TTE,2.5,6
SAM,2.58,62
HPX,2.63,62
HPH,2.73,4
BDW,2.81,4
SMC,2.83,62
CT6,2.94,4
BCF,2.97,11
VC5,3.0,3
VCG,3.02,62
CSI,3.08,5
DRL,3.15,56
CBS,3.16,10
BAB,3.2,62
CRC,3.22,62
ATS,3.28,3
MND,3.41,2
EID,3.5,61
TW3,3.52,10
MTP,3.55,2
BT6,3.57,2
TNM,3.57,2
VTS,3.58,3
MSR,3.66,62
TVS,3.68,59
PSE,3.71,3
STH,3.74,62
SWC,3.74,58
CYC,3.75,4
DDV,3.79,42
AGG,3.82,62
DAE,3.83,44
GSM,3.88,26
ADP,3.91,9
S4A,3.96,49
TRT,3.96,5
MVC,4.04,4
NVL,4.06,62
PSW,4.07,2
DTK,4.13,8
ISH,4.15,22
TL4,4.15,37
TVN,4.17,60
BMJ,4.18,13
BT1,4.23,15
BXH,4.26,2
USD,4.26,15
TAG,4.29,3
SD7,4.35,33
VNF,4.35,2
DHN,4.36,5
HAT,4.38,51
SIC,4.4,52
CTT,4.49,28
HAM,4.53,14
QPH,4.53,5
HPD,4.54,25
VMD,4.54,48
HSP,4.61,18
BBM,4.68,2
HTV,4.72,46
PHC,4.74,62
AGP,4.78,28
SED,4.92,48
VC3,4.99,62
WSB,4.99,57
ABT,5.05,48
NTH,5.05,31
DNP,5.06,48
TN1,5.13,62
VTB,5.13,62
DPP,5.15,14
TDG,5.19,62
VMC,5.21,62
CTF,5.23,62
SMB,5.23,62
PEN,5.24,3
ITC,5.27,48
GSP,5.29,60
L44,5.33,4
VE1,5.34,4
TV4,5.38,58
ADS,5.4,60
VCC,5.4,37
NVB,5.41,62
BBS,5.42,13
ND2,5.43,32
TBC,5.43,49
AMC,5.45,17
SFI,5.5,61
BSA,5.51,59
DBD,5.51,62
ILS,5.52,57
CTB,5.54,24
SDN,5.54,5
BRC,5.57,20
HPP,5.73,46
SDC,5.73,3
SKH,5.73,61
TMP,5.75,59
SHG,5.77,2
VGG,5.77,62
MKP,5.82,46
BWS,5.84,44
PHP,5.86,59
TVG,5.88,2
EPH,5.89,25
VSH,5.89,62
SBA,5.91,62
SZE,5.91,60
KOS,5.97,62
NBC,5.98,60
B82,6.0,3
VE9,6.0,56
PDC,6.03,3
HVT,6.04,30
LGC,6.07,34
EME,6.08,2
HGM,6.08,7
IVS,6.08,61
NHT,6.08,59
HU3,6.1,48
COM,6.11,39
TVT,6.11,61
PGV,6.12,38
PDB,6.14,46
LGM,6.17,5
VTR,6.17,62
MTH,6.19,2
CC1,6.23,2
THT,6.23,59
SJE,6.24,47
ICC,6.26,25
CII,6.29,62
SKN,6.29,6
CMS,6.3,54
GND,6.31,41
TTC,6.32,18
HLG,6.35,4
VCF,6.37,55
NBE,6.43,34
PIS,6.43,2
SHA,6.43,58
LAF,6.44,47
NSC,6.44,62
SMN,6.51,21
KIP,6.52,2
SJD,6.52,61
NBP,6.53,24
CLX,6.59,51
L35,6.59,21
VNR,6.59,45
CPI,6.67,4
CTN,6.67,4
TLI,6.67,5
PSP,6.69,55
BSI,6.71,62
TDF,6.74,2
TTN,6.74,62
DHT,6.75,62
TA9,6.75,45
CSC,6.76,61
BKC,6.77,15
PNT,6.77,7
BSL,6.78,29
PTH,6.78,4
VAT,6.84,11
NUE,6.85,41
HAP,6.86,62
BSQ,6.87,19
PMG,6.9,62
DND,6.91,9
HJC,6.91,4
PTI,6.92,39
SHI,6.92,62
HAC,6.94,58
SRC,6.94,62
GEG,6.95,62
TXM,6.99,61
TSG,7.0,2
DSN,7.05,62
PTP,7.08,17
TCD,7.09,59
VNL,7.09,31
GMX,7.12,7
SHP,7.15,55
BAX,7.17,60
PDR,7.17,62
HEM,7.19,36
VFG,7.19,55
QTC,7.2,28
MDG,7.28,51
HMH,7.29,36
HUB,7.31,60
PVI,7.31,62
VC6,7.31,24
SKV,7.33,35
HPI,7.35,28
LDP,7.42,32
CCR,7.43,22
S55,7.43,31
RCL,7.46,34
THI,7.52,42
CNG,7.53,62
HSM,7.55,4
INN,7.55,60
AME,7.59,37
HNM,7.61,2
KHP,7.61,60
SCD,7.66,56
PJT,7.71,56
NS2,7.72,16
SEB,7.73,42
DQC,7.75,62
HTC,7.77,17
VNG,7.78,62
SGN,7.81,61
MAC,7.82,43
ASP,7.83,62
EIB,7.84,62
VGP,7.84,34
IBC,7.87,62
REE,7.87,62
GTS,7.89,17
BOT,7.9,62
BBC,7.96,61
NTL,7.97,62
CRE,7.99,62
PTL,7.99,60
KCB,8.0,12
SPM,8.01,44
LBM,8.02,61
TDN,8.03,62
TYA,8.03,62
STL,8.04,3
DTB,8.05,8
TC6,8.08,55
LIG,8.11,62
SDU,8.13,10
SC5,8.17,55
VLB,8.17,31
VC2,8.2,28
DTV,8.22,6
EVS,8.22,59
FIR,8.23,62
VLA,8.24,3
DHP,8.25,32
TVD,8.25,57
PVY,8.26,10
MCF,8.27,35
KMR,8.3,62
SP2,8.3,6
VDS,8.33,49
HDP,8.34,14
UDJ,8.37,60
DLG,8.38,62
SGD,8.38,23
PIC,8.39,36
BPC,8.4,19
HVG,8.41,29
ST8,8.41,42
LCM,8.43,61
BWA,8.45,3
ACC,8.46,59
HCB,8.46,6
VE3,8.46,21
LBE,8.48,3
ADG,8.5,62
CSM,8.5,62
TPP,8.5,3
CHP,8.51,55
VIT,8.51,56
MBS,8.53,62
BLI,8.55,41
FT1,8.57,6
MQN,8.57,56
SIV,8.57,4
VWS,8.57,12
QTP,8.6,62
DNC,8.63,14
DNH,8.63,15
NNC,8.65,62
WCS,8.67,54
CPC,8.7,44
DPH,8.73,23
ICG,8.79,59
KTS,8.81,34
VET,8.82,22
NBB,8.84,62
VGV,8.85,26
HTM,8.86,62
VIC,8.86,62
CMT,8.87,57
LM3,8.89,4
DPR,8.91,62
SD9,8.93,53
MED,8.94,54
TDB,8.95,22
PGI,8.96,61
TVA,8.97,5
SRF,8.98,59
ATG,8.99,62
EBS,8.99,43
PMP,8.99,19
VIM,9.05,54
SHN,9.07,59
VFC,9.08,10
VNI,9.08,14
CBI,9.09,3
HEJ,9.12,29
YTC,9.15,6
BDG,9.16,60
DC2,9.16,21
HBS,9.17,56
HLB,9.17,9
VIX,9.17,62
SGH,9.18,14
VE4,9.18,15
QSP,9.19,20
SBD,9.2,31
KLB,9.22,38
DNL,9.23,11
VCA,9.23,53
CTP,9.25,55
GHC,9.25,53
PAN,9.27,62
BCP,9.31,13
PTS,9.31,41
EVF,9.33,62
NDC,9.37,3
APG,9.39,62
VPD,9.39,60
ILA,9.4,58
ITS,9.48,44
PCT,9.48,19
HLD,9.52,62
CDN,9.53,53
IDC,9.55,60
YEG,9.56,62
PPP,9.59,41
DCR,9.6,39
CKD,9.62,8
BSG,9.63,5
PV2,9.63,35
CAT,9.68,56
TIX,9.68,31
CAP,9.7,62
GTA,9.71,58
VPS,9.71,50
ITQ,9.72,62
L63,9.73,6
CLW,9.74,25
PIA,9.79,36
DTT,9.8,16
VTV,9.8,31
AAM,9.84,61
VDL,9.84,19
KST,9.87,12
HPW,9.88,21
SGC,9.88,18
PNC,9.96,50
NDP,9.97,6
HKP,9.98,5
ALV,10.0,12
ATB,10.0,59
BVG,10.0,53
HLA,10.0,12
KSH,10.0,12
PIV,10.0,11
PXA,10.0,12
SII,10.0,46
SRB,10.0,58
STW,10.0,5
VSG,10.0,5
PJC,10.01,13
DAG,10.04,62
QNS,10.04,62
DRI,10.09,62
ANT,10.18,19
DIG,10.19,62
UNI,10.2,40
HTE,10.22,27
PDN,10.23,58
SIG,10.23,31
HNA,10.24,36
VPH,10.24,62
TTL,10.26,45
VFR,10.26,8
PNP,10.28,4
PPH,10.3,33
CLH,10.34,48
VOS,10.34,62
VSI,10.36,52
L12,10.37,13
UDC,10.39,60
VTE,10.44,3
VIF,10.52,46
NAF,10.55,62
PNG,10.55,7
LHC,10.57,59
VND,10.57,62
DHC,10.58,62
PGS,10.58,61
NTT,10.59,6
HHG,10.62,62
POT,10.63,46
HTL,10.64,52
VEC,10.64,41
HII,10.66,61
PCG,10.67,22
NHC,10.68,21
GTH,10.7,22
HBD,10.72,18
APS,10.76,59
DDG,10.76,62
HU1,10.76,47
SGR,10.76,42
STG,10.78,53
MIG,10.79,60
PVE,10.8,4
TMX,10.8,20
SAC,10.82,32
VAV,10.82,40
VJC,10.84,62
MCP,10.85,16
VMG,10.88,39
VTC,10.89,30
HNG,10.91,62
BST,10.92,44
BVS,10.93,62
THB,10.93,50
BSP,10.97,52
PHN,10.98,26
DCT,11.0,11
EMS,11.01,22
SMA,11.01,37
DPC,11.02,41
HHP,11.04,62
SSC,11.04,48
CVT,11.06,62
DIH,11.06,33
VNP,11.06,52
MST,11.08,62
NDX,11.1,62
CTC,11.14,7
ECI,11.15,7
SD3,11.15,40
NST,11.16,7
NAV,11.17,46
TRA,11.17,62
BSH,11.18,6
NSH,11.18,62
PSH,11.18,5
SD4,11.19,49
STP,11.23,37
HDC,11.24,62
DP2,11.25,4
HLC,11.28,18
DDN,11.29,26
VGS,11.32,62
ABI,11.33,62
GKM,11.34,62
PLX,11.34,62
NDT,11.35,41
TLT,11.35,27
AGF,11.38,10
SBV,11.39,62
TPC,11.4,57
SBT,11.41,62
FLC,11.43,62
HAD,11.45,62
TST,11.5,38
TLP,11.51,27
C22,11.52,7
DAD,11.52,37
DS3,11.53,62
UPC,11.54,3
ALT,11.59,21
BDT,11.6,60
DVN,11.61,62
CAV,11.62,57
MCG,11.63,60
HNF,11.64,41
HCT,11.65,26
HVX,11.69,30
LMC,11.72,22
CLL,11.74,50
TBD,11.74,15
AMS,11.75,62
SAV,11.76,59
CMN,11.77,26
FCM,11.78,62
TDT,11.79,62
TTD,11.79,22
KBC,11.81,62
IFS,11.82,49
LUT,11.82,35
HNP,11.85,4
PVL,11.87,59
E12,11.88,4
GAB,11.91,62
HCC,11.91,60
TMG,11.94,20
SID,11.97,39
HEP,11.98,16
HTI,12.0,60
VLF,12.0,6
AMD,12.01,62
BBT,12.01,45
FTM,12.04,62
SPV,12.04,10
TDW,12.04,38
PDV,12.05,22
AAV,12.08,62
MVB,12.11,39
YBM,12.11,62
INC,12.12,18
S27,12.12,3
CCI,12.13,43
VSA,12.13,35
KSD,12.14,37
PVX,12.14,48
SZB,12.15,53
HTP,12.18,10
RIC,12.2,47
VNM,12.23,62
CNN,12.25,9
KTL,12.25,34
LLM,12.3,38
BTS,12.31,50
VLG,12.31,30
DPG,12.33,62
SD6,12.33,59
BHA,12.34,10
DBT,12.34,52
EIN,12.34,49
GGG,12.35,9
MTV,12.36,15
LKW,12.39,39
BTW,12.4,14
VKC,12.41,59
TMS,12.43,60
HAI,12.44,62
TNT,12.44,62
PET,12.45,62
CAD,12.5,11
CDP,12.5,38
TTZ,12.5,62
WSS,12.5,48
VCS,12.52,62
BIC,12.56,62
OPC,12.56,59
SBH,12.56,13
UIC,12.56,62
PHS,12.57,7
NLG,12.59,62
C21,12.61,30
HQC,12.61,62
HPT,12.62,33
TIE,12.64,7
DC4,12.65,15
PVG,12.66,62
DXV,12.67,56
CKA,12.74,30
TPH,12.75,7
LCS,12.76,33
TDP,12.81,10
BEL,12.85,23
DNE,12.85,16
KDM,12.86,58
TV1,12.86,7
VPC,12.86,9
PBP,12.87,53
SMT,12.87,19
VTA,12.88,24
LSS,12.94,62
HU6,12.95,41
PVO,12.97,58
CKV,12.99,29
CTG,13.03,62
APT,13.04,6
VNB,13.04,21
TA6,13.05,19
SSM,13.06,5
VHD,13.06,30
SFG,13.07,62
CC4,13.1,8
LEC,13.12,55
CTS,13.13,62
RDP,13.15,57
VTP,13.15,62
SDK,13.16,34
C32,13.18,62
PXT,13.2,61
VSM,13.21,31
PCM,13.23,3
DCL,13.26,62
SNC,13.26,29
VGR,13.27,37
PXL,13.33,62
PXM,13.33,10
PMB,13.35,9
CAN,13.36,36
CTX,13.36,57
CLC,13.38,62
KCE,13.38,10
SD5,13.38,60
TMT,13.38,52
HTG,13.39,48
DHA,13.4,62
GEX,13.41,62
VQC,13.42,7
BLF,13.44,12
NAG,13.44,61
PSC,13.47,10
CKG,13.5,62
CSV,13.5,62
SBM,13.52,10
VMS,13.52,28
APP,13.53,31
DP3,13.57,55
DXP,13.58,58
PGC,13.58,62
ITD,13.59,62
HTN,13.6,62
ILB,13.61,62
LO5,13.61,37
SCS,13.61,62
M10,13.63,60
HWS,13.65,26
MCH,13.74,62
KSQ,13.75,59
VDN,13.78,12
PMJ,13.82,18
DSP,13.84,47
NCS,13.86,59
VSF,13.88,36
HC3,13.92,18
MBB,13.93,62
ACB,13.97,62
VNS,13.97,62
VCB,13.98,62
SBS,14.0,62
HD2,14.06,29
PPC,14.06,62
PRT,14.06,25
PJS,14.08,16
TGG,14.09,62
THG,14.1,62
VIB,14.11,62
QHD,14.15,36
CVN,14.16,60
GCB,14.16,6
BRR,14.19,24
VIP,14.19,62
C92,14.22,25
TID,14.27,42
CIG,14.29,53
V21,14.29,29
APF,14.33,55
VTO,14.33,62
VDP,14.34,54
HFB,14.35,15
RCC,14.35,13
PVR,14.37,12
HNI,14.38,16
SJ1,14.39,17
DHG,14.42,62
GIL,14.43,62
KDH,14.46,62
QLT,14.48,5
HHV,14.51,28
BCE,14.52,61
DTD,14.52,62
DVP,14.52,62
HJS,14.52,18
VVN,14.52,6
VLW,14.58,16
GLT,14.6,25
HIG,14.61,49
PTV,14.63,23
IDJ,14.65,62
IDV,14.66,62
FRM,14.68,8
L14,14.69,62
STK,14.69,62
NHA,14.7,61
BTT,14.73,46
TSC,14.74,62
BMF,14.75,33
TCR,14.76,51
SD2,14.8,50
BFC,14.82,62
CJC,14.84,12
CEO,14.85,62
PGN,14.85,50
EVG,14.88,62
MIC,14.89,28
DMC,14.91,62
BII,15.0,62
CLM,15.0,16
S12,15.0,5
VGC,15.0,62
VSN,15.0,62
X26,15.0,21
DPM,15.01,62
QHW,15.01,20
FTS,15.02,62
TNB,15.02,45
HAS,15.03,39
ONE,15.05,57
TDS,15.05,40
KHA,15.06,9
QBS,15.06,62
ICT,15.07,62
MFS,15.07,62
RAL,15.09,62
STS,15.09,4
BID,15.1,62
DTC,15.1,17
TFC,15.14,53
TTT,15.14,46
PGT,15.16,24
VCW,15.17,24
VW3,15.18,29
FIT,15.21,62
DTA,15.25,61
TS4,15.25,62
CMC,15.32,26
TVW,15.32,4
TLG,15.34,62
PSI,15.36,37
KKC,15.37,51
TMB,15.37,32
CMV,15.4,58
L10,15.41,47
BTB,15.42,5
BHT,15.45,4
PPS,15.47,40
L18,15.48,18
PMT,15.48,22
PGD,15.49,59
DBM,15.5,13
PRO,15.5,15
SDP,15.56,56
LGL,15.58,62
PVM,15.59,24
MH3,15.6,60
CLG,15.61,62
VSE,15.61,12
MHC,15.62,60
PSD,15.66,47
HMS,15.67,33
SLS,15.67,60
A32,15.69,30
VBC,15.69,29
PVH,15.71,7
NVT,15.75,59
NDN,15.76,62
SAS,15.77,62
CMI,15.79,12
DAH,15.8,62
HDA,15.81,62
ASA,15.83,12
BKH,15.83,28
KVC,15.83,62
VHG,15.83,62
VNE,15.84,62
SBL,15.86,24
TCT,15.91,61
DNW,15.92,62
TRS,15.92,13
GTD,15.93,6
NQN,15.93,24
DIC,15.94,62
PIT,15.95,62
TPB,15.97,62
ACL,15.98,62
HRT,16.0,23
NOS,16.0,6
PFL,16.0,62
FOX,16.01,60
SJG,16.03,21
BTD,16.06,55
FHS,16.07,9
HAX,16.08,62
POM,16.09,62
FIC,16.1,8
NNT,16.1,2
HDB,16.11,62
TMC,16.11,33
SGS,16.12,27
PVP,16.13,62
BVH,16.14,62
EIC,16.21,17
HOM,16.21,62
PWA,16.22,62
STC,16.29,37
ABC,16.3,61
VBB,16.32,45
TNA,16.38,62
ABS,16.39,62
TDC,16.4,62
MSN,16.41,62
AAA,16.44,62
VTI,16.47,5
KHS,16.49,27
L45,16.5,10
TLD,16.51,61
HAH,16.53,62
NTW,16.53,18
PPE,16.53,18
TIG,16.54,62
PBT,16.57,7
SDT,16.58,61
DPS,16.67,12
PPI,16.67,62
FRC,16.69,23
MRF,16.76,7
PXI,16.84,57
VTL,16.84,15
SCR,16.87,62
DOP,16.88,6
HU4,16.95,46
KHD,16.96,53
IHK,16.99,3
CDO,17.0,62
DHD,17.0,15
ICN,17.01,38
GDW,17.02,11
CTI,17.04,62
CDC,17.05,46
PMW,17.06,2
X20,17.06,19
HMC,17.07,62
SIP,17.08,62
ICF,17.14,51
NT2,17.15,62
CI5,17.17,36
FCN,17.17,62
DP1,17.19,38
XHC,17.2,17
PMS,17.22,47
KPF,17.25,43
PNJ,17.25,62
HD8,17.29,28
LAS,17.31,62
CEG,17.33,9
LM8,17.4,50
TCB,17.41,62
BTN,17.44,22
SRT,17.45,33
TV3,17.46,34
ELC,17.5,61
FID,17.5,46
GTT,17.5,12
S99,17.5,53
CT3,17.55,10
SGP,17.58,62
DM7,17.59,4
MCO,17.59,55
KLM,17.6,5
BGW,17.61,6
BHK,17.63,38
NGC,17.63,30
TVB,17.64,62
GMD,17.66,62
NRC,17.66,62
XPH,17.7,43
VCM,17.71,27
HAV,17.74,8
HND,17.74,62
OCH,17.75,31
TKC,17.75,62
DC1,17.89,8
NSL,17.89,5
SFN,17.92,9
DNA,17.97,17
HUG,17.98,18
NHH,17.99,62
HCI,18.02,6
DGT,18.05,6
FOC,18.06,54
HDW,18.11,8
TVH,18.13,3
NTP,18.15,62
GAS,18.19,62
POV,18.19,26
TVP,18.2,16
CMG,18.22,62
LPB,18.22,62
TIS,18.23,31
IMP,18.24,62
BCG,18.25,62
OIL,18.25,62
TTH,18.26,62
SDV,18.29,41
TRC,18.3,62
VSC,18.32,62
AST,18.34,62
PBC,18.34,21
APC,18.36,61
DID,18.5,15
EFI,18.5,8
HSI,18.57,33
SPI,18.57,62
BSR,18.59,62
TLH,18.59,62
DSC,18.67,35
TCW,18.68,61
SPP,18.75,39
NED,18.76,29
E29,18.77,6
SDG,18.79,9
NCT,18.8,62
SGT,18.8,62
SHB,18.81,62
SHE,18.83,57
NHP,18.89,62
PVV,18.89,62
BTP,18.93,62
GDT,18.93,62
CHS,18.99,48
HAR,19.0,62
STB,19.0,62
TUG,19.02,21
FPT,19.05,62
NNG,19.08,51
KGM,19.13,8
CCM,19.18,44
HHS,19.19,62
TIP,19.21,62
ACS,19.22,21
VC7,19.22,54
HAF,19.23,28
DRC,19.25,62
HT1,19.29,62
MDF,19.32,4
TDM,19.32,62
QCG,19.33,62
VPB,19.35,62
API,19.38,50
HRC,19.39,54
SPB,19.41,5
KMT,19.42,16
C69,19.43,62
AGM,19.51,62
PTB,19.51,62
CNC,19.58,43
EVE,19.58,62
BTV,19.6,16
CET,19.6,60
VNT,19.62,39
HPB,19.63,19
MVN,19.65,8
LDG,19.67,62
BMC,19.69,62
SCJ,19.7,49
LM7,19.73,53
PVT,19.73,62
TOT,19.8,19
VTK,19.81,62
HEV,19.85,18
TTF,19.89,62
HVH,19.93,62
SJS,19.96,62
ACM,20.0,62
ART,20.0,62
FDC,20.0,57
HDO,20.0,11
HKT,20.0,57
KLF,20.0,62
NAW,20.0,9
SD1,20.0,5
SVN,20.0,53
V15,20.0,12
VC9,20.0,19
VGT,20.0,62
VHE,20.08,58
PHH,20.09,8
BWE,20.11,62
TSD,20.13,7
VRG,20.14,62
DAT,20.17,22
DNM,20.18,62
TNS,20.24,9
NET,20.25,56
VID,20.25,61
SSG,20.32,14
HTT,20.39,36
TCH,20.41,62
D2D,20.46,62
MGG,20.46,29
DTG,20.5,23
MCC,20.51,23
PVC,20.52,62
NTC,20.54,62
PAC,20.54,62
PWS,20.69,8
HBC,20.72,62
PMC,20.73,56
CCP,20.74,21
TAR,20.76,62
VOC,20.76,62
VTJ,20.77,10
NBW,20.78,34
HLS,20.8,6
TEG,20.81,56
SEA,20.82,50
CEN,20.83,61
HKB,20.83,62
SDD,20.83,52
VXB,20.89,35
BAL,20.93,32
TCO,20.93,45
BHN,20.95,61
VHL,20.96,50
BMS,20.98,37
AGR,20.99,62
PVS,21.03,62
TNC,21.04,60
SFC,21.11,36
VCR,21.13,57
PTT,21.2,24
DDM,21.25,6
HID,21.29,62
RCD,21.31,38
VHM,21.31,62
JVC,21.36,62
CQT,21.39,26
SVI,21.4,50
SSI,21.44,62
ACV,21.47,62
TV2,21.53,62
GMC,21.58,62
VNX,21.6,29
VRE,21.61,62
RAT,21.63,14
VNA,21.67,62
ILC,21.71,38
IST,21.71,7
C47,21.76,62
THD,21.76,8
SKG,21.79,62
SB1,21.82,12
TTG,21.89,16
DVC,21.9,11
HEC,21.9,38
VC1,21.9,16
SHC,21.95,42
AVF,22.0,12
DCS,22.0,12
ADC,22.03,36
ABR,22.06,28
VEA,22.09,62
D11,22.11,58
SZL,22.12,62
HNB,22.16,6
VTX,22.16,34
VRC,22.22,62
PHR,22.29,62
POW,22.35,62
HUT,22.41,62
VNC,22.53,27
DGW,22.61,62
CGV,22.62,19
VGI,22.68,62
