"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"D000409","Senator, 3rd Class","Peter","Dominick","Peter Dominick","CO","R",""
"D000456","Senator, 2nd Class","Paul","Douglas","Paul Douglas","IL","D",""
"E000018","Senator, 2nd Class","James","Eastland","James Eastland","MS","D",""
"E000112","Senator, 2nd Class","Allen","Ellender","Allen Ellender","LA","D",""
"E000210","Senator, 3rd Class","Joseph","Ervin","Joseph Ervin","NC","D",""
"F000013","Senator, 1st Class","Paul","Fannin","Paul Fannin","AZ","R",""
"F000245","Senator, 1st Class","Hiram","Fong","Hiram Fong","HI","R",""
"F000401","Senator, 3rd Class","James","Fulbright","James Fulbright","AR","D",""
"G000320","Senator, 1st Class","Albert","Gore","Albert Gore","TN","D",""
"G000465","Senator, 2nd Class","Robert","Griffin","Robert Griffin","MI","R",""
"G000508","Senator, 3rd Class","Ernest","Gruening","Ernest Gruening","AK","D",""
"H000237","Senator, 2nd Class","Fred","Harris","Fred Harris","OK","D",""
"H000291","Senator, 1st Class","Philip","Hart","Philip Hart","MI","D",""
"H000297","Senator, 1st Class","Rupert","Hartke","Rupert Hartke","IN","D",""
"H000385","Senator, 3rd Class","Carl","Hayden","Carl Hayden","AZ","D",""
"H000559","Senator, 3rd Class","Bourke","Hickenlooper","Bourke Hickenlooper","IA","R",""
"H000598","Senator, 3rd Class","Joseph","Hill","Joseph Hill","AL","D",""
"H000720","Senator, 1st Class","Spessard","Holland","Spessard Holland","FL","D",""
"H000725","Senator, 3rd Class","Ernest","Hollings","Ernest Hollings","SC","D",""
"H000875","Senator, 1st Class","Roman","Hruska","Roman Hruska","NE","R",""
"I000025","Senator, 3rd Class","Daniel","Inouye","Daniel Inouye","HI","D",""
"J000013","Senator, 1st Class","Henry","Jackson","Henry Jackson","WA","D",""
"J000064","Senator, 3rd Class","Jacob","Javits","Jacob Javits","NY","R",""
"J000195","Senator, 3rd Class","Olin","Johnston","Olin Johnston","SC","D",""
"J000267","Senator, 2nd Class","Benjamin","Jordan","Benjamin Jordan","NC","D",""
"J000269","Senator, 2nd Class","Leonard","Jordan","Leonard Jordan","ID","R",""
"K000105","Senator, 1st Class","Edward","Kennedy","Edward Kennedy","MA","D",""
"K000114","Senator, 1st Class","Robert","Kennedy","Robert Kennedy","NY","D",""
"K000335","Senator, 3rd Class","Thomas","Kuchel","Thomas Kuchel","CA","R",""
"L000122","Senator, 3rd Class","Frank","Lausche","Frank Lausche","OH","D",""
"L000415","Senator, 3rd Class","Edward","Long","Edward Long","MO","D",""
"L000428","Senator, 3rd Class","Russell","Long","Russell Long","LA","D",""
"M000053","Senator, 3rd Class","Warren","Magnuson","Warren Magnuson","WA","D",""
"M000113","Senator, 1st Class","Michael","Mansfield","Michael Mansfield","MT","D",""
"M000311","Senator, 1st Class","Eugene","McCarthy","Eugene McCarthy","MN","I",""
"M000332","Senator, 2nd Class","John","McClellan","John McClellan","AR","D",""
"M000445","Senator, 1st Class","Gale","McGee","Gale McGee","WY","D",""
"M000452","Senator, 3rd Class","George","McGovern","George McGovern","SD","D",""
"M000486","Senator, 2nd Class","Thomas","McIntyre","Thomas McIntyre","NH","D",""
"M000582","Senator, 2nd Class","Patrick","McNamara","Patrick McNamara","MI","D",""
"M000671","Senator, 2nd Class","Lee","Metcalf","Lee Metcalf","MT","D",""
"M000730","Senator, 2nd Class","Jack","Miller","Jack Miller","IA","R",""
"M000851","Senator, 2nd Class","Walter","Mondale","Walter Mondale","MN","I",""
"M000859","Senator, 3rd Class","Almer","Monroney","Almer Monroney","OK","D",""
"M000876","Senator, 1st Class","Joseph","Montoya","Joseph Montoya","NM","D",""
"M001014","Senator, 3rd Class","Wayne","Morse","Wayne Morse","OR","D",""
"M001022","Senator, 3rd Class","Thruston","Morton","Thruston Morton","KY","R",""
"M001033","Senator, 1st Class","Frank","Moss","Frank Moss","UT","D",""
"M001078","Senator, 2nd Class","Karl","Mundt","Karl Mundt","SD","R",""
"M001092","Senator, 1st Class","George","Murphy","George Murphy","CA","R",""
"M001121","Senator, 1st Class","Edmund","Muskie","Edmund Muskie","ME","D",""
"N000033","Senator, 3rd Class","Gaylord","Nelson","Gaylord Nelson","WI","D",""
"N000052","Senator, 2nd Class","Maurine","Neuberger","Maurine Neuberger","OR","D",""
"P000100","Senator, 1st Class","John","Pastore","John Pastore","RI","D",""
"P000166","Senator, 2nd Class","James","Pearson","James Pearson","KS","R",""
"P000193","Senator, 2nd Class","Claiborne","Pell","Claiborne Pell","RI","D",""
"P000552","Senator, 1st Class","Winston","Prouty","Winston Prouty","VT","R",""
"P000553","Senator, 1st Class","William","Proxmire","William Proxmire","WI","D",""
"R000046","Senator, 2nd Class","Jennings","Randolph","Jennings Randolph","WV","D",""
"R000191","Senator, 3rd Class","Abraham","Ribicoff","Abraham Ribicoff","CT","D",""
"R000317","Senator, 2nd Class","Absalom","Robertson","Absalom Robertson","VA","D",""
"R000525","Senator, 3rd Class","Donald","Russell","Donald Russell","SC","D",""
"R000536","Senator, 2nd Class","Richard","Russell","Richard Russell","GA","D",""
"S000021","Senator, 2nd Class","Leverett","Saltonstall","Leverett Saltonstall","MA","R",""
"S000174","Senator, 1st Class","Hugh","Scott","Hugh Scott","PA","R",""
"S000434","Senator, 2nd Class","Milward","Simpson","Milward Simpson","WY","R",""
"S000505","Senator, 3rd Class","George","Smathers","George Smathers","FL","D",""
"S000590","Senator, 2nd Class","Margaret","Smith","Margaret Smith","ME","R",""
"S000701","Senator, 2nd Class","John","Sparkman","John Sparkman","AL","D",""
"S000739","Senator, 2nd Class","William","Spong","William Spong","VA","D",""
"S000852","Senator, 1st Class","John","Stennis","John Stennis","MS","D",""
"S001136","Senator, 1st Class","William","Symington","William Symington","MO","D",""
"T000035","Senator, 3rd Class","Herman","Talmadge","Herman Talmadge","GA","D",""
"T000254","Senator, 2nd Class","Strom","Thurmond","Strom Thurmond","SC","R",""
"T000322","Senator, 2nd Class","John","Tower","John Tower","TX","R",""
"T000445","Senator, 1st Class","Joseph","Tydings","Joseph Tydings","MD","D",""
"W000502","Senator, 1st Class","Harrison","Williams","Harrison Williams","NJ","D",""
"W000518","Senator, 1st Class","John","Williams","John Williams","DE","R",""
"Y000006","Senator, 1st Class","Ralph","Yarborough","Ralph Yarborough","TX","D",""
"Y000047","Senator, 3rd Class","Milton","Young","Milton Young","ND","R",""
"Y000053","Senator, 1st Class","Stephen","Young","Stephen Young","OH","D",""
