"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"C000071","Representative","Dave","Camp","Dave Camp","MI","R",""
"C000243","Representative","Michael","Castle","Michael Castle","DE","R",""
"C000380","Delegate","Donna","Christensen","Donna Christensen","VI","D",""
"C000537","Representative","James","Clyburn","James Clyburn","SC","D",""
"C000556","Representative","Howard","Coble","Howard Coble","NC","R",""
"C000714","Representative","John","Conyers","John Conyers","MI","D",""
"C000754","Representative","Jim","Cooper","Jim Cooper","TN","D",""
"C000794","Representative","Jerry","Costello","Jerry Costello","IL","D",""
"C000984","Representative","Elijah","Cummings","Elijah Cummings","MD","D",""
"C001036","Representative","Lois","Capps","Lois Capps","CA","D",""
"C001037","Representative","Michael","Capuano","Michael Capuano","MA","D",""
"C001038","Representative","Joseph","Crowley","Joseph Crowley","NY","D",""
"C001045","Representative","Ander","Crenshaw","Ander Crenshaw","FL","R",""
"C001046","Representative","Eric","Cantor","Eric Cantor","VA","R",""
"C001047","Representative","Shelley","Capito","Shelley Capito","WV","R",""
"C001048","Representative","John","Culberson","John Culberson","TX","R",""
"C001049","Representative","William","Clay","William Clay","MO","D",""
"C001050","Representative","Dennis","Cardoza","Dennis Cardoza","CA","D",""
"C001051","Representative","John","Carter","John Carter","TX","R",""
"C001053","Representative","Tom","Cole","Tom Cole","OK","R",""
"C001058","Representative","Ben","Chandler","Ben Chandler","KY","D",""
"C001059","Representative","Jim","Costa","Jim Costa","CA","D",""
"C001060","Representative","Russ","Carnahan","Russ Carnahan","MO","D",""
"C001061","Representative","Emanuel","Cleaver","Emanuel Cleaver","MO","D",""
"C001062","Representative","K.","Conaway","K. Conaway","TX","R",""
"C001063","Representative","Henry","Cuellar","Henry Cuellar","TX","D",""
"C001064","Representative","John","Campbell","John Campbell","CA","R",""
"C001065","Representative","Christopher","Carney","Christopher Carney","PA","D",""
"C001066","Representative","Kathy","Castor","Kathy Castor","FL","D",""
"C001067","Representative","Yvette","Clarke","Yvette Clarke","NY","D",""
"C001068","Representative","Steve","Cohen","Steve Cohen","TN","D",""
"C001069","Representative","Joe","Courtney","Joe Courtney","CT","D",""
"C001072","Representative","André","Carson","André Carson","IN","D",""
"C001074","Representative","Travis","Childers","Travis Childers","MS","D",""
"C001075","Representative","Bill","Cassidy","Bill Cassidy","LA","R",""
"C001076","Representative","Jason","Chaffetz","Jason Chaffetz","UT","R",""
"C001077","Representative","Mike","Coffman","Mike Coffman","CO","R",""
"C001078","Representative","Gerald","Connolly","Gerald Connolly","VA","D",""
"C001079","Representative","Anh","Cao","Anh Cao","LA","R",""
"C001080","Representative","Judy","Chu","Judy Chu","CA","D",""
"C001081","Representative","Mark","Critz","Mark Critz","PA","D",""
"D000096","Representative","Danny","Davis","Danny Davis","IL","D",""
"D000168","Representative","Nathan","Deal","Nathan Deal","GA","R",""
"D000191","Representative","Peter","DeFazio","Peter DeFazio","OR","D",""
"D000197","Representative","Diana","DeGette","Diana DeGette","CO","D",""
"D000210","Representative","Bill","Delahunt","Bill Delahunt","MA","D",""
"D000216","Representative","Rosa","DeLauro","Rosa DeLauro","CT","D",""
"D000299","Representative","Lincoln","Diaz-Balart","Lincoln Diaz-Balart","FL","R",""
"D000327","Representative","Norman","Dicks","Norman Dicks","WA","D",""
"D000355","Representative","John","Dingell","John Dingell","MI","D",""
"D000399","Representative","Lloyd","Doggett","Lloyd Doggett","TX","D",""
"D000482","Representative","Mike","Doyle","Mike Doyle","PA","D",""
"D000492","Representative","David","Dreier","David Dreier","CA","R",""
"D000533","Representative","John","Duncan","John Duncan","TN","R",""
"D000598","Representative","Susan","Davis","Susan Davis","CA","D",""
"D000599","Representative","Lincoln","Davis","Lincoln Davis","TN","D",""
"D000600","Representative","Mario","Diaz-Balart","Mario Diaz-Balart","FL","R",""
"D000602","Representative","Artur","Davis","Artur Davis","AL","D",""
"D000603","Representative","Geoff","Davis","Geoff Davis","KY","R",""
"D000604","Representative","Charlie","Dent","Charlie Dent","PA","R",""
"D000607","Representative","Joe","Donnelly","Joe Donnelly","IN","D",""
"D000608","Representative","Kathy","Dahlkemper","Kathy Dahlkemper","PA","D",""
"D000609","Representative","Steve","Driehaus","Steve Driehaus","OH","D",""
"D000610","Representative","Ted","Deutch","Ted Deutch","FL","D",""
"D000611","Representative","Charles","Djou","Charles Djou","HI","R",""
"E000063","Representative","Chet","Edwards","Chet Edwards","TX","D",""
"E000092","Representative","Vernon","Ehlers","Vernon Ehlers","MI","R",""
"E000172","Representative","Jo Ann","Emerson","Jo Ann Emerson","MO","R",""
"E000179","Representative","Eliot","Engel","Eliot Engel","NY","D",""
"E000215","Representative","Anna","Eshoo","Anna Eshoo","CA","D",""
"E000226","Representative","Bob","Etheridge","Bob Etheridge","NC","D",""
"E000288","Representative","Keith","Ellison","Keith Ellison","MN","D",""
"E000289","Representative","Brad","Ellsworth","Brad Ellsworth","IN","D",""
"E000290","Representative","Donna","Edwards","Donna Edwards","MD","D",""
"F000010","Delegate","Eni","Faleomavaega","Eni Faleomavaega","AS","D",""
"F000030","Representative","Sam","Farr","Sam Farr","CA","D",""
"F000043","Representative","Chaka","Fattah","Chaka Fattah","PA","D",""
"F000116","Representative","Bob","Filner","Bob Filner","CA","D",""
"F000339","Representative","Barney","Frank","Barney Frank","MA","D",""
"F000372","Representative","Rodney","Frelinghuysen","Rodney Frelinghuysen","NJ","R",""
"F000444","Representative","Jeff","Flake","Jeff Flake","AZ","R",""
"F000445","Representative","J.","Forbes","J. Forbes","VA","R",""
"F000448","Representative","Trent","Franks","Trent Franks","AZ","R",""
"F000449","Representative","Jeff","Fortenberry","Jeff Fortenberry","NE","R",""
"F000450","Representative","Virginia","Foxx","Virginia Foxx","NC","R",""
"F000453","Representative","Mary","Fallin","Mary Fallin","OK","R",""
"F000454","Representative","Bill","Foster","Bill Foster","IL","D",""
"F000455","Representative","Marcia","Fudge","Marcia Fudge","OH","D",""
"F000456","Representative","John","Fleming","John Fleming","LA","R",""
"G000021","Representative","Elton","Gallegly","Elton Gallegly","CA","R",""
"G000289","Representative","Robert","Goodlatte","Robert Goodlatte","VA","R",""
"G000309","Representative","Bart","Gordon","Bart Gordon","TN","D",""
"G000377","Representative","Kay","Granger","Kay Granger","TX","R",""
"G000410","Representative","Gene","Green","Gene Green","TX","D",""
"G000535","Representative","Luis","Gutiérrez","Luis Gutiérrez","IL","D",""
"G000544","Representative","Charlie","Gonzalez","Charlie Gonzalez","TX","D",""
"G000546","Representative","Sam","Graves","Sam Graves","MO","R",""
"G000548","Representative","Scott","Garrett","Scott Garrett","NJ","R",""
"G000549","Representative","Jim","Gerlach","Jim Gerlach","PA","R",""
"G000550","Representative","Phil","Gingrey","Phil Gingrey","GA","R",""
"G000551","Representative","Raúl","Grijalva","Raúl Grijalva","AZ","D",""
"G000552","Representative","Louie","Gohmert","Louie Gohmert","TX","R",""
"G000553","Representative","Al","Green","Al Green","TX","D",""
"G000554","Representative","Gabrielle","Giffords","Gabrielle Giffords","AZ","D",""
"G000555","Representative","Kirsten","Gillibrand","Kirsten Gillibrand","NY","D",""
"G000556","Representative","Alan","Grayson","Alan Grayson","FL","D",""
"G000557","Representative","Parker","Griffith","Parker Griffith","AL","R",""
"G000557","Representative","Parker","Griffith","Parker Griffith","AL","D",""
"G000558","Representative","Brett","Guthrie","Brett Guthrie","KY","R",""
"G000559","Representative","John","Garamendi","John Garamendi","CA","D",""
"G000560","Representative","Tom","Graves","Tom Graves","GA","R",""
"H000067","Representative","Ralph","Hall","Ralph Hall","TX","R",""
"H000213","Representative","Jane","Harman","Jane Harman","CA","D",""
"H000324","Representative","Alcee","Hastings","Alcee Hastings","FL","D",""
"H000329","Representative","Doc","Hastings","Doc Hastings","WA","R",""
"H000528","Representative","Wally","Herger","Wally Herger","CA","R",""
"H000627","Representative","Maurice","Hinchey","Maurice Hinchey","NY","D",""
"H000636","Representative","Rubén","Hinojosa","Rubén Hinojosa","TX","D",""
"H000676","Representative","Peter","Hoekstra","Peter Hoekstra","MI","R",""
"H000712","Representative","Tim","Holden","Tim Holden","PA","D",""
"H000874","Representative","Steny","Hoyer","Steny Hoyer","MD","D",""
"H001030","Representative","Baron","Hill","Baron Hill","IN","D",""
"H001032","Representative","Rush","Holt","Rush Holt","NJ","D",""
"H001034","Representative","Michael","Honda","Michael Honda","CA","D",""
"H001036","Representative","Jeb","Hensarling","Jeb Hensarling","TX","R",""
"H001037","Representative","Stephanie","Herseth Sandlin","Stephanie Herseth Sandlin","SD","D",""
"H001038","Representative","Brian","Higgins","Brian Higgins","NY","D",""
"H001039","Representative","John","Hall","John Hall","NY","D",""
"H001040","Representative","Phil","Hare","Phil Hare","IL","D",""
"H001041","Representative","Dean","Heller","Dean Heller","NV","R",""
"H001042","Representative","Mazie","Hirono","Mazie Hirono","HI","D",""
"H001043","Representative","Paul","Hodes","Paul Hodes","NH","D",""
"H001044","Representative","Debbie","Halvorson","Debbie Halvorson","IL","D",""
"H001045","Representative","Gregg","Harper","Gregg Harper","MS","R",""
"H001046","Representative","Martin","Heinrich","Martin Heinrich","NM","D",""
"H001047","Representative","Jim","Himes","Jim Himes","CT","D",""
"H001048","Representative","Duncan","Hunter","Duncan Hunter","CA","R",""
"I000023","Representative","Bob","Inglis","Bob Inglis","SC","R",""
"I000026","Representative","Jay","Inslee","Jay Inslee","WA","D",""
"I000056","Representative","Darrell","Issa","Darrell Issa","CA","R",""
"I000057","Representative","Steve","Israel","Steve Israel","NY","D",""
"J000032","Representative","Sheila","Jackson Lee","Sheila Jackson Lee","TX","D",""
"J000126","Representative","Eddie","Johnson","Eddie Johnson","TX","D",""
"J000174","Representative","Sam","Johnson","Sam Johnson","TX","R",""
"J000255","Representative","Walter","Jones","Walter Jones","NC","R",""
"J000283","Representative","Jesse","Jackson","Jesse Jackson","IL","D",""
"J000285","Representative","Timothy","Johnson","Timothy Johnson","IL","R",""
"J000288","Representative","Hank","Johnson","Hank Johnson","GA","D",""
"J000289","Representative","Jim","Jordan","Jim Jordan","OH","R",""
"J000290","Representative","Lynn","Jenkins","Lynn Jenkins","KS","R",""
"K000008","Representative","Paul","Kanjorski","Paul Kanjorski","PA","D",""
"K000009","Representative","Marcy","Kaptur","Marcy Kaptur","OH","D",""
"K000113","Representative","Patrick","Kennedy","Patrick Kennedy","RI","D",""
"K000172","Representative","Dale","Kildee","Dale Kildee","MI","D",""
"K000180","Representative","Carolyn","Kilpatrick","Carolyn Kilpatrick","MI","D",""
"K000188","Representative","Ron","Kind","Ron Kind","WI","D",""
"K000210","Representative","Peter","King","Peter King","NY","R",""
"K000220","Representative","Jack","Kingston","Jack Kingston","GA","R",""
"K000336","Representative","Dennis","Kucinich","Dennis Kucinich","OH","D",""
"K000360","Representative","Mark","Kirk","Mark Kirk","IL","R",""
"K000362","Representative","Steve","King","Steve King","IA","R",""
"K000363","Representative","John","Kline","John Kline","MN","R",""
"K000365","Representative","Steve","Kagen","Steve Kagen","WI","D",""
"K000366","Representative","Ron","Klein","Ron Klein","FL","D",""
"K000368","Representative","Ann","Kirkpatrick","Ann Kirkpatrick","AZ","D",""
"K000369","Representative","Larry","Kissell","Larry Kissell","NC","D",""
"K000370","Representative","Suzanne","Kosmas","Suzanne Kosmas","FL","D",""
"K000371","Representative","Frank","Kratovil","Frank Kratovil","MD","D",""
"K000372","Representative","Mary Jo","Kilroy","Mary Jo Kilroy","OH","D",""
"L000111","Representative","Tom","Latham","Tom Latham","IA","R",""
"L000263","Representative","Sander","Levin","Sander Levin","MI","D",""
"L000274","Representative","Jerry","Lewis","Jerry Lewis","CA","R",""
"L000287","Representative","John","Lewis","John Lewis","GA","D",""
"L000321","Representative","John","Linder","John Linder","GA","R",""
"L000397","Representative","Zoe","Lofgren","Zoe Lofgren","CA","D",""
"L000480","Representative","Nita","Lowey","Nita Lowey","NY","D",""
"L000491","Representative","Frank","Lucas","Frank Lucas","OK","R",""
"L000517","Representative","Dan","Lungren","Dan Lungren","CA","R",""
"L000551","Representative","Barbara","Lee","Barbara Lee","CA","D",""
"L000553","Representative","Steven","LaTourette","Steven LaTourette","OH","R",""
"L000554","Representative","Frank","LoBiondo","Frank LoBiondo","NJ","R",""
"L000557","Representative","John","Larson","John Larson","CT","D",""
"L000559","Representative","Jim","Langevin","Jim Langevin","RI","D",""
"L000560","Representative","Rick","Larsen","Rick Larsen","WA","D",""
"L000562","Representative","Stephen","Lynch","Stephen Lynch","MA","D",""
"L000563","Representative","Daniel","Lipinski","Daniel Lipinski","IL","D",""
"L000564","Representative","Doug","Lamborn","Doug Lamborn","CO","R",""
"L000565","Representative","Dave","Loebsack","Dave Loebsack","IA","D",""
"L000566","Representative","Robert","Latta","Robert Latta","OH","R",""
"L000567","Representative","Leonard","Lance","Leonard Lance","NJ","R",""
"L000568","Representative","Christopher","Lee","Christopher Lee","NY","R",""
"L000569","Representative","Blaine","Luetkemeyer","Blaine Luetkemeyer","MO","R",""
"L000570","Representative","Ben","Luján","Ben Luján","NM","D",""
"L000571","Representative","Cynthia","Lummis","Cynthia Lummis","WY","R",""
"M000087","Representative","Carolyn","Maloney","Carolyn Maloney","NY","D",""
"M000133","Representative","Edward","Markey","Edward Markey","MA","D",""
"M000309","Representative","Carolyn","McCarthy","Carolyn McCarthy","NY","D",""
"M000312","Representative","Jim","McGovern","Jim McGovern","MA","D",""
"M000404","Representative","Jim","McDermott","Jim McDermott","WA","D",""
"M000472","Representative","John","McHugh","John McHugh","NY","R",""
"M000485","Representative","Mike","McIntyre","Mike McIntyre","NC","D",""
"M000508","Representative","Howard","McKeon","Howard McKeon","CA","R",""
"M000689","Representative","John","Mica","John Mica","FL","R",""
"M000725","Representative","George","Miller","George Miller","CA","D",""
"M000844","Representative","Alan","Mollohan","Alan Mollohan","WV","D",""
"M000933","Representative","James","Moran","James Moran","VA","D",""
"M000934","Representative","Jerry","Moran","Jerry Moran","KS","R",""
"M001120","Representative","John","Murtha","John Murtha","PA","D",""
"M001134","Representative","Sue","Myrick","Sue Myrick","NC","R",""
"M001137","Representative","Gregory","Meeks","Gregory Meeks","NY","D",""
"M001138","Representative","Donald","Manzullo","Donald Manzullo","IL","R",""
"M001139","Representative","Gary","Miller","Gary Miller","CA","R",""
"M001140","Representative","Dennis","Moore","Dennis Moore","KS","D",""
"M001142","Representative","Jim","Matheson","Jim Matheson","UT","D",""
"M001143","Representative","Betty","McCollum","Betty McCollum","MN","D",""
"M001144","Representative","Jeff","Miller","Jeff Miller","FL","R",""
"M001146","Representative","Jim","Marshall","Jim Marshall","GA","D",""
"M001147","Representative","Thaddeus","McCotter","Thaddeus McCotter","MI","R",""
"M001148","Representative","Kendrick","Meek","Kendrick Meek","FL","D",""
"M001149","Representative","Michael","Michaud","Michael Michaud","ME","D",""
"M001150","Representative","Candice","Miller","Candice Miller","MI","R",""
"M001151","Representative","Tim","Murphy","Tim Murphy","PA","R",""
"M001154","Representative","Brad","Miller","Brad Miller","NC","D",""
"M001155","Representative","Connie","Mack","Connie Mack","FL","R",""
"M001156","Representative","Patrick","McHenry","Patrick McHenry","NC","R",""
"M001157","Representative","Michael","McCaul","Michael McCaul","TX","R",""
"M001158","Representative","Kenny","Marchant","Kenny Marchant","TX","R",""
"M001159","Representative","Cathy","McMorris Rodgers","Cathy McMorris Rodgers","WA","R",""
"M001160","Representative","Gwen","Moore","Gwen Moore","WI","D",""
"M001161","Representative","Charlie","Melancon","Charlie Melancon","LA","D",""
"M001163","Representative","Doris","Matsui","Doris Matsui","CA","D",""
"M001165","Representative","Kevin","McCarthy","Kevin McCarthy","CA","R",""
"M001166","Representative","Jerry","McNerney","Jerry McNerney","CA","D",""
"M001167","Representative","Harry","Mitchell","Harry Mitchell","AZ","D",""
"M001168","Representative","Patrick","Murphy","Patrick Murphy","PA","D",""
"M001169","Representative","Christopher","Murphy","Christopher Murphy","CT","D",""
"M001171","Representative","Dan","Maffei","Dan Maffei","NY","D",""
"M001172","Representative","Betsy","Markey","Betsy Markey","CO","D",""
"M001173","Representative","Eric","Massa","Eric Massa","NY","D",""
"M001174","Representative","Michael","McMahon","Michael McMahon","NY","D",""
"M001175","Representative","Walt","Minnick","Walt Minnick","ID","D",""
"M001177","Representative","Tom","McClintock","Tom McClintock","CA","R",""
"M001178","Representative","Scott","Murphy","Scott Murphy","NY","D",""
"N000002","Representative","Jerrold","Nadler","Jerrold Nadler","NY","D",""
"N000015","Representative","Richard","Neal","Richard Neal","MA","D",""
"N000147","Delegate","Eleanor","Norton","Eleanor Norton","DC","D",""
"N000179","Representative","Grace","Napolitano","Grace Napolitano","CA","D",""
"N000181","Representative","Devin","Nunes","Devin Nunes","CA","R",""
"N000182","Representative","Randy","Neugebauer","Randy Neugebauer","TX","R",""
"N000183","Representative","Glenn","Nye","Glenn Nye","VA","D",""
"O000006","Representative","James","Oberstar","James Oberstar","MN","D",""
"O000007","Representative","David","Obey","David Obey","WI","D",""
"O000085","Representative","John","Olver","John Olver","MA","D",""
"O000107","Representative","Solomon","Ortiz","Solomon Ortiz","TX","D",""
"O000168","Representative","Pete","Olson","Pete Olson","TX","R",""
"O000169","Representative","Bill","Owens","Bill Owens","NY","D",""
"P000034","Representative","Frank","Pallone","Frank Pallone","NJ","D",""
"P000096","Representative","Bill","Pascrell","Bill Pascrell","NJ","D",""
"P000099","Representative","Ed","Pastor","Ed Pastor","AZ","D",""
"P000149","Representative","Donald","Payne","Donald Payne","NJ","D",""
"P000197","Representative","Nancy","Pelosi","Nancy Pelosi","CA","D","Speaker of the House"
"P000258","Representative","Collin","Peterson","Collin Peterson","MN","D",""
"P000265","Representative","Tom","Petri","Tom Petri","WI","R",""
"P000373","Representative","Joe","Pitts","Joe Pitts","PA","R",""
"P000422","Representative","Earl","Pomeroy","Earl Pomeroy","ND","D",""
"P000523","Representative","David","Price","David Price","NC","D",""
"P000583","Representative","Ron","Paul","Ron Paul","TX","R",""
"P000585","Representative","Todd","Platts","Todd Platts","PA","R",""
"P000586","Representative","Adam","Putnam","Adam Putnam","FL","R",""
"P000587","Representative","Mike","Pence","Mike Pence","IN","R",""
"P000591","Representative","Tom","Price","Tom Price","GA","R",""
"P000592","Representative","Ted","Poe","Ted Poe","TX","R",""
"P000593","Representative","Ed","Perlmutter","Ed Perlmutter","CO","D",""
"P000594","Representative","Erik","Paulsen","Erik Paulsen","MN","R",""
"P000595","Representative","Gary","Peters","Gary Peters","MI","D",""
"P000596","Resident Commissioner","Pedro","Pierluisi","Pedro Pierluisi","PR","D",""
"P000597","Representative","Chellie","Pingree","Chellie Pingree","ME","D",""
"P000598","Representative","Jared","Polis","Jared Polis","CO","D",""
"P000599","Representative","Bill","Posey","Bill Posey","FL","R",""
"P000600","Representative","Tom","Perriello","Tom Perriello","VA","D",""
"Q000023","Representative","Mike","Quigley","Mike Quigley","IL","D",""
"R000004","Representative","George","Radanovich","George Radanovich","CA","R",""
"R000011","Representative","Nick","Rahall","Nick Rahall","WV","D",""
"R000053","Representative","Charles","Rangel","Charles Rangel","NY","D",""
"R000170","Representative","Silvestre","Reyes","Silvestre Reyes","TX","D",""
"R000395","Representative","Harold","Rogers","Harold Rogers","KY","R",""
"R000409","Representative","Dana","Rohrabacher","Dana Rohrabacher","CA","R",""
"R000435","Representative","Ileana","Ros-Lehtinen","Ileana Ros-Lehtinen","FL","R",""
"R000462","Representative","Steven","Rothman","Steven Rothman","NJ","D",""
"R000486","Representative","Lucille","Roybal-Allard","Lucille Roybal-Allard","CA","D",""
"R000487","Representative","Edward","Royce","Edward Royce","CA","R",""
"R000515","Representative","Bobby","Rush","Bobby Rush","IL","D",""
"R000568","Representative","Ciro","Rodriguez","Ciro Rodriguez","TX","D",""
"R000570","Representative","Paul","Ryan","Paul Ryan","WI","R",""
"R000571","Representative","Denny","Rehberg","Denny Rehberg","MT","R",""
"R000572","Representative","Mike","Rogers","Mike Rogers","MI","R",""
"R000573","Representative","Mike","Ross","Mike Ross","AR","D",""
"R000575","Representative","Mike","Rogers","Mike Rogers","AL","R",""
"R000576","Representative","C.A. Dutch","Ruppersberger","C.A. Dutch Ruppersberger","MD","D",""
"R000577","Representative","Tim","Ryan","Tim Ryan","OH","D",""
"R000578","Representative","Dave","Reichert","Dave Reichert","WA","R",""
"R000580","Representative","Peter","Roskam","Peter Roskam","IL","R",""
"R000581","Representative","Laura","Richardson","Laura Richardson","CA","D",""
"R000582","Representative","Phil","Roe","Phil Roe","TN","R",""
"R000583","Representative","Tom","Rooney","Tom Rooney","FL","R",""
"R000585","Representative","Tom","Reed","Tom Reed","NY","R",""
"S000030","Representative","Loretta","Sánchez","Loretta Sánchez","CA","D",""
"S000185","Representative","Robert","Scott","Robert Scott","VA","D",""
"S000244","Representative","F.","Sensenbrenner","F. Sensenbrenner","WI","R",""
"S000248","Representative","José","Serrano","José Serrano","NY","D",""
"S000250","Representative","Pete","Sessions","Pete Sessions","TX","R",""
"S000275","Representative","John","Shadegg","John Shadegg","AZ","R",""
"S000344","Representative","Brad","Sherman","Brad Sherman","CA","D",""
"S000364","Representative","John","Shimkus","John Shimkus","IL","R",""
"S000465","Representative","Ike","Skelton","Ike Skelton","MO","D",""
"S000480","Representative","Louise","Slaughter","Louise Slaughter","NY","D",""
"S000510","Representative","Adam","Smith","Adam Smith","WA","D",""
"S000522","Representative","Christopher","Smith","Christopher Smith","NJ","R",""
"S000583","Representative","Lamar","Smith","Lamar Smith","TX","R",""
"S000672","Representative","Vic","Snyder","Vic Snyder","AR","D",""
"S000749","Representative","John","Spratt","John Spratt","SC","D",""
"S000810","Representative","Pete","Stark","Pete Stark","CA","D",""
"S000822","Representative","Cliff","Stearns","Cliff Stearns","FL","R",""
"S001045","Representative","Bart","Stupak","Bart Stupak","MI","D",""
"S001143","Representative","Mark","Souder","Mark Souder","IN","R",""
"S001145","Representative","Jan","Schakowsky","Jan Schakowsky","IL","D",""
"S001148","Representative","Mike","Simpson","Mike Simpson","ID","R",""
"S001150","Representative","Adam","Schiff","Adam Schiff","CA","D",""
"S001153","Representative","Hilda","Solis","Hilda Solis","CA","D",""
"S001154","Representative","Bill","Shuster","Bill Shuster","PA","R",""
"S001155","Representative","John","Sullivan","John Sullivan","OK","R",""
"S001156","Representative","Linda","Sánchez","Linda Sánchez","CA","D",""
"S001157","Representative","David","Scott","David Scott","GA","D",""
"S001158","Representative","John","Salazar","John Salazar","CO","D",""
"S001162","Representative","Allyson","Schwartz","Allyson Schwartz","PA","D",""
"S001164","Representative","Jean","Schmidt","Jean Schmidt","OH","R",""
"S001165","Representative","Albio","Sires","Albio Sires","NJ","D",""
"S001168","Representative","John","Sarbanes","John Sarbanes","MD","D",""
"S001169","Representative","Joe","Sestak","Joe Sestak","PA","D",""
"S001170","Representative","Carol","Shea-Porter","Carol Shea-Porter","NH","D",""
"S001171","Representative","Heath","Shuler","Heath Shuler","NC","D",""
"S001172","Representative","Adrian","Smith","Adrian Smith","NE","R",""
"S001173","Representative","Zack","Space","Zack Space","OH","D",""
"S001174","Representative","Betty","Sutton","Betty Sutton","OH","D",""
"S001175","Representative","Jackie","Speier","Jackie Speier","CA","D",""
"S001176","Representative","Steve","Scalise","Steve Scalise","LA","R",""
"S001177","Delegate","Gregorio","Sablan","Gregorio Sablan","MP","I",""
"S001178","Representative","Mark","Schauer","Mark Schauer","MI","D",""
"S001179","Representative","Aaron","Schock","Aaron Schock","IL","R",""
"S001180","Representative","Kurt","Schrader","Kurt Schrader","OR","D",""
"S001188","Representative","Marlin","Stutzman","Marlin Stutzman","IN","R",""
"T000038","Representative","John","Tanner","John Tanner","TN","D",""
"T000057","Representative","Ellen","Tauscher","Ellen Tauscher","CA","D",""
"T000074","Representative","Gene","Taylor","Gene Taylor","MS","D",""
"T000193","Representative","Bennie","Thompson","Bennie Thompson","MS","D",""
"T000238","Representative","William","Thornberry","William Thornberry","TX","R",""
