industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Consumer Goods,143520000.0,143520000.0,03/12/2021 00:00:00,2612064000000.0,BAF Vietnam Agriculture Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,BAF
Industrials,2000000.0,2000000.0,12/01/2018 00:00:00,13600000000.0,Beer - Alcohol - Beverage Packaging Joint Stock Company,General Industrials,Containers & Packaging,Industrial Goods & Services,BAL
Industrials,8200000.0,8200000.0,24/03/2017 00:00:00,615000000000.0,Thong Nhat Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BAX
Consumer Goods,18752687.0,18752687.0,19/12/2001 00:00:00,1044524665900.0,Bibica Corporation,Food Producers,Food Products,Food & Beverage,BBC
Industrials,2047932.0,2047932.0,14/05/2020 00:00:00,26827909200.0,Hoang Thach Joint Stock Bagging Company,General Industrials,Containers & Packaging,Industrial Goods & Services,BBH
Consumer Goods,2000000.0,2000000.0,05/01/2018 00:00:00,15200000000.0,Ha Noi - Nam Dinh Beer Joint Stock Company,Beverages,Brewers,Food & Beverage,BBM
Industrials,6000000.0,6000000.0,28/12/2005 00:00:00,66000000000.0,VICEM Packing But Son Joint Stock Company,General Industrials,Containers & Packaging,Industrial Goods & Services,BBS
Consumer Goods,9800000.0,9800000.0,12/06/2018 00:00:00,87896200000.0,Bach Tuyet Cotton Corporation,Personal Goods,Personal Products,Personal & Household Goods,BBT
Basic Materials,19000000.0,19000000.0,08/09/2021 00:00:00,90269000000.0,B.C.H Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,BCA
Basic Materials,5000000.0,5000000.0,29/10/2018 00:00:00,2000000000.0,397 Joint Stock Company,Mining,Coal,Basic Resources,BCB
Industrials,123209812.0,123209812.0,24/11/2006 00:00:00,1010320458400.0,Bim Son Cement Joint Stock Company,Construction & Materials,Building Materials & Fixtures,Construction & Materials,BCC
Industrials,35000000.0,35000000.0,28/06/2010 00:00:00,204400000000.0,Binh Duong Construction And Civil Engineering Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BCE
Consumer Goods,27830412.0,27830412.0,16/03/2020 00:00:00,1043640450000.0,Bich Chi Food Company,Food Producers,Food Products,Food & Beverage,BCF
Financials,533467622.0,533467622.0,16/07/2015 00:00:00,3654253210700.0,Bamboo Capital Group Joint Stock Company,Financial Services,Specialty Finance,Financial Services,BCG
Financials,1035000000.0,1035000000.0,21/02/2018 00:00:00,82593000000000.0,Investment and Industrial Development Joint Stock Corporation,Real Estate Investment & Services,Real Estate Holding & Development,Real Estate,BCM
Health Care,6000000.0,6000000.0,14/09/2015 00:00:00,43200000000.0,Enlie Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,BCP
Consumer Services,1800000.0,1800000.0,16/03/2021 00:00:00,38700000000.0,Vimico - Cao Bang Bang Giang Travel And Trading Joint Stock Company,Travel & Leisure,Hotels,Travel & Leisure,BCV
Consumer Services,1126474.0,1126474.0,29/01/2010 00:00:00,11152092600.0,Binh Dinh Book and Equipment Joint Stock Company,Media,Publishing,Media,BDB
Consumer Goods,12000000.0,12000000.0,06/04/2016 00:00:00,552145418880.0,Protrade Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,BDG
Industrials,38600000.0,38600000.0,06/09/2017 00:00:00,1069092580000.0,DongThap Building Materials & Construction Joint Stock Company,Construction & Materials,Building Materials & Fixtures,Construction & Materials,BDT
Utilities,12410800.0,12410800.0,14/10/2015 00:00:00,313993240000.0,Binh Dinh Water Supply and Sewerage Joint Stock Company,"Gas, Water & Multi-utilities",Water,Utilities,BDW
Consumer Services,3000000.0,3000000.0,21/10/2009 00:00:00,119700000000.0,Da Nang Books & Educational Equipment Joint Stock Company,Media,Publishing,Media,BED
Consumer Goods,6000000.0,6000000.0,12/07/2016 00:00:00,70200000000.0,Viettronics Bien Hoa Joint Stock Company,Leisure Goods,Consumer Electronics,Personal & Household Goods,BEL
Basic Materials,57167993.0,57167993.0,07/10/2015 00:00:00,1003298277150.0,Binh Dien Fertilizer Joint Stock Company,Chemicals,Specialty Chemicals,Chemicals,BFC
Utilities,18149446.0,18149446.0,31/10/2017 00:00:00,312170471200.0,Bac Giang Clean Water Joint Stock Company,"Gas, Water & Multi-utilities",Water,Utilities,BGW
Utilities,66000000.0,66000000.0,02/08/2017 00:00:00,990000000000.0,Bac Ha Hydropower Joint Stock Company,Electricity,Conventional Electricity,Utilities,BHA
Industrials,4500000.0,4500000.0,15/05/2009 00:00:00,9900000000.0,Bien Hoa Concrete Joint Stock Company,Construction & Materials,Building Materials & Fixtures,Construction & Materials,BHC
Consumer Goods,8935643.0,8935643.0,30/10/2018 00:00:00,120631180500.0,Bien Ho Tea Joint Stock Company,Beverages,Soft Drinks,Food & Beverage,BHG
Consumer Goods,3986000.0,3986000.0,05/04/2018 00:00:00,48629200000.0,Ha Noi - Kim Bai Beer Joint Stock Company,Beverages,Brewers,Food & Beverage,BHK
Consumer Goods,231800000.0,231800000.0,28/10/2016 00:00:00,10778700000000.0,Hanoi Beer Alcohol and Beverage Joint Stock Corporation,Beverages,Brewers,Food & Beverage,BHN
Consumer Goods,9179290.0,9179290.0,21/01/2013 00:00:00,65172959000.0,Ha Noi - Hai Phong Beer Joint Stock Company,Beverages,Brewers,Food & Beverage,BHP
Industrials,4565000.0,4565000.0,11/01/2011 00:00:00,58880000000.0,Bach Dang TMC Construction Investment Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BHT
Financials,117276895.0,117276895.0,06/09/2011 00:00:00,3002288512000.0,BIDV Insurance Corporation,Nonlife Insurance,Property & Casualty Insurance,Insurance,BIC
Banks,5058523816.0,5058523816.0,24/01/2014 00:00:00,197282428824000.0,Joint Stock Commercial Bank for Investment and Development of Vietnam,Banks,Banks,Banks,BID
Financials,5000000.0,5000000.0,10/01/2022 00:00:00,47255000000.0,BIG Invest Group Joint Stock Company,Real Estate Investment & Services,Real Estate Services,Real Estate,BIG
Financials,57680000.0,57680000.0,22/09/2014 00:00:00,121128000000.0,Bao Thu Industrial Development and Investment Joint Stock Company,Real Estate Investment & Services,Real Estate Holding & Development,Real Estate,BII
Health Care,8562000.0,8562000.0,30/08/2018 00:00:00,206946300000.0,Nha Trang Vaccines and Biological Products Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,BIO
Basic Materials,11737728.0,11737728.0,18/08/2009 00:00:00,73947686400.0,Bac Kan Minerals Joint Stock Company,Mining,General Mining,Basic Resources,BKC
Consumer Goods,68199983.0,68199983.0,31/12/2020 00:00:00,246201938630.0,BKG Vietnam Investment Joint Stock Company,Personal Goods,Personal Products,Personal & Household Goods,BKG
Consumer Goods,1750000.0,1750000.0,26/06/2019 00:00:00,48125000000.0,Hanoi Confectionery Joint Stock Company,Food Producers,Food Products,Food & Beverage,BKH
Consumer Goods,11500000.0,11500000.0,02/06/2008 00:00:00,36799996800.0,Bac Lieu Fisheries Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,BLF
Financials,60000000.0,60000000.0,11/12/2015 00:00:00,764933294026.0,Bao Long Insurance Corporation,Nonlife Insurance,Property & Casualty Insurance,Insurance,BLI
Consumer Services,5000000.0,5000000.0,09/09/2016 00:00:00,37500000000.0,Lien Ninh Transport and Service Joint Stock Company,Travel & Leisure,Travel & Tourism,Travel & Leisure,BLN
Consumer Goods,4000000.0,4000000.0,10/07/2017 00:00:00,112000000000.0,Binh Dinh Food Joint Stock Company,Food Producers,Food Products,Food & Beverage,BLT
Utilities,11168800.0,11168800.0,19/10/2018 00:00:00,224492880000.0,Bac Lieu Water Supply Joint Stock Company,"Gas, Water & Multi-utilities",Water,Utilities,BLW
Basic Materials,12392630.0,12392630.0,28/12/2006 00:00:00,155527506500.0,Binh Dinh Minerals Joint Stock Company,Mining,General Mining,Basic Resources,BMC
Industrials,2753280.0,2753280.0,14/06/2017 00:00:00,41574528000.0,Binh Thuan Environmental Urban Service Joint Stock Company,Support Services,Waste & Disposal Services,Industrial Goods & Services,BMD
Utilities,4159600.0,4159600.0,16/04/2018 00:00:00,140594480000.0,Dong Nai Building Material and Fuel Joint Stock Company,"Gas, Water & Multi-utilities",Gas Distribution,Utilities,BMF
Consumer Goods,5292000.0,5292000.0,25/12/2018 00:00:00,114307200000.0,Binh Minh Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,BMG
Financials,109623985.0,109623985.0,21/04/2008 00:00:00,2356915677500.0,BaoMinh Insurance Corporation,Nonlife Insurance,Property & Casualty Insurance,Insurance,BMI
Basic Materials,104999978.0,104999978.0,22/12/2009 00:00:00,1622249660100.0,Easterns AHP Minerals Joint Stock Company,Mining,General Mining,Basic Resources,BMJ
Industrials,2750000.0,2750000.0,06/04/2016 00:00:00,24200000000.0,715 Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BMN
Industrials,81860938.0,81860938.0,11/07/2006 00:00:00,4960772842800.0,Binh Minh Plastics Joint Stock Company,Construction & Materials,Building Materials & Fixtures,Construction & Materials,BMP
Financials,60989375.0,60989375.0,08/08/2018 00:00:00,324158528125.0,Bao Minh Securities Company Limited,Financial Services,Investment Services,Financial Services,BMS
Consumer Goods,24200000.0,24200000.0,06/06/2017 00:00:00,704220000000.0,Vinafood 1 Flour Joint Stock Company,Food Producers,Food Products,Food & Beverage,BMV
Consumer Goods,19999989.0,19999989.0,12/10/2020 00:00:00,284998347000.0,Bao Ngoc Investment Production Corporation,Food Producers,Food Products,Food & Beverage,BNA
Utilities,37549391.0,37549391.0,28/12/2018 00:00:00,326679701700.0,Bac Ninh Clean Water Joint Stock Company,"Gas, Water & Multi-utilities",Water,Utilities,BNW
Industrials,59246800.0,59246800.0,14/02/2019 00:00:00,189589760000.0,Thai Ha Bridge BOT Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BOT
Industrials,3800000.0,3800000.0,05/04/2002 00:00:00,33820000000.0,Vicem Packaging Bimson Joint Stock Company,General Industrials,Containers & Packaging,Industrial Goods & Services,BPC
Consumer Goods,5800000.0,5800000.0,09/01/2018 00:00:00,19140000000.0,Hanoi - Quang Binh Beer Joint Stock Company,Beverages,Brewers,Food & Beverage,BQB
Basic Materials,12374997.0,12374997.0,13/12/2011 00:00:00,125606219550.0,Ben Thanh Rubber Joint Stock Company,Chemicals,Commodity Chemicals,Chemicals,BRC
Basic Materials,112500000.0,112500000.0,16/06/2017 00:00:00,2733750000000.0,BaRia Rubber Joint Stock Company,Chemicals,Commodity Chemicals,Chemicals,BRR
Industrials,4541950.0,4541950.0,24/01/2017 00:00:00,90839000000.0,Ba Ria Urban Service Joint Stock Company,Support Services,Waste & Disposal Services,Industrial Goods & Services,BRS
Utilities,63019723.0,63019723.0,20/08/2018 00:00:00,1091443381938.0,Buon Don Hydropower Joint Stock Company,Electricity,Conventional Electricity,Utilities,BSA
Consumer Services,3150747.0,3150747.0,05/01/2011 00:00:00,40959711000.0,BenThanh Service Joint Stock Company,General Retailers,Specialty Retailers,Retail,BSC
Consumer Goods,3000000.0,3000000.0,28/04/2017 00:00:00,60900000000.0,Sai Gon - Dong Xuan Beer Alcohol Joint Stock Company,Beverages,Brewers,Food & Beverage,BSD
Consumer Services,60000000.0,60000000.0,21/11/2016 00:00:00,826620000000.0,Saigon Passenger Transport Joint Stock Company,Travel & Leisure,Travel & Tourism,Travel & Leisure,BSG
Consumer Goods,18000000.0,18000000.0,04/07/2018 00:00:00,770400000000.0,Sai Gon - Ha Noi Beer Corporation,Beverages,Brewers,Food & Beverage,BSH
Financials,187800120.0,187800120.0,19/07/2011 00:00:00,3483792276000.0,Bank for Investment and Development of Viet Nam Joint Stock Securities Company,Financial Services,Investment Services,Financial Services,BSI
Consumer Goods,45000000.0,45000000.0,16/06/2017 00:00:00,472500000000.0,Sai Gon - Song Lam Beer Joint Stock Company,Beverages,Brewers,Food & Beverage,BSL
Consumer Goods,12500000.0,12500000.0,10/08/2016 00:00:00,210000000000.0,Sai Gon - Phu Tho Beer Joint Stock Company,Beverages,Brewers,Food & Beverage,BSP
Consumer Goods,45000000.0,45000000.0,28/02/2017 00:00:00,1260000000000.0,Sai Gon - Quang Ngai Beer Joint Stock Company,Beverages,Brewers,Food & Beverage,BSQ
Oil & Gas,244119369.0,244119369.0,01/03/2018 00:00:00,42641171218848.0,Binh Son Refining and Petrochemical Joint Stock Company,Oil & Gas Producers,Exploration & Production,Oil & Gas,BSR
Consumer Services,1100000.0,1100000.0,18/12/2008 00:00:00,17380000000.0,Binh Thuan Book And Equipment Joint Stock Company,Media,Publishing,Media,BST
Basic Materials,5250000.0,5250000.0,09/11/2016 00:00:00,77710500000.0,Central Plant Protection Joint Stock Company No.1,Chemicals,Specialty Chemicals,Chemicals,BT1
Industrials,32993550.0,32993550.0,18/03/2002 00:00:00,141493693000.0,BETON 6 Corporation,Construction & Materials,Building Materials & Fixtures,Construction & Materials,BT6
Consumer Goods,7691226.0,7691226.0,12/01/2017 00:00:00,50762091600.0,Ha Noi - Thai Binh Beer Joint Stock Company,Beverages,Brewers,Food & Beverage,BTB
Industrials,6414100.0,6414100.0,02/03/2017 00:00:00,179544148000.0,Thuduc Centrifugal Concrete Joint Stock Company,Construction & Materials,Building Materials & Fixtures,Construction & Materials,BTD
Industrials,1190000.0,1190000.0,24/03/2010 00:00:00,9877000000.0,Tien Giang Packaging Joint Stock Company,General Industrials,Containers & Packaging,Industrial Goods & Services,BTG
Industrials,25000000.0,25000000.0,04/01/2008 00:00:00,440000000000.0,Ha Noi Transformer Manufacturing And Electric Material Joint Stock Company,Electronic & Electrical Equipment,Electronic Equipment,Industrial Goods & Services,BTH
Industrials,4465570.0,4465570.0,05/01/2018 00:00:00,17587048000.0,Binh Dinh Tunnel Brick Joint Stock Company,Construction & Materials,Building Materials & Fixtures,Construction & Materials,BTN
Utilities,60485600.0,60485600.0,25/11/2009 00:00:00,816555600000.0,Ba Ria Thermal Power Joint Stock Company,Electricity,Conventional Electricity,Utilities,BTP
Industrials,123559858.0,123559858.0,05/12/2006 00:00:00,827851048600.0,VICEM But Son Cement Joint Stock Company,Construction & Materials,Building Materials & Fixtures,Construction & Materials,BTS
Consumer Services,13500000.0,13500000.0,14/04/2010 00:00:00,501525000000.0,Ben Thanh Trading and Service Joint Stock Company,General Retailers,Broadline Retailers,Retail,BTT
Industrials,3600000.0,3600000.0,11/03/2016 00:00:00,33840000000.0,Ben Tre Urban Project Joint Stock Company,Support Services,Waste & Disposal Services,Industrial Goods & Services,BTU
Consumer Services,25000000.0,25000000.0,03/03/2017 00:00:00,386727473600.0,Ben Thanh Tourist Service Corporation,Travel & Leisure,Travel & Tourism,Travel & Leisure,BTV
Utilities,9360000.0,9360000.0,04/03/2010 00:00:00,307944000000.0,Ben Thanh Water Supply Joint Stock Company,"Gas, Water & Multi-utilities",Water,Utilities,BTW
Banks,367090000.0,367090000.0,09/07/2020 00:00:00,3563709720000.0,Viet Capital Commercial Joint Stock Bank,Banks,Banks,Banks,BVB
Basic Materials,9750948.0,9750948.0,09/08/2010 00:00:00,21588598872.0,Bac Viet Group Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,BVG
Financials,742322764.0,742322764.0,25/06/2009 00:00:00,35557260395600.0,Bao Viet Holdings,Life Insurance,Life Insurance,Insurance,BVH
Financials,57312800.0,57312800.0,11/06/2021 00:00:00,1259907282400.0,BV Land Joint Stock Company,Real Estate Investment & Services,Real Estate Services,Real Estate,BVL
Consumer Goods,5000000.0,5000000.0,11/10/2011 00:00:00,56500000000.0,Vietnam Cotton Joint Stock Company,Personal Goods,Personal Products,Personal & Household Goods,BVN
Financials,72233937.0,72233937.0,18/12/2006 00:00:00,1350142711500.0,Bao Viet Securities Company,Financial Services,Investment Services,Financial Services,BVS
Utilities,2700000.0,2700000.0,14/06/2010 00:00:00,31050000000.0,Bao Loc Supply Sewerage and Constructon Joint Stock Company,"Gas, Water & Multi-utilities",Water,Utilities,BWA
Utilities,192920000.0,192920000.0,20/07/2017 00:00:00,9211930000000.0,Binh Duong Water Environment Joint Stock Company,"Gas, Water & Multi-utilities",Water,Utilities,BWE
Utilities,90000000.0,90000000.0,28/11/2017 00:00:00,2517030000000.0,Ba Ria - Vung Tau Water Supply Joint Stock Company,"Gas, Water & Multi-utilities",Water,Utilities,BWS
Industrials,3012040.0,3012040.0,25/11/2009 00:00:00,29819196000.0,Haiphong Packing VICEM Joint Stock Company,General Industrials,Containers & Packaging,Industrial Goods & Services,BXH
