"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"D000401","Senator, 3rd Class","Robert","Dole","Robert Dole","KS","R",""
"D000407","Senator, 2nd Class","Pete","Domenici","Pete Domenici","NM","R",""
"D000566","Senator, 1st Class","David","Durenberger","David Durenberger","MN","R",""
"D000574","Senator, 3rd Class","John","Durkin","John Durkin","NH","D",""
"E000004","Senator, 3rd Class","Thomas","Eagleton","Thomas Eagleton","MO","D",""
"E000018","Senator, 2nd Class","James","Eastland","James Eastland","MS","D",""
"F000268","Senator, 3rd Class","Wendell","Ford","Wendell Ford","KY","D",""
"G000072","Senator, 3rd Class","Edwin","Garn","Edwin Garn","UT","R",""
"G000236","Senator, 3rd Class","John","Glenn","John Glenn","OH","D",""
"G000267","Senator, 3rd Class","Barry","Goldwater","Barry Goldwater","AZ","R",""
"G000388","Senator, 3rd Class","Maurice","Gravel","Maurice Gravel","AK","D",""
"G000465","Senator, 2nd Class","Robert","Griffin","Robert Griffin","MI","R",""
"H000170","Senator, 2nd Class","Clifford","Hansen","Clifford Hansen","WY","R",""
"H000287","Senator, 3rd Class","Gary","Hart","Gary Hart","CO","D",""
"H000317","Senator, 2nd Class","Floyd","Haskell","Floyd Haskell","CO","D",""
"H000338","Senator, 1st Class","Orrin","Hatch","Orrin Hatch","UT","R",""
"H000343","Senator, 2nd Class","Mark","Hatfield","Mark Hatfield","OR","R",""
"H000344","Senator, 2nd Class","Paul","Hatfield","Paul Hatfield","MT","D",""
"H000346","Senator, 2nd Class","William","Hathaway","William Hathaway","ME","D",""
"H000384","Senator, 1st Class","Samuel","Hayakawa","Samuel Hayakawa","CA","R",""
"H000456","Senator, 1st Class","Henry","Heinz","Henry Heinz","PA","R",""
"H000463","Senator, 2nd Class","Jesse","Helms","Jesse Helms","NC","R",""
"H000675","Senator, 2nd Class","Kaneaster","Hodges","Kaneaster Hodges","AR","D",""
"H000725","Senator, 3rd Class","Ernest","Hollings","Ernest Hollings","SC","D",""
"H000905","Senator, 2nd Class","Walter","Huddleston","Walter Huddleston","KY","D",""
"H000953","Senator, 1st Class","Hubert","Humphrey","Hubert Humphrey","MN","I",""
"H000956","Senator, 1st Class","Muriel","Humphrey","Muriel Humphrey","MN","I",""
"I000025","Senator, 3rd Class","Daniel","Inouye","Daniel Inouye","HI","D",""
"J000013","Senator, 1st Class","Henry","Jackson","Henry Jackson","WA","D",""
"J000064","Senator, 3rd Class","Jacob","Javits","Jacob Javits","NY","R",""
"J000189","Senator, 2nd Class","John","Johnston","John Johnston","LA","D",""
"K000017","Senator, 2nd Class","Nancy","Kassebaum","Nancy Kassebaum","KS","R",""
"K000105","Senator, 1st Class","Edward","Kennedy","Edward Kennedy","MA","D",""
"L000148","Senator, 3rd Class","Paul","Laxalt","Paul Laxalt","NV","R",""
"L000174","Senator, 3rd Class","Patrick","Leahy","Patrick Leahy","VT","D",""
"L000428","Senator, 3rd Class","Russell","Long","Russell Long","LA","D",""
"L000504","Senator, 1st Class","Richard","Lugar","Richard Lugar","IN","R",""
"M000053","Senator, 3rd Class","Warren","Magnuson","Warren Magnuson","WA","D",""
"M000241","Senator, 3rd Class","Charles","Mathias","Charles Mathias","MD","R",""
"M000250","Senator, 1st Class","Spark","Matsunaga","Spark Matsunaga","HI","D",""
"M000332","Senator, 2nd Class","John","McClellan","John McClellan","AR","D",""
"M000346","Senator, 2nd Class","James","McClure","James McClure","ID","R",""
"M000452","Senator, 3rd Class","George","McGovern","George McGovern","SD","D",""
"M000486","Senator, 2nd Class","Thomas","McIntyre","Thomas McIntyre","NH","D",""
"M000635","Senator, 1st Class","John","Melcher","John Melcher","MT","D",""
"M000671","Senator, 2nd Class","Lee","Metcalf","Lee Metcalf","MT","D",""
"M000678","Senator, 1st Class","Howard","Metzenbaum","Howard Metzenbaum","OH","D",""
"M000956","Senator, 3rd Class","Robert","Morgan","Robert Morgan","NC","D",""
"M001054","Senator, 1st Class","Daniel","Moynihan","Daniel Moynihan","NY","D",""
"M001121","Senator, 1st Class","Edmund","Muskie","Edmund Muskie","ME","D",""
"N000033","Senator, 3rd Class","Gaylord","Nelson","Gaylord Nelson","WI","D",""
"N000171","Senator, 2nd Class","Samuel","Nunn","Samuel Nunn","GA","D",""
"P000009","Senator, 3rd Class","Robert","Packwood","Robert Packwood","OR","R",""
"P000166","Senator, 2nd Class","James","Pearson","James Pearson","KS","R",""
"P000193","Senator, 2nd Class","Claiborne","Pell","Claiborne Pell","RI","D",""
"P000222","Senator, 2nd Class","Charles","Percy","Charles Percy","IL","R",""
"P000553","Senator, 1st Class","William","Proxmire","William Proxmire","WI","D",""
"R000046","Senator, 2nd Class","Jennings","Randolph","Jennings Randolph","WV","D",""
"R000191","Senator, 3rd Class","Abraham","Ribicoff","Abraham Ribicoff","CT","D",""
"R000249","Senator, 1st Class","Donald","Riegle","Donald Riegle","MI","D",""
"R000460","Senator, 1st Class","William","Roth","William Roth","DE","R",""
"S000064","Senator, 1st Class","Paul","Sarbanes","Paul Sarbanes","MD","D",""
"S000068","Senator, 1st Class","James","Sasser","James Sasser","TN","D",""
"S000132","Senator, 1st Class","Harrison","Schmitt","Harrison Schmitt","NM","R",""
"S000159","Senator, 3rd Class","Richard","Schweiker","Richard Schweiker","PA","R",""
"S000189","Senator, 2nd Class","William","Scott","William Scott","VA","R",""
"S000429","Senator, 2nd Class","Alan","Simpson","Alan Simpson","WY","R",""
"S000701","Senator, 2nd Class","John","Sparkman","John Sparkman","AL","D",""
"S000776","Senator, 1st Class","Robert","Stafford","Robert Stafford","VT","R",""
"S000852","Senator, 1st Class","John","Stennis","John Stennis","MS","D",""
"S000888","Senator, 2nd Class","Ted","Stevens","Ted Stevens","AK","R",""
"S000890","Senator, 3rd Class","Adlai","Stevenson","Adlai Stevenson","IL","D",""
"S000907","Senator, 3rd Class","Donald","Stewart","Donald Stewart","AL","D",""
"S000962","Senator, 3rd Class","Richard","Stone","Richard Stone","FL","D",""
"T000035","Senator, 3rd Class","Herman","Talmadge","Herman Talmadge","GA","D",""
"T000254","Senator, 2nd Class","Strom","Thurmond","Strom Thurmond","SC","R",""
"T000322","Senator, 2nd Class","John","Tower","John Tower","TX","R",""
"W000092","Senator, 1st Class","Malcolm","Wallop","Malcolm Wallop","WY","R",""
"W000154","Senator, 2nd Class","John","Warner","John Warner","VA","R",""
"W000253","Senator, 1st Class","Lowell","Weicker","Lowell Weicker","CT","R",""
"W000502","Senator, 1st Class","Harrison","Williams","Harrison Williams","NJ","D",""
"Y000047","Senator, 3rd Class","Milton","Young","Milton Young","ND","R",""
"Z000013","Senator, 1st Class","Edward","Zorinsky","Edward Zorinsky","NE","D",""
