"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"T000464","Jon Tester","D","MT","T000464","Committee on Indian Affairs","member","minority",
"U000039","Tom Udall","D","NM","U000039","Committee on Indian Affairs","member","minority",
"F000457","Al Franken","D","MN","F000457","Committee on Indian Affairs","member","minority",
"H001069","Heidi Heitkamp","D","ND","H001069","Committee on Indian Affairs","member","minority",
"H001061","John Hoeven","R","ND","H001061","Committee on Indian Affairs","member","majority",
"L000575","James Lankford","R","OK","L000575","Committee on Indian Affairs","member","majority",
"M000303","John McCain","R","AZ","M000303","Committee on Indian Affairs","member","majority",
"M000934","Jerry Moran","R","KS","M000934","Committee on Indian Affairs","member","majority",
"M001153","Lisa Murkowski","R","AK","M001153","Committee on Indian Affairs","member","majority",
"C000127","Maria Cantwell","D","WA","C000127","Committee on Indian Affairs","member","minority",
"B001261","John Barrasso","R","WY","B001261","Committee on Indian Affairs","member","majority",1
"C001098","Ted Cruz","R","TX","C001098","Committee on Rules and Administration","member","majority",
"S000320","Richard C. Shelby","R","AL","S000320","Committee on Rules and Administration","member","majority",
"D000563","Richard J. Durbin","D","IL","D000563","Committee on Rules and Administration","member","minority",
"F000062","Dianne Feinstein","D","CA","F000062","Committee on Rules and Administration","member","minority",
"U000039","Tom Udall","D","NM","U000039","Committee on Rules and Administration","member","minority",
"W000805","Mark Warner","D","VA","W000805","Committee on Rules and Administration","member","minority",
"W000437","Roger Wicker","R","MS","W000437","Committee on Rules and Administration","member","majority",
"K000383","Angus King","ID","ME","K000383","Committee on Rules and Administration","member","minority",
"K000367","Amy Klobuchar","D","MN","K000367","Committee on Rules and Administration","member","minority",
"L000174","Patrick J. Leahy","D","VT","L000174","Committee on Rules and Administration","member","minority",
"A000360","Lamar Alexander","R","TN","A000360","Committee on Rules and Administration","member","majority",
"M000355","Mitch McConnell","R","KY","M000355","Committee on Rules and Administration","member","majority",
"B001236","John Boozman","R","AR","B001236","Committee on Rules and Administration","member","majority",
"C001047","Shelley Moore Capito","R","WV","C001047","Committee on Rules and Administration","member","majority",
"R000307","Pat Roberts","R","KS","R000307","Committee on Rules and Administration","member","majority",
"C000567","Thad Cochran","R","MS","C000567","Committee on Rules and Administration","member","majority",
"S000148","Charles E. Schumer","D","NY","S000148","Committee on Rules and Administration","member","minority",1
"B000575","Roy Blunt","R","MO","B000575","Committee on Rules and Administration","member","majority",1
"C001088","Christopher A. Coons","D","DE","C001088","Committee on Small Business and Entrepreneurship","member","minority",
"S001184","Tim Scott","R","SC","S001184","Committee on Small Business and Entrepreneurship","member","majority",
"E000285","Michael B. Enzi","R","WY","E000285","Committee on Small Business and Entrepreneurship","member","majority",
"E000295","Joni Ernst","R","IA","E000295","Committee on Small Business and Entrepreneurship","member","majority",
"F000463","Deb Fischer","R","NE","F000463","Committee on Small Business and Entrepreneurship","member","majority",
"G000562","Cory Gardner","R","CO","G000562","Committee on Small Business and Entrepreneurship","member","majority",
"H001069","Heidi Heitkamp","D","ND","H001069","Committee on Small Business and Entrepreneurship","member","minority",
"H001042","Mazie K. Hirono","D","HI","H001042","Committee on Small Business and Entrepreneurship","member","minority",
"M000133","Edward J. Markey","D","MA","M000133","Committee on Small Business and Entrepreneurship","member","minority",
"A000368","Kelly Ayotte","R","NH","A000368","Committee on Small Business and Entrepreneurship","member","majority",
"B001288","Cory Booker","D","NJ","B001288","Committee on Small Business and Entrepreneurship","member","minority",
"P000603","Rand Paul","R","KY","P000603","Committee on Small Business and Entrepreneurship","member","majority",
"P000595","Gary Peters","D","MI","P000595","Committee on Small Business and Entrepreneurship","member","minority",
"C000127","Maria Cantwell","D","WA","C000127","Committee on Small Business and Entrepreneurship","member","minority",
"R000584","Jim Risch","R","ID","R000584","Committee on Small Business and Entrepreneurship","member","majority",
"C000141","Benjamin L. Cardin","D","MD","C000141","Committee on Small Business and Entrepreneurship","member","minority",
"R000595","Marco Rubio","R","FL","R000595","Committee on Small Business and Entrepreneurship","member","majority",
"S001181","Jeanne Shaheen","D","NH","S001181","Committee on Small Business and Entrepreneurship","member","minority",1
"V000127","David Vitter","R","LA","V000127","Committee on Small Business and Entrepreneurship","member","majority",1
"C001071","Bob Corker","R","TN","C001071","Committee on the Budget","member","majority",
"S001141","Jeff Sessions","R","AL","S001141","Committee on the Budget","member","majority",
"C000880","Michael D. Crapo","R","ID","C000880","Committee on the Budget","member","majority",
"S000770","Debbie Stabenow","D","MI","S000770","Committee on the Budget","member","minority",
"T000461","Patrick J. Toomey","R","PA","T000461","Committee on the Budget","member","majority",
"W000805","Mark Warner","D","VA","W000805","Committee on the Budget","member","minority",
"G000359","Lindsey Graham","R","SC","G000359","Committee on the Budget","member","majority",
"W000802","Sheldon Whitehouse","D","RI","W000802","Committee on the Budget","member","minority",
"G000386","Charles E. Grassley","R","IA","G000386","Committee on the Budget","member","majority",
"W000437","Roger Wicker","R","MS","W000437","Committee on the Budget","member","majority",
"W000779","Ron Wyden","D","OR","W000779","Committee on the Budget","member","minority",
"J000293","Ron Johnson","R","WI","J000293","Committee on the Budget","member","majority",
"K000384","Tim Kaine","D","VA","K000384","Committee on the Budget","member","minority",
"K000383","Angus King","ID","ME","K000383","Committee on the Budget","member","minority",
"A000368","Kelly Ayotte","R","NH","A000368","Committee on the Budget","member","majority",
"B001230","Tammy Baldwin","D","WI","B001230","Committee on the Budget","member","minority",
"M001176","Jeff Merkley","D","OR","M001176","Committee on the Budget","member","minority",
"M001111","Patty Murray","D","WA","M001111","Committee on the Budget","member","minority",
"P000612","David Perdue","R","GA","P000612","Committee on the Budget","member","majority",
"P000449","Rob Portman","R","OH","P000449","Committee on the Budget","member","majority",
"E000285","Michael B. Enzi","R","WY","E000285","Committee on the Budget","member","majority",1
"S000033","Bernard Sanders","ID","VT","S000033","Committee on the Budget","member","minority",1
"C001088","Christopher A. Coons","D","DE","C001088","Committee on the Judiciary","member","minority",
"S000148","Charles E. Schumer","D","NY","S000148","Committee on the Judiciary","member","minority",
