dateListed,displayName,industry,isRecentListing,marketCap,priceChangeFiveDayPercent,symbol,xid
2021-07-27,AQUIRIAN LIMITED,Commercial & Professional Services,False,27200000,13.333333333333346,AQN,664264258
2011-12-02,AQUIS ENTERTAINMENT LIMITED,Consumer Services,False,25919747,0,AQS,38312852
2003-11-05,ARAFURA RESOURCES LIMITED,Materials,False,534617185,-3.1746031746031775,ARU,48403
1987-06-26,ARB CORPORATION LIMITED.,Automobiles & Components,False,2233844482,0.43087971274684894,ARB,48163
2000-04-14,ARC FUNDS LIMITED,Diversified Financials,False,10677105,0,ARC,80670972
2021-06-25,ARCADIA MINERALS LIMITED,Materials,False,27360032,3.3333333333333366,AM7,653473090
2007-08-14,ARCHER MATERIALS LIMITED,Semiconductors & Semiconductor Equipment,False,187592741,-5.194805194805199,AXE,8933855
2018-09-21,ARCHTIS LIMITED,Software & Services,False,35670133,0,AR9,490239282
2017-02-09,ARDEA RESOURCES LIMITED,Materials,False,158704817,-7.936507936507932,ARL,376094874
2018-11-30,ARDENT LEISURE GROUP LIMITED,Consumer Services,False,227860358,-1.020408163265307,ALG,504280917
2005-10-25,ARDIDEN LTD,Materials,False,18678347,0,ADV,47140343
2013-06-13,ARENA REIT.,Real Estate,False,1234597505,3.7142857142857113,ARF,58695765
2021-06-11,ARGENICA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,43461125,12.087912087912086,AGN,658057613
2008-04-03,ARGENT MINERALS LIMITED,Materials,False,14164133,6.250000000000005,ARD,10400881
2015-07-03,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED,Not Applic,False,411881155,-2.9166666666666603,ALI,276510529
1963-03-31,ARGO INVESTMENTS LIMITED,Not Applic,False,6557469183,-0.3386004514672614,ARG,47787
1986-01-23,ARGONAUT RESOURCES NL,Materials,False,5428538,0,ARE,47727
1997-04-03,ARGOSY MINERALS LIMITED,Materials,False,780004126,6.603773584905666,AGY,41019
1982-10-12,ARIADNE AUSTRALIA LIMITED,Commercial & Professional Services,False,118726628,5.000000000000004,ARA,47512
1996-07-09,ARISTOCRAT LEISURE LIMITED,Consumer Services,False,23864698921,2.7140458869613844,ALL,43238
1971-07-08,ARIZONA LITHIUM LIMITED,Materials,False,202433747,4.938271604938276,AZL,296612
2011-05-09,ARK MINES LIMITED,Materials,False,12715480,24.210526315789476,AHK,30050785
2021-12-15,ARMADA METALS LIMITED,Materials,False,6240000,-6.250000000000005,AMM,690355347
2012-04-26,ARMOUR ENERGY LIMITED,Energy,False,14679931,-7.692307692307686,AJQ,44476458
2020-07-24,AROA BIOSURGERY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,305024545,8.974358974358967,ARX,607132612
2002-01-24,AROVELLA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,20125524,0,ALA,98538
2005-10-28,ARROW MINERALS LTD,Materials,False,11185708,20,AMD,3145470
2007-03-16,ARTEMIS RESOURCES LIMITED,Materials,False,50091061,-20,ARV,6659074
2021-11-26,ARTRYA LIMITED,Health Care Equipment & Services,False,57219291,-4.109589041095879,AYA,686439244
2010-07-23,ARUMA RESOURCES LIMITED,Materials,False,11458190,0,AAJ,640708618
2012-11-16,ASAPLUS RESOURCES LIMITED,Materials,False,2720000,0,AJY,52069305
1985-05-29,ASF GROUP LIMITED,Diversified Financials,False,40421262,0,AFA,82542
2014-08-21,ASHLEY SERVICES GROUP LIMITED,Commercial & Professional Services,False,95024097,0,ASH,77672033
2007-03-19,ASIAN AMERICAN MEDICAL GROUP LIMITED,Health Care Equipment & Services,False,N/A,0,AJJ,5947356
2021-07-07,ASKARI METALS LIMITED,Materials,False,25161179,11.392405063291134,AS2,660718524
1991-04-11,ASPEN GROUP,Real Estate,False,276184378,2.960526315789469,APZ,47249
2000-04-27,ASPERMONT LIMITED.,Media & Entertainment,False,58300632,0,ASP,49207
2007-02-06,ASPIRE MINING LIMITED,Materials,False,46702603,-9.090909090909085,AKM,6379051
1986-06-30,ASRA MINERALS LIMITED,Materials,False,38070800,-11.111111111111109,ASR,58836417
2011-05-30,ASSETOWL LIMITED,Software & Services,False,2358195,0,AO1,36473684
2011-03-04,ASTON MINERALS LIMITED,Materials,False,87968944,0,ASO,28321076
1986-11-13,ASTRAL RESOURCES NL,Materials,False,37262959,-3.0769230769230798,AAR,36295
1986-08-14,ASTRO RESOURCES NL,Materials,False,14679801,0,ARO,48131
1983-11-11,ASTRON CORPORATION LIMITED,Materials,False,69549766,-3.508771929824545,ATR,54004
1998-10-14,ASX LIMITED,Diversified Financials,False,12831487337,-1.088252832438885,ASX,49480
2006-11-22,ATHENA RESOURCES LIMITED,Materials,False,7834208,-5.555555555555542,AHN,5750168
2022-09-26,ATLANTIC LITHIUM LIMITED,Materials,True,354358871,-8.593750000000009,A11,752624718
2010-01-25,ATLAS ARTERIA,Transportation,False,9430419096,-1.9490254872563701,ALX,22399201
1993-12-31,ATLAS PEARLS LTD,Consumer Durables & Apparel,False,17542742,2.500000000000002,ATP,53974
2020-04-16,ATOMO DIAGNOSTICS LIMITED,Health Care Equipment & Services,False,34253459,-3.225806451612906,AT1,583331349
2018-12-28,ATOMOS LIMITED,Consumer Durables & Apparel,False,30731572,-20.345926263086024,AMS,508616813
2012-07-24,ATRUM COAL LIMITED,Materials,False,9679157,-12.5,ATU,46467469
2021-12-22,ATTURRA LIMITED,Software & Services,False,178489900,3.488372093023259,ATA,691851626
2005-11-16,AUB GROUP LIMITED,Insurance,False,2018426698,-0.8534136546184824,AUB,3582563
1999-02-22,AUCKLAND INTERNATIONAL AIRPORT LIMITED,Transportation,False,9763014038,2.923076923076929,AIA,41465
2005-09-23,AUCKLAND REAL ESTATE TRUST,Real Estate,False,53025819,0,AKL,3160801
2011-08-10,AUCTUS INVESTMENT GROUP LIMITED,Diversified Financials,False,78045777,-10.24390243902438,AVC,35760375
2011-07-06,AUDALIA RESOURCES LIMITED,Materials,False,8305634,0,ACP,35655549
2021-05-18,AUDEARA LIMITED,Consumer Durables & Apparel,False,10549950,3.448275862068969,AUA,653430653
2017-06-30,AUDINATE GROUP LIMITED,Technology Hardware & Equipment,False,648980041,11.40939597315437,AD8,415778133
2004-12-24,AUDIO PIXELS HOLDINGS LIMITED,Consumer Durables & Apparel,False,332801559,-8,AKP,141091
2007-10-29,AUKING MINING LIMITED,Materials,False,13552026,19.04761904761905,AKN,8802066
2011-12-07,AUMAKE LIMITED.,Retailing,False,4628682,0,AUK,39706329
2006-05-30,AURA ENERGY LIMITED,Energy,False,140595401,1.8518518518518534,AEE,651782993
2007-05-08,AURELIA METALS LIMITED,Materials,False,129930908,-9.090909090909086,AMI,7308393
2021-02-12,AURIC MINING LIMITED,Materials,False,8171894,-11.111111111111104,AWJ,631372012
2001-03-15,AURIS MINERALS LIMITED,Materials,False,10009145,0,AUR,210440
2010-11-22,AURIZON HOLDINGS LIMITED,Transportation,False,6516092096,0,AZJ,26900786
2011-09-01,AUROCH MINERALS LTD,Materials,False,21895596,-1.6666666666666567,AOU,36099304
2022-05-18,AURORA ENERGY METALS LIMITED,Materials,True,27809143,0,1AE,718659927
2007-12-24,AURORA GLOBAL INCOME TRUST,Not Applic,False,N/A,0,AIB,9114664
2016-08-16,AURORA LABS LIMITED,Capital Goods,False,5708900,-10.810810810810803,A3D,359322891
2021-11-02,AURUM RESOURCES LIMITED,Materials,False,4050000,0,AUE,677893003
2020-12-09,AURUMIN LIMITED,Materials,False,12425945,-11.413043478260866,AUN,624271286
2010-10-21,AUS TIN MINING LTD,Materials,False,14216787,0,ANW,25671908
1989-05-03,AUSCANN GROUP HOLDINGS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",False,N/A,0,AC8,35330405
2009-12-16,AUSGOLD LIMITED,Materials,False,91326354,2.3255813953488396,AUC,21723893
2009-03-31,AUSMON RESOURCES LIMITED,Materials,False,6307625,0,AOA,17924579
2003-11-25,AUSQUEST LIMITED,Materials,False,14027537,-5.555555555555542,AQD,47369
2020-10-16,AUSSIE BROADBAND LIMITED,Telecommunication Services,False,551383440,4.888888888888883,ABB,619934150
1998-12-08,AUSTAL LIMITED,Capital Goods,False,857603825,6.1135371179039355,ASB,48693
2003-03-17,AUSTCHINA HOLDINGS LIMITED,Energy,False,12220996,1.3344026738283132e-14,AUH,35544754
2004-09-24,AUSTCO HEALTHCARE LIMITED,Health Care Equipment & Services,False,33328994,4.3478260869565135,AHC,272772
2004-03-09,AUSTIN ENGINEERING LIMITED,Capital Goods,False,206513370,5.797101449275368,ANG,45603
2011-07-06,AUSTIN METALS LIMITED,Materials,False,6095248,-14.285714285714286,AYT,35504349
1986-07-24,AUSTPAC RESOURCES NL,Materials,False,N/A,0,APG,46706
1997-04-18,AUSTRAL GOLD LIMITED,Materials,False,22043209,-16.279069767441847,AGD,92553
2021-11-03,AUSTRAL RESOURCES AUSTRALIA LTD,Materials,False,89903362,12.121212121212116,AR1,680464676
2021-05-13,AUSTRALASIAN METALS LIMITED,Materials,False,12769521,-12.727272727272737,A8G,649953818
1969-09-30,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,Banks,False,76841040401,0.03871467286102038,ANZ,46090
2011-09-19,AUSTRALIA UNITED MINING LIMITED,Materials,False,7370310,0,AYM,34969081
2001-08-10,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,"Food, Beverage & Tobacco",False,1069910976,-3.013698630136983,AAC,35993
2004-01-07,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,"Food, Beverage & Tobacco",False,6712188,-4.347826086956526,AAP,233126
2021-12-06,AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED,Diversified Financials,False,31586104,-11.290322580645153,ABE,689403449
2021-05-14,AUSTRALIAN CLINICAL LABS LIMITED,Health Care Equipment & Services,False,700364032,1.7241379310344842,ACL,656176731
2006-06-30,AUSTRALIAN DAIRY NUTRITIONALS GROUP,"Food, Beverage & Tobacco",False,34303498,-15.94202898550725,AHF,4950136
2002-12-17,AUSTRALIAN ETHICAL INVESTMENT LIMITED,Diversified Financials,False,513609221,-10.038610038610031,AEF,508120065
2015-05-22,AUSTRALIAN FINANCE GROUP LTD,Banks,False,449980089,-3.1428571428571392,AFG,88582259
1962-06-30,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,Not Applic,False,8933567723,-0.5471956224350089,AFI,40074
2021-01-20,AUSTRALIAN GOLD AND COPPER LTD,Materials,False,6500000,3.030303030303033,AGC,631723466
2001-09-28,AUSTRALIAN MINES LIMITED,Materials,False,30935114,-5.797101449275367,AUZ,54697
1999-12-17,AUSTRALIAN PACIFIC COAL LIMITED,Materials,False,102456731,-18.75,AQC,272937
2011-12-20,AUSTRALIAN POTASH LIMITED,Materials,False,26774806,-4.761904761904766,APC,36368870
2021-07-01,AUSTRALIAN RARE EARTHS LIMITED,Materials,False,43381904,-1.4705882352941189,AR3,661375852
2007-10-22,AUSTRALIAN SILICA QUARTZ GROUP LTD,Materials,False,17706264,1.5873015873015888,ASQ,8515119
2020-07-30,AUSTRALIAN STRATEGIC MATERIALS LIMITED,Materials,False,295919048,16.66666666666666,ASM,607150919
1974-01-01,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,Not Applic,False,1172224881,-0.5376344086021582,AUI,54480
2016-06-20,AUSTRALIAN UNITY OFFICE FUND,Real Estate,False,210410799,4.838709677419359,AOF,352106310
2007-02-21,AUSTRALIAN VANADIUM LIMITED,Materials,False,139766716,-8.108108108108098,AVL,6379050
1992-03-26,AUSTRALIAN VINTAGE LTD,"Food, Beverage & Tobacco",False,165478208,0,AVG,200432
2016-07-25,AUSTRALIS OIL & GAS LIMITED,Energy,False,43931870,0,ATS,357032700
1994-09-19,AUSWIDE BANK LTD,Banks,False,258221560,-1.5544041450777177,ABA,283903
2005-09-21,AUTECO MINERALS LTD,Materials,False,88916961,4.545454545454549,AUT,3145467
2016-11-16,AUTOSPORTS GROUP LIMITED.,Retailing,False,402000000,-1.960784313725492,ASG,371017435
2015-05-11,AVA RISK GROUP LIMITED,Technology Hardware & Equipment,False,48528780,2.564102564102566,AVA,88049239
2021-12-17,AVADA GROUP LIMITED,Commercial & Professional Services,False,61545421,-4.545454545454549,AVD,689630175
1993-08-09,AVECHO BIOTECHNOLOGY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,16540824,-9.999999999999993,AVE,232083
2006-10-10,AVENIRA LIMITED,Materials,False,13390687,0,AEV,5366753
2013-01-09,AVIRA RESOURCES LTD,Materials,False,6401370,-14.285714285714286,AVW,52305562
2020-06-24,AVITA MEDICAL INC.,"Pharmaceuticals, Biotechnology & Life Sciences",False,190234855,0.327868852459024,AVH,71433
1994-01-27,AVJENNINGS LIMITED,Consumer Durables & Apparel,False,176710367,0,AVJ,55093
