api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/B000403.json,False,,,,,1939-10-06,1,,,,,Douglas,M,3101,,400023,14605,B000403,,False,Bereuter,2013-04-12 20:12:01 -0400,,K.,,ocd-division/country:us/state:ne/cd:1,,R,,,12,Rep.,NE,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000410.json,False,,,,1592,1941-04-15,26,,,,,Howard,M,0626,,400025,15004,B000410,,False,Berman,2016-05-03 15:22:14 -0400,,L.,,ocd-division/country:us/state:ca/cd:26,,D,,,8,Rep.,CA,,Representative,,,RepHowardBerman,,,RepHowardBerman
https://api.propublica.org/congress/v1/members/B000431.json,False,,,,,1921-03-27,4,,,,,Tom,M,0104,,401417,11000,B000431,,False,Bevill,2013-04-12 20:11:58 -0400,,,,ocd-division/country:us/state:al/cd:4,,D,,,24,Rep.,AL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000462.json,False,,,,,1938-05-19,1,,,,,James,M,3201,,401446,15402,B000462,,False,Bilbray,2013-04-12 20:11:57 -0400,,H.,,ocd-division/country:us/state:nv/cd:1,,D,,,4,Rep.,NV,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000463.json,False,,,,,1930-07-16,9,,,,,Michael,M,1209,,400028,15005,B000463,,False,Bilirakis,2013-04-12 20:12:02 -0400,,,,ocd-division/country:us/state:fl/cd:9,,R,,,8,Rep.,FL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000551.json,True,,,,,1928-02-14,At-Large,,,,,Ben,,6698,,401526,15261,B000551,,False,Blaz,2013-04-12 20:11:55 -0400,,Garrido,,ocd-division/country:us/state:gu/cd:79,,R,,,6,Del.,GU,,Delegate,,,,,,
https://api.propublica.org/congress/v1/members/B000556.json,False,,,,,1932-01-28,3,,,,,Tom,M,5103,,400571,14802,B000556,,False,Bliley,2013-04-12 20:11:59 -0400,,,,ocd-division/country:us/state:va/cd:3,,R,,,10,Rep.,VA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000586.json,False,,,,,1936-09-28,25,,,,,Sherwood,M,3625,,400035,15006,B000586,,False,Boehlert,2013-04-12 20:12:02 -0400,,L.,,ocd-division/country:us/state:ny/cd:25,,R,,,8,Rep.,NY,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000592.json,False,,,,,1916-03-13,2,,,,,Corinne,F,2202,,401560,14067,B000592,,False,Boggs,2013-04-12 20:11:54 -0400,,Claiborne,,ocd-division/country:us/state:la/cd:2,,D,,,18,Rep.,LA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000619.json,False,,,,,1945-06-06,12,,,,,David,M,2612,,400527,14407,B000619,,False,Bonior,2013-04-12 20:12:00 -0400,,E.,,ocd-division/country:us/state:mi/cd:12,,D,,,14,Rep.,MI,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000644.json,False,,,,,1948-10-20,3,,,,,Robert,M,4203,,400542,15007,B000644,,False,Borski,2013-04-12 20:12:00 -0400,,A.,,ocd-division/country:us/state:pa/cd:3,,D,,,8,Rep.,PA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000648.json,False,,,,,1946-07-28,1,,,,,Douglas,,0601,,401612,15008,B000648,,False,Bosco,2013-04-12 20:11:54 -0400,,Harry,,ocd-division/country:us/state:ca/cd:1,,D,,,8,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000657.json,False,,,,6736,1946-08-01,9,,,,,Rick,M,5109,/m/01_k5m,400043,15009,B000657,,False,Boucher,2016-06-14 16:26:01 -0400,,,,ocd-division/country:us/state:va/cd:9,,D,,,8,Rep.,VA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000711.json,False,,,,2470,1940-11-11,6,,senatorboxer,,,Barbara,F,0606,/m/01c1n5,300011,15011,B000711,,False,Boxer,2016-06-30 13:52:07 -0400,,,,ocd-division/country:us/state:ca/cd:6,,D,,https://www.boxer.senate.gov/rss/?p=release,8,Rep.,CA,,Representative,,,SenatorBoxer,https://www.boxer.senate.gov,,SenatorBoxer
https://api.propublica.org/congress/v1/members/B000798.json,False,,,,,1934-11-02,1,,,,,Joseph,M,2301,,401755,15403,B000798,,False,Brennan,2013-04-12 20:11:54 -0400,,Edward,,ocd-division/country:us/state:me/cd:1,,D,,,4,Rep.,ME,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000880.json,False,,,,,1922-12-18,9,,,,,Jack,M,4809,,401837,1077,B000880,,False,Brooks,2013-04-12 20:11:57 -0400,,B.,,ocd-division/country:us/state:tx/cd:9,,D,,,38,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000890.json,False,,,,,1922-04-28,18,,,,,William,M,2618,,401847,1087,B000890,,False,Broomfield,2013-04-12 20:11:55 -0400,,S.,,ocd-division/country:us/state:mi/cd:18,,R,,,34,Rep.,MI,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000897.json,False,,,,,1943-01-15,3,,,,,Glen,M,0103,,401854,15635,B000897,,False,Browder,2013-04-12 20:11:58 -0400,,,,ocd-division/country:us/state:al/cd:3,,D,,,2,Rep.,AL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000918.json,False,,,,,1920-03-06,36,,,,,George,M,0636,,400572,10573,B000918,,False,Brown,2013-04-12 20:11:59 -0400,,E.,,ocd-division/country:us/state:ca/cd:36,,D,,,26,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000919.json,False,,,,,1940-02-12,4,,,,,Hank,M,0804,,401874,14803,B000919,,False,Brown,2013-04-12 20:11:55 -0400,,,,ocd-division/country:us/state:co/cd:4,,R,,,10,Rep.,CO,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000971.json,False,,,,,1944-03-25,19,,,,,Terry,,1719,,401923,15205,B000971,,False,Bruce,2013-04-12 20:11:55 -0400,,Lee,,ocd-division/country:us/state:il/cd:19,,D,,,6,Rep.,IL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000997.json,False,,,,,1947-02-22,5,,,,,John,M,4805,,401947,15012,B000997,,False,Bryant,2013-04-12 20:11:58 -0400,,W.,,ocd-division/country:us/state:tx/cd:5,,D,,,8,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B001036.json,False,,,,,1940-06-04,2,,,,,John,M,2902,,401986,15404,B001036,,False,Buechner,2013-04-12 20:11:54 -0400,,William,,ocd-division/country:us/state:mo/cd:2,,R,,,4,Rep.,MO,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B001066.json,False,,,,1457,1931-10-23,4,,,,,Jim,M,2104,/m/0lbm2,300014,15405,B001066,,False,Bunning,2016-06-14 16:26:03 -0400,,,,ocd-division/country:us/state:ky/cd:4,,R,,,4,Rep.,KY,,Representative,,,,,,SenJimBunning
https://api.propublica.org/congress/v1/members/B001149.json,False,,,,,1938-06-21,6,,,,,Dan,M,1806,/m/022r4p,400055,15013,B001149,,False,Burton,2016-06-14 16:26:04 -0400,,,,ocd-division/country:us/state:in/cd:6,,R,,,8,Rep.,IN,,Representative,,,RepDanBurton,,,CongressmanDanBurton
https://api.propublica.org/congress/v1/members/B001172.json,False,,,,,1935-04-08,23,,,,,Albert,M,4823,,402114,15206,B001172,,False,Bustamante,2013-04-12 20:11:55 -0400,,Garza,,ocd-division/country:us/state:tx/cd:23,,D,,,6,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B001220.json,False,,,,,1932-07-27,6,,,,,Beverly,F,2406,,402159,14608,B001220,,False,Byron,2013-04-12 20:11:55 -0400,,Barton Butcher,,ocd-division/country:us/state:md/cd:6,,D,,,12,Rep.,MD,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000052.json,False,,,,,1932-09-11,1,,,,,Sonny,,0101,,400500,15207,C000052,,False,Callahan,2013-04-12 20:12:00 -0400,,,,ocd-division/country:us/state:al/cd:1,,R,,,6,Rep.,AL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000100.json,False,,,,,1952-08-14,12,,,,,Tom,M,0612,,400573,15601,C000100,,False,Campbell,2013-04-12 20:11:59 -0400,,,,ocd-division/country:us/state:ca/cd:12,,R,,,2,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000077.json,False,,,,,1933-04-13,3,,,,,Ben,M,0803,,300017,15406,C000077,,False,Campbell,2013-04-12 20:11:59 -0400,,Nighthorse,,ocd-division/country:us/state:co/cd:3,,D,,,4,Rep.,CO,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000141.json,False,,,N00001955,4004,1943-10-05,3,,senatorbencardin,,,Benjamin,M,2403,/m/025k3k,400064,15408,C000141,,False,Cardin,2019-01-06 15:21:06 -0500,,L.,,ocd-division/country:us/state:md/cd:3,,D,,,4,Rep.,MD,,Representative,,,SenatorCardin,https://www.cardin.senate.gov,26888,senatorcardin
https://api.propublica.org/congress/v1/members/C000174.json,True,,,N00012508,663,1947-01-23,At-Large,,tomcarper,,,Thomas,M,1000,/m/01xw7t,300019,15015,C000174,,False,Carper,2019-11-18 02:30:22 -0500,,R.,,ocd-division/country:us/state:de/cd:1,,D,,https://www.carper.senate.gov/public/?a=RSS.Feed,8,Rep.,DE,,Representative,,,SenatorCarper,https://www.carper.senate.gov/public,22421,senatorcarper
https://api.propublica.org/congress/v1/members/C000178.json,False,,,,,1943-03-27,6,,,,,Bob,M,2606,,402325,14210,C000178,,False,Carr,2013-04-12 20:11:57 -0400,,,,ocd-division/country:us/state:mi/cd:6,,D,,,14,Rep.,MI,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000293.json,False,,,,,1942-07-13,8,,,,,Rodney,,5308,,402435,15015,C000293,,False,Chandler,2013-04-12 20:11:55 -0400,,Dennis,,ocd-division/country:us/state:wa/cd:8,,R,,,8,Rep.,WA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000312.json,False,,,,,1945-03-08,1,,,,,Jim,M,4801,,402454,15242,C000312,,False,Chapman,2013-04-12 20:11:58 -0400,,,,ocd-division/country:us/state:tx/cd:1,,D,,,6,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000344.json,True,,,,,1941-01-30,At-Large,,,,,Richard,M,5600,,402484,14611,C000344,,False,Cheney,2013-04-12 20:11:54 -0400,,Bruce,,ocd-division/country:us/state:wy/cd:1,,R,,,12,Rep.,WY,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000462.json,False,,,,,1917-06-12,11,,,,,James,M,3711,,402600,15016,C000462,,False,Clarke,2013-04-12 20:11:54 -0400,,McClure,,ocd-division/country:us/state:nc/cd:11,,D,,,6,Rep.,NC,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000488.json,False,,,,,1931-04-30,1,,,,,William,M,2901,,402626,12009,C000488,,False,Clay,2013-04-12 20:12:00 -0400,,,,ocd-division/country:us/state:mo/cd:1,,D,,,22,Rep.,MO,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000503.json,False,,,,,1943-09-23,5,,,,,Bob,M,4705,,400548,15449,C000503,,False,Clement,2013-04-12 20:12:00 -0400,,,,ocd-division/country:us/state:tn/cd:5,,D,,,4,Rep.,TN,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000523.json,False,,,,,1929-04-04,23,,,,,William,M,4223,,402657,14612,C000523,,False,Clinger,2017-11-29 06:35:52 -0500,,F.,,ocd-division/country:us/state:pa/cd:23,,R,,,12,Rep.,PA,Jr.,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000556.json,False,,,,6961,1931-03-18,6,,HowardCoble6,,,Howard,M,3706,/m/0263k5,400076,15092,C000556,,False,Coble,2016-06-14 16:27:36 -0400,,,,ocd-division/country:us/state:nc/cd:6,,R,,,6,Rep.,NC,,Representative,,,HowardCoble,http://coble.house.gov,,
https://api.propublica.org/congress/v1/members/C000581.json,False,,,,,1942-06-15,15,,,,,Anthony,M,0615,,402710,14613,C000581,,False,Coelho,2013-04-12 20:11:54 -0400,,Lee,,ocd-division/country:us/state:ca/cd:15,,D,,,12,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000618.json,False,,,,,1943-05-29,6,,,,,Earl,M,2906,,402747,14410,C000618,,False,Coleman,2013-04-12 20:11:55 -0400,,Thomas,,ocd-division/country:us/state:mo/cd:6,,R,,,14,Rep.,MO,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000621.json,False,,,,,1941-11-29,16,,,,,Ronald,M,4816,,402750,15017,C000621,,False,Coleman,2013-04-12 20:11:58 -0400,,D.,,ocd-division/country:us/state:tx/cd:16,,D,,,8,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000634.json,False,,,,1965,1931-09-24,7,,,,,Cardiss,F,1707,,402763,14068,C000634,,False,Collins,2013-04-12 20:11:58 -0400,,,,ocd-division/country:us/state:il/cd:7,,D,,,18,Rep.,IL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000653.json,False,,,,,1945-03-20,19,,,,,Larry,M,4819,,400079,15210,C000653,,False,Combest,2013-04-12 20:12:01 -0400,,,,ocd-division/country:us/state:tx/cd:19,,R,,,6,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000670.json,False,,,,,1948-04-21,15,,,,,Gary,M,0615,,400505,15638,C000670,,False,Condit,2013-04-12 20:12:00 -0400,,,,ocd-division/country:us/state:ca/cd:15,,D,,,2,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000709.json,False,,,,,1921-11-09,1,,,,,Silvio,,2501,,402833,2009,C000709,,False,Conte,2013-04-12 20:11:55 -0400,,Ottavio,,ocd-division/country:us/state:ma/cd:1,,R,,,32,Rep.,MA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000714.json,False,,,N00004029,1824,1929-05-16,1,,CongressmanConyers,,,John,M,2601,/m/02hy5d,400080,10713,C000714,,False,Conyers,2017-11-29 06:35:52 -0500,,,,ocd-division/country:us/state:mi/cd:1,,D,,,26,Rep.,MI,Jr.,Representative,,,RepJohnConyers,https://conyers.house.gov/,26904,JCMI14
https://api.propublica.org/congress/v1/members/C000754.json,False,,,N00003132,1201,1954-06-19,4,,JimCooper,,,Jim,M,4704,/m/03tm2p,400081,15019,C000754,,False,Cooper,2021-03-02 02:35:29 -0500,,,,ocd-division/country:us/state:tn/cd:4,,D,,https://cooper.house.gov/rss.xml,8,Rep.,TN,,Representative,,,RepJimCooper,https://cooper.house.gov,48891,RepJimCooper
https://api.propublica.org/congress/v1/members/C000794.json,False,,,,6352,1949-09-25,21,,,,,Jerry,M,1721,,400082,15452,C000794,,False,Costello,2016-05-03 15:22:15 -0400,,F.,,ocd-division/country:us/state:il/cd:21,,D,,,4,Rep.,IL,,Representative,,,jerrycostello,,,
https://api.propublica.org/congress/v1/members/C000807.json,False,,,,,1929-04-11,13,,,,,Robert,M,4213,,402926,12010,C000807,,False,Coughlin,2013-04-12 20:11:55 -0400,,Lawrence,,ocd-division/country:us/state:pa/cd:13,,R,,,22,Rep.,PA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000809.json,False,,,,,1941-10-14,12,,,,,James,M,3412,,402928,14614,C000809,,False,Courter,2013-04-12 20:11:54 -0400,,Andrew,,ocd-division/country:us/state:nj/cd:12,,R,,,12,Rep.,NJ,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000823.json,False,,,,,1922-01-01,4,,,,,William,M,0104,,402941,11010,C000823,,False,Cowger,2013-04-12 20:11:44 -0400,,Owen,,ocd-division/country:us/state:al/cd:4,,D,,,24,Rep.,AL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000830.json,False,,,,,1952-10-16,40,,,,,Christopher,M,0640,,400083,15602,C000830,,False,Cox,2013-04-12 20:12:02 -0400,,,,ocd-division/country:us/state:ca/cd:40,,R,,,2,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000846.json,False,,,,,1936-08-24,14,,,,,William,M,4214,,400543,14808,C000846,,False,Coyne,2013-04-12 20:12:00 -0400,,J.,,ocd-division/country:us/state:pa/cd:14,,D,,,10,Rep.,PA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000858.json,False,,,,,1945-07-20,1,,,,,Larry,M,1601,,300029,14809,C000858,,False,Craig,2013-04-12 20:12:01 -0400,,E.,,ocd-division/country:us/state:id/cd:1,,R,,,10,Rep.,ID,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000873.json,False,,,,,1930-11-03,12,,,,,Philip,M,1712,,400085,12041,C000873,,False,Crane,2013-04-12 20:12:01 -0400,,M.,,ocd-division/country:us/state:il/cd:12,,R,,,22,Rep.,IL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000919.json,False,,,,,1909-08-10,13,,,,,George,M,2613,,403031,14681,C000919,,False,Crockett,2013-04-12 20:11:54 -0400,,William,,ocd-division/country:us/state:mi/cd:13,,D,,,12,Rep.,MI,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000044.json,False,,,,,1929-09-22,39,,,,,William,M,0639,,403184,14616,D000044,,False,Dannemeyer,2013-04-12 20:11:55 -0400,,Edwin,,ocd-division/country:us/state:ca/cd:39,,R,,,12,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000051.json,False,,,,,1943-11-22,7,,,,,George,M,1307,,403190,15084,D000051,,False,Darden,2013-04-12 20:11:57 -0400,,,,ocd-division/country:us/state:ga/cd:7,,D,,,8,Rep.,GA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000131.json,False,,,,,1932-07-31,11,,,,,Robert,M,2611,,403266,14618,D000131,,False,Davis,2013-04-12 20:11:55 -0400,,William,,ocd-division/country:us/state:mi/cd:11,,R,,,12,Rep.,MI,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000203.json,False,,,,,1927-09-22,15,,,,,Eligio,M,4815,,403308,10716,D000203,,False,de la Garza,2013-04-12 20:11:59 -0400,,'Kiki',,ocd-division/country:us/state:tx/cd:15,,D,,,26,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000209.json,True,,,,,1930-08-02,At-Large,,,,,Ron,M,7898,,403314,14081,D000209,,False,de Lugo,2013-04-12 20:11:58 -0400,,,,ocd-division/country:us/state:vi/cd:79,,D,,,16,Del.,VI,,Delegate,,,,,,
https://api.propublica.org/congress/v1/members/D000191.json,False,,,N00007781,6068,1947-05-27,4,,RepPeterDeFazio,,,Peter,M,4104,/m/033ttx,400100,15410,D000191,,False,DeFazio,2021-03-02 02:35:31 -0500,,A.,,ocd-division/country:us/state:or/cd:4,,D,,https://defazio.house.gov/rss.xml,4,Rep.,OR,,Representative,,,RepPeterDeFazio,https://defazio.house.gov,27037,PeterDeFazio
https://api.propublica.org/congress/v1/members/D000217.json,False,,,,,1947-04-08,22,,,,,Thomas,M,4822,,400104,15211,D000217,,False,DeLay,2013-04-12 20:12:02 -0400,,Dale,,ocd-division/country:us/state:tx/cd:22,,R,,,6,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000222.json,False,,,,,1935-11-24,8,,,,,Ronald,M,0608,,403364,13011,D000222,,False,Dellums,2013-04-12 20:11:59 -0400,,V.,,ocd-division/country:us/state:ca/cd:8,,D,,,20,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000267.json,False,,,,,1936-09-30,3,,,,,Butler,M,4503,,403403,14212,D000267,,False,Derrick,2013-04-12 20:11:57 -0400,,C.,,ocd-division/country:us/state:sc/cd:3,,D,,,16,Rep.,SC,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000294.json,False,,,,,1947-01-05,7,,,,,Michael,M,3907,,300033,15019,D000294,,False,DeWine,2013-04-12 20:12:00 -0400,,,,ocd-division/country:us/state:oh/cd:7,,R,,,8,Rep.,OH,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000326.json,False,,,,,1925-06-05,2,,,,,William,M,0102,,403446,10717,D000326,,False,Dickinson,2013-04-12 20:11:55 -0400,,Louis,,ocd-division/country:us/state:al/cd:2,,R,,,26,Rep.,AL,,Representative,,,,,,
