"symbol","action","fullName","firstName","lastName","amount","asset","assetType","disclosureYear","disclosureDate","transactionDate","url"
"WFC","purchase","A. Mitchell Mcconnell, Jr.","A.","Mcconnell","$1,001 - $15,000","Wells Fargo &amp; Company","Stock","2018","2018-05-15","2017-09-07","https://efdsearch.senate.gov/search/view/ptr/044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0/"
"WFC","purchase","A. Mitchell Mcconnell, Jr.","A.","Mcconnell","$1,001 - $15,000","Wells Fargo &amp; Company","Stock","2018","2018-05-15","2017-12-05","https://efdsearch.senate.gov/search/view/ptr/044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0/"
"WFC","purchase","A. Mitchell Mcconnell, Jr.","A.","Mcconnell","$1,001 - $15,000","Wells Fargo &amp; Company","Stock","2018","2018-05-15","2018-03-05","https://efdsearch.senate.gov/search/view/ptr/044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0/"
"--","sale_partial","A. Mitchell Mcconnell, Jr.","A.","Mcconnell","$50,001 - $100,000","IR-Ingersoll-Rand Plc","Stock","2017","2017-05-15","2016-06-09","https://efdsearch.senate.gov/search/view/ptr/43b7eaea-8886-47c7-ae19-f714dacbd020/"
"--","sale_partial","A. Mitchell Mcconnell, Jr.","A.","Mcconnell","$50,001 - $100,000","IR-Ingersoll-Rand Plc","Stock","2017","2017-05-15","2017-02-02","https://efdsearch.senate.gov/search/view/ptr/43b7eaea-8886-47c7-ae19-f714dacbd020/"
"--","sale_full","A. Mitchell Mcconnell, Jr.","A.","Mcconnell","$15,001 - $50,000","AMCP Security Holdings, L.P. Incentive Units (parent of Centerra)","Stock","2017","2017-05-15","2017-04-21","https://efdsearch.senate.gov/search/view/ptr/43b7eaea-8886-47c7-ae19-f714dacbd020/"
"N/A","n_a","Angus S King","Angus","King","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2013","2013-12-17","2013-12-17","https://efdsearch.senate.gov/search/view/paper/8D232180-CE81-4C39-BDA5-1A345C505E45/"
"N/A","n_a","Angus S King","Angus","King","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2013","2013-11-18","2013-11-18","https://efdsearch.senate.gov/search/view/paper/8B64E243-C73D-4EDC-8D10-699398F2779B/"
"N/A","n_a","Angus S King","Angus","King","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2013","2013-09-24","2013-09-24","https://efdsearch.senate.gov/search/view/paper/B58C9612-723D-4CEA-BC7F-D2BB4065884A/"
"N/A","n_a","Angus S King","Angus","King","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2013","2013-08-26","2013-08-26","https://efdsearch.senate.gov/search/view/paper/8F0B7330-A2B0-4ED8-846A-6F6E9359F539/"
"N/A","n_a","Angus S King","Angus","King","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2013","2013-07-22","2013-07-22","https://efdsearch.senate.gov/search/view/paper/00181DE2-0AC3-4373-9C2C-27A9C8D5DB59/"
"N/A","n_a","Angus S King","Angus","King","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2013","2013-06-25","2013-06-25","https://efdsearch.senate.gov/search/view/paper/06E9EBFA-2408-4B5F-A590-12A64AAC0726/"
"N/A","n_a","Angus S King","Angus","King","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2013","2013-05-20","2013-05-20","https://efdsearch.senate.gov/search/view/paper/DA7BA83D-8E5F-407C-8CC5-371EFB31E672/"
"N/A","n_a","Angus S King","Angus","King","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2013","2013-03-07","2013-03-07","https://efdsearch.senate.gov/search/view/paper/14807EF1-E8A5-4359-9E80-BA14537E03B0/"
"--","sale_full","Angus S King, Jr.","Angus","King","$15,001 - $50,000","MAINE ST HSG AUTH REV BOND <div class=""text-muted""><em>Rate/Coupon:</em> 1.70%<br> <em>Matures:</em> 11/15/2021</div>","Municipal Security","2021","2021-07-28","2021-06-10","https://efdsearch.senate.gov/search/view/ptr/ebdeed3c-9789-4bae-acc4-298448c28344/"
"ADBE","purchase","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Adobe Inc.","Stock","2021","2021-07-28","2021-06-24","https://efdsearch.senate.gov/search/view/ptr/ebdeed3c-9789-4bae-acc4-298448c28344/"
"TMO","purchase","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Thermo Fisher Scientific Inc.","Stock","2021","2021-07-28","2021-06-24","https://efdsearch.senate.gov/search/view/ptr/ebdeed3c-9789-4bae-acc4-298448c28344/"
"--","sale_full","Angus S King, Jr.","Angus","King","$15,001 - $50,000","MAINE STATE HSG AUTH REV <div class=""text-muted""><em>Rate/Coupon:</em> 2.60%<br> <em>Matures:</em> 11/15/2022</div>","Municipal Security","2020","2020-10-07","2020-09-28","https://efdsearch.senate.gov/search/view/ptr/9054bb2c-2d54-4ea8-adef-f982a54ecd7a/"
"COP","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","ConocoPhillips","Stock","2020","2020-09-16","2020-08-18","https://efdsearch.senate.gov/search/view/ptr/1de8728d-7085-4ddc-8275-d10d2684ff60/"
"XOM","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Exxon Mobil Corporation","Stock","2020","2020-09-16","2020-08-18","https://efdsearch.senate.gov/search/view/ptr/1de8728d-7085-4ddc-8275-d10d2684ff60/"
"SLB","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Schlumberger Limited","Stock","2020","2020-09-16","2020-08-18","https://efdsearch.senate.gov/search/view/ptr/1de8728d-7085-4ddc-8275-d10d2684ff60/"
"VZ","purchase","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Verizon Communications Inc.","Stock","2020","2020-09-16","2020-08-18","https://efdsearch.senate.gov/search/view/ptr/1de8728d-7085-4ddc-8275-d10d2684ff60/"
"--","purchase","Angus S King, Jr.","Angus","King","$15,001 - $50,000","ME Muni Bond Waterville ME GO <div class=""text-muted""><em>Rate/Coupon:</em> 2.0%<br> <em>Matures:</em> 10/01/2023</div>","Municipal Security","2019","2019-10-21","2019-09-10","https://efdsearch.senate.gov/search/view/ptr/aae3bfc5-4f9c-4f5d-abf9-2128847ebcab/"
"CMCSA","purchase","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Comcast Corporation","Stock","2019","2019-08-26","2019-07-23","https://efdsearch.senate.gov/search/view/ptr/585f17d0-8851-4a92-8e8f-8ccf71dc7b1c/"
"WAT","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Waters Corporation","Stock","2019","2019-08-26","2019-07-23","https://efdsearch.senate.gov/search/view/ptr/585f17d0-8851-4a92-8e8f-8ccf71dc7b1c/"
"--","purchase","Angus S King, Jr.","Angus","King","$15,001 - $50,000","MAINE ST HSG AUTH REV BOND <div class=""text-muted""><em>Rate/Coupon:</em> 1.70%<br> <em>Matures:</em> 11/15/2021</div>","Municipal Security","2019","2019-06-17","2019-05-16","https://efdsearch.senate.gov/search/view/ptr/8b901467-872e-4963-96fa-a5cef2760fa2/"
"AXP","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","American Express Company","Stock","2019","2019-02-26","2019-01-10","https://efdsearch.senate.gov/search/view/ptr/90e20076-4d79-4ee1-a5dd-eaec71eae17a/"
"MKC","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","McCormick &amp; Company, Incorporated","Stock","2019","2019-02-26","2019-01-10","https://efdsearch.senate.gov/search/view/ptr/90e20076-4d79-4ee1-a5dd-eaec71eae17a/"
"UTX","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","United Technologies Corporation","Stock","2019","2019-02-26","2019-01-10","https://efdsearch.senate.gov/search/view/ptr/90e20076-4d79-4ee1-a5dd-eaec71eae17a/"
"AMZN","purchase","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Amazon.com, Inc.","Stock","2019","2019-02-26","2019-01-31","https://efdsearch.senate.gov/search/view/ptr/90e20076-4d79-4ee1-a5dd-eaec71eae17a/"
"SLB","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Schlumberger Limited","Stock","2018","2018-11-26","2018-10-17","https://efdsearch.senate.gov/search/view/ptr/a31f4ed9-2215-4833-9a19-1a30db5a65c5/"
"CB","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Chubb Limited","Stock","2018","2018-09-14","2018-08-28","https://efdsearch.senate.gov/search/view/ptr/c2322abd-2a34-4d51-afb5-d40c60b79262/"
"NKE","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","NIKE, Inc.","Stock","2018","2018-09-14","2018-08-28","https://efdsearch.senate.gov/search/view/ptr/c2322abd-2a34-4d51-afb5-d40c60b79262/"
"GILD","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Gilead Sciences, Inc.","Stock","2018","2018-05-22","2018-04-23","https://efdsearch.senate.gov/search/view/ptr/01cec9aa-793e-407f-9186-4c48160e5278/"
"--","sale_full","Angus S King, Jr.","Angus","King","$15,001 - $50,000","MAINE ST HSG AUTH BOND <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 11/15/2028</div>","Municipal Security","2018","2018-04-16","2018-03-12","https://efdsearch.senate.gov/search/view/ptr/5c15668a-97a0-4959-896a-3d4b5baf7954/"
"--","purchase","Angus S King, Jr.","Angus","King","$15,001 - $50,000","MAINE STATE HSG AUTH <div class=""text-muted""><em>Rate/Coupon:</em> 2.25%<br> <em>Matures:</em> 11/15/2024</div>","Municipal Security","2018","2018-01-22","2017-12-05","https://efdsearch.senate.gov/search/view/ptr/6b243106-441e-4811-bdb5-067dfee76697/"
"--","purchase","Angus S King, Jr.","Angus","King","$15,001 - $50,000","MAINE STATE HSG AUTH <div class=""text-muted""><em>Rate/Coupon:</em> 2.45%<br> <em>Matures:</em> 11/15/2025</div>","Municipal Security","2018","2018-01-22","2017-12-05","https://efdsearch.senate.gov/search/view/ptr/6b243106-441e-4811-bdb5-067dfee76697/"
"NVS","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Novartis AG","Stock","2017","2017-12-20","2017-11-10","https://efdsearch.senate.gov/search/view/ptr/8c37c970-7a72-4821-b02d-bbaef57875dd/"
"PG","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","The Procter &amp; Gamble Company","Stock","2017","2017-12-20","2017-11-17","https://efdsearch.senate.gov/search/view/ptr/8c37c970-7a72-4821-b02d-bbaef57875dd/"
"COP","purchase","Angus S King, Jr.","Angus","King","$1,001 - $15,000","ConocoPhillips","Stock","2017","2017-12-20","2017-11-28","https://efdsearch.senate.gov/search/view/ptr/8c37c970-7a72-4821-b02d-bbaef57875dd/"
"SLB","purchase","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Schlumberger Limited","Stock","2017","2017-12-20","2017-11-28","https://efdsearch.senate.gov/search/view/ptr/8c37c970-7a72-4821-b02d-bbaef57875dd/"
"CSCO","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Cisco Systems, Inc.","Stock","2017","2017-11-13","2017-10-19","https://efdsearch.senate.gov/search/view/ptr/32bf0111-becd-47e8-bc3d-74caf0bd364a/"
"IBM","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","International Business Machines Corporation","Stock","2017","2017-08-28","2017-07-20","https://efdsearch.senate.gov/search/view/ptr/249f20cb-fc6c-4cff-a7ba-5d32e5c2f945/"
"--","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","MAINE HEALTH &amp; HIGH BOND <div class=""text-muted""><em>Rate/Coupon:</em> 4.50%<br> <em>Matures:</em> 07/01/2022</div>","Municipal Security","2017","2017-08-28","2017-07-01","https://efdsearch.senate.gov/search/view/ptr/249f20cb-fc6c-4cff-a7ba-5d32e5c2f945/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","MAINE HEALTH &amp; HIGH BOND <div class=""text-muted""><em>Rate/Coupon:</em> 4.50%<br> <em>Matures:</em> 07/01/2022</div>","Municipal Security","2017","2017-08-28","2017-07-07","https://efdsearch.senate.gov/search/view/ptr/249f20cb-fc6c-4cff-a7ba-5d32e5c2f945/"
"--","sale_full","Angus S King, Jr.","Angus","King","$50,001 - $100,000","ANANIA &amp; ASSOCIATES INVESTMENT CO CLASS B MEMBERSHIP SHARES <div class=""text-muted""> <em>Company:</em> ANANIA &amp; ASSOCIATES INVESTMENT CO LLC &nbsp;(PORTLAND, ME) </div> <div class=""text-muted""><em>Description:</em>&nbsp;VENTURE CAPITAL CORPORATION</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$15,001 - $50,000","SUB-ASSET: MEGA INDUSTRIES LLC <div class=""text-muted""> <em>Company:</em> MEGA INDUSTRIES LLC &nbsp;(GORHAM, ME) </div> <div class=""text-muted""><em>Description:</em>&nbsp;MICROWAVE TECHNOLOGY</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","SUB-ASSET: mWAVE INDUSTRIES LLC <div class=""text-muted""> <em>Company:</em> mWAVE INDUSTRIES LLC &nbsp;(GORHAM, ME) </div> <div class=""text-muted""><em>Description:</em>&nbsp;MICROWAVE ANTENNA MANUFACTURER</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","SUB-ASSET: MCL REALTY LLC <div class=""text-muted""> <em>Company:</em> MCL REALTY LLC &nbsp;(WINDHAM, ME) </div> <div class=""text-muted""><em>Description:</em>&nbsp;INDUSTRIAL REAL ESTATE HOLDING</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","SUB-ASSET: GROW-TECH LLC <div class=""text-muted""> <em>Company:</em> GROW-TECH LLC &nbsp;(PORTLAND, ME) </div> <div class=""text-muted""><em>Description:</em>&nbsp;HORTICULTURAL TECHNOLOGY</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","SUB-ASSET:LIGHTHOUSE IMAGING LLC <div class=""text-muted""> <em>Company:</em> LIGHTHOUSE IMAGING LLC &nbsp;(PORTLAND, ME) </div> <div class=""text-muted""><em>Description:</em>&nbsp;MEDICAL OPTICS ENGINEERING</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","SUB-ASSET: TRAK TEC LLC <div class=""text-muted""> <em>Company:</em> TRAK TEC LLC &nbsp;(WINDHAM, ME) </div> <div class=""text-muted""><em>Description:</em>&nbsp;PRESSURE SENSITIVE LABEL MANUFACTURER</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","SUB-ASSET: ANANIA EUROPE UG <div class=""text-muted""> <em>Company:</em> ANANIA EUROPE UG &nbsp;(SANDHAUSEN, GERMANY) </div> <div class=""text-muted""><em>Description:</em>&nbsp;STRATEGIC MARKETING</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","SUB-ASSET: SYNERGISTIC SOFTWARE SOLUTIONS LLC <div class=""text-muted""> <em>Company:</em> SYNERGISTIC SOFTWARE SOLUTIONS LLC &nbsp;(EDINA, MN) </div> <div class=""text-muted""><em>Description:</em>&nbsp;MANUFACTURING SOFTWARE DEVELOPER</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"--","sale_full","Angus S King, Jr.","Angus","King","$15,001 - $50,000","SUB-ASSET: ELMET TECHNOLOGIES <div class=""text-muted""> <em>Company:</em> ELMET TECHNOLOGIES &nbsp;(LEWISTON, ME) </div> <div class=""text-muted""><em>Description:</em>&nbsp;SPECIALIZED METALS MANUFACTURING</div>","Non-Public Stock","2017","2017-07-20","2017-06-15","https://efdsearch.senate.gov/search/view/ptr/a7674ea9-d5dd-4d57-85a8-c2f943222216/"
"TGT","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Target Corporation","Stock","2017","2017-06-26","2017-05-03","https://efdsearch.senate.gov/search/view/ptr/de110889-435b-4838-94d6-872fed00db5e/"
"DIS","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","The Walt Disney Company","Stock","2017","2017-06-26","2017-05-03","https://efdsearch.senate.gov/search/view/ptr/de110889-435b-4838-94d6-872fed00db5e/"
"--","purchase","Angus S King, Jr.","Angus","King","$15,001 - $50,000","MUNI BOND AUGUSTA ME GO <div class=""text-muted""><em>Rate/Coupon:</em> 2.25%<br> <em>Matures:</em> 10/01/2026</div>","Municipal Security","2017","2017-05-26","2017-04-27","https://efdsearch.senate.gov/search/view/ptr/0cf9047d-6e04-49d6-8bd6-a1044edddd0e/"
"--","purchase","Angus S King, Jr.","Angus","King","$15,001 - $50,000","Maine School Admin GO Bond <div class=""text-muted""><em>Rate/Coupon:</em> 3.00 %<br> <em>Matures:</em> 11/01/2028</div>","Municipal Security","2017","2017-04-18","2017-03-16","https://efdsearch.senate.gov/search/view/ptr/4e7bb61b-4909-40ed-ac1b-b60fc553558f/"
"--","purchase","Angus S King, Jr.","Angus","King","$15,001 - $50,000","Muni Bond Biddeford ME <div class=""text-muted""><em>Rate/Coupon:</em> 3.00 %<br> <em>Matures:</em> 10/01/2028</div>","Municipal Security","2017","2017-03-13","2017-02-07","https://efdsearch.senate.gov/search/view/ptr/2368ffd1-ae27-4cea-bed8-f64f86ce78ca/"
"--","sale_partial","Angus S King, Jr.","Angus","King","$1,001 - $15,000","MAINE STATE HSG AUTHORITY <div class=""text-muted""><em>Rate/Coupon:</em> 4.00%<br> <em>Matures:</em> 11/15/2028</div>","Municipal Security","2016","2016-12-21","2016-11-15","https://efdsearch.senate.gov/search/view/ptr/3d61dcac-c059-494f-9d46-cb7f2a1b0b85/"
"GE","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","General Electric Company","Stock","2016","2016-11-10","2016-10-19","https://efdsearch.senate.gov/search/view/ptr/7dd32f76-2862-421d-b105-84ff6a5e01cd/"
"TEVA","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Teva Pharmaceutical Industries Limited","Stock","2016","2016-11-10","2016-10-19","https://efdsearch.senate.gov/search/view/ptr/7dd32f76-2862-421d-b105-84ff6a5e01cd/"
"EMC","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","EMC Corporation","Stock","2016","2016-08-16","2016-07-14","https://efdsearch.senate.gov/search/view/ptr/feb2697b-73f7-44da-a138-170a71ca0512/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","MAINE STATE HSG AUTHORITY <div class=""text-muted""><em>Rate/Coupon:</em> 3.90%<br> <em>Matures:</em> 11/15/2021</div>","Municipal Security","2016","2016-07-25","2016-06-10","https://efdsearch.senate.gov/search/view/ptr/573bea07-5080-4442-a6c5-d3fedff265da/"
"--","purchase","Angus S King, Jr.","Angus","King","$1,001 - $15,000","MAINE STATE HSG AUTH REV <div class=""text-muted""><em>Rate/Coupon:</em> 1.95%<br> <em>Matures:</em> 11/15/2023</div>","Municipal Security","2016","2016-03-21","2016-02-11","https://efdsearch.senate.gov/search/view/ptr/8113f11a-dcc1-43cf-b7d1-3bb5d1f49cbe/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","MAINE ST HSG AUTH M <div class=""text-muted""><em>Rate/Coupon:</em> 3.45%<br> <em>Matures:</em> 11/15/2017</div>","Municipal Security","2016","2016-03-21","2016-02-22","https://efdsearch.senate.gov/search/view/ptr/8113f11a-dcc1-43cf-b7d1-3bb5d1f49cbe/"
"--","exchange","Angus S King, Jr.","Angus","King","$1,001 - $15,000","CHUBB CORPORATION - CB","Stock","2016","2016-02-17","2016-01-19","https://efdsearch.senate.gov/search/view/ptr/adc06731-9b32-4afc-8f86-b86959e584a5/"
"CB","exchange","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Chubb Limited","Stock","2016","2016-02-17","2016-01-19","https://efdsearch.senate.gov/search/view/ptr/adc06731-9b32-4afc-8f86-b86959e584a5/"
"--","sale_full","Angus S King, Jr.","Angus","King","$15,001 - $50,000","Maine Muni Bond Bank <div class=""text-muted""><em>Rate/Coupon:</em> 4.25%<br> <em>Matures:</em> 11/01/2017</div>","Municipal Security","2016","2016-01-19","2015-12-03","https://efdsearch.senate.gov/search/view/ptr/5cae926b-a941-4bc9-9a06-df2a6452da46/"
"KMI","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Kinder Morgan, Inc.","Stock","2016","2016-01-19","2015-12-16","https://efdsearch.senate.gov/search/view/ptr/5cae926b-a941-4bc9-9a06-df2a6452da46/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","Maine St Hsg Auth Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.20%<br> <em>Matures:</em> 11/15/2020</div>","Municipal Security","2016","2016-01-19","2015-12-28","https://efdsearch.senate.gov/search/view/ptr/5cae926b-a941-4bc9-9a06-df2a6452da46/"
"--","sale_full","Angus S King, Jr.","Angus","King","$1,001 - $15,000","QCOM - Qualcomm Inc","Stock","2015","2015-12-14","2015-11-05","https://efdsearch.senate.gov/search/view/ptr/2da30c4c-254e-4482-83af-afbf6ddbd96e/"
