"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"S001154","Bill Shuster","R","PA","S001154","Committee on Armed Services","member","majority",8
"C001069","Joe Courtney","D","CT","C001069","Committee on Armed Services","member","minority",8
"T000465","Niki Tsongas","D","MA","T000465","Committee on Armed Services","member","minority",9
"C001062","K. Michael Conaway","R","TX","C001062","Committee on Armed Services","member","majority",9
"G000559","John Garamendi","D","CA","G000559","Committee on Armed Services","member","minority",10
"L000564","Doug Lamborn","R","CO","L000564","Committee on Armed Services","member","majority",10
"W000804","Robert J. Wittman","R","VA","W000804","Committee on Armed Services","member","majority",11
"S001175","Jackie Speier","D","CA","S001175","Committee on Armed Services","member","minority",11
"H001048","Duncan D. Hunter","R","CA","H001048","Committee on Armed Services","member","majority",12
"V000131","Marc Veasey","D","TX","V000131","Committee on Armed Services","member","minority",12
"G000571","Tulsi Gabbard","D","HI","G000571","Committee on Armed Services","member","minority",13
"C001077","Mike Coffman","R","CO","C001077","Committee on Armed Services","member","majority",13
"H001053","Vicky Hartzler","R","MO","H001053","Committee on Armed Services","member","majority",14
"O000170","Beto O'Rourke","D","TX","O000170","Committee on Armed Services","member","minority",14
"S001189","Austin Scott","R","GA","S001189","Committee on Armed Services","member","majority",15
"N000188","Donald W. Norcross","D","NJ","N000188","Committee on Armed Services","member","minority",15
"B001274","Mo Brooks","R","AL","B001274","Committee on Armed Services","member","majority",16
"G000574","Ruben Gallego","D","AZ","G000574","Committee on Armed Services","member","minority",16
"C001094","Paul Cook","R","CA","C001094","Committee on Armed Services","member","majority",17
"M001196","Seth Moulton","D","MA","M001196","Committee on Armed Services","member","minority",17
"H001050","Colleen Hanabusa","D","HI","H001050","Committee on Armed Services","member","minority",18
"S001170","Carol Shea-Porter","D","NH","S001170","Committee on Armed Services","member","minority",19
"R000608","Jacky Rosen","D","NV","R000608","Committee on Armed Services","member","minority",20
"B001289","Bradley Byrne","R","AL","B001289","Committee on Armed Services","member","majority",20
"M001200","A. Donald McEachin","D","VA","M001200","Committee on Armed Services","member","minority",21
"G000546","Sam Graves","R","MO","G000546","Committee on Armed Services","member","majority",21
"S001196","Elise Stefanik","R","NY","S001196","Committee on Armed Services","member","majority",22
"C001112","Salud Carbajal","D","CA","C001112","Committee on Armed Services","member","minority",22
"M001197","Martha McSally","R","AZ","M001197","Committee on Armed Services","member","majority",23
"B001304","Anthony Brown","D","MD","B001304","Committee on Armed Services","member","minority",23
"K000387","Steve Knight","R","CA","K000387","Committee on Armed Services","member","majority",24
"M001202","Stephanie Murphy","D","FL","M001202","Committee on Armed Services","member","minority",24
"R000604","Steve Russell","R","OK","R000604","Committee on Armed Services","member","majority",25
"K000389","Ro Khanna","D","CA","K000389","Committee on Armed Services","member","minority",25
"O000171","Tom O'Halleran","D","AZ","O000171","Committee on Armed Services","member","minority",26
"D000616","Scott DesJarlais","R","TN","D000616","Committee on Armed Services","member","majority",26
"S001201","Thomas Suozzi","D","NY","S001201","Committee on Armed Services","member","minority",27
"A000374","Ralph Abraham","R","LA","A000374","Committee on Armed Services","member","majority",27
"P000613","Jimmy Panetta","D","CA","P000613","Committee on Armed Services","member","minority",28
"K000388","Trent Kelly","R","MS","K000388","Committee on Armed Services","member","majority",28
"G000579","Mike Gallagher","R","WI","G000579","Committee on Armed Services","member","majority",29
"G000578","Matt Gaetz","R","FL","G000578","Committee on Armed Services","member","majority",30
"B001298","Don Bacon","R","NE","B001298","Committee on Armed Services","member","majority",31
"B001299","Jim Banks","R","IN","B001299","Committee on Armed Services","member","majority",32
"C001109","Liz Cheney","R","WY","C001109","Committee on Armed Services","member","majority",33
"H001071","Jody Hice","R","GA","H001071","Committee on Armed Services","member","majority",34
"R000604","Steve Russell","R","OK","R000604","Committee on Education and Labor","member","majority",
"B001293","Mike Bishop","R","MI","B001293","Committee on Education and Labor","member","majority",
"S000185","Robert C. Scott","D","VA","S000185","Committee on Education and Labor","member","minority",1
"F000450","Virginia Foxx","R","NC","F000450","Committee on Education and Labor","member","majority",1
"W000795","Joe Wilson","R","SC","W000795","Committee on Education and Labor","member","majority",2
"D000598","Susan A. Davis","D","CA","D000598","Committee on Education and Labor","member","minority",2
"G000551","Raúl M. Grijalva","D","AZ","G000551","Committee on Education and Labor","member","minority",3
"H001048","Duncan D. Hunter","R","CA","H001048","Committee on Education and Labor","member","majority",3
"R000582","Phil Roe","R","TN","R000582","Committee on Education and Labor","member","majority",4
"C001069","Joe Courtney","D","CT","C001069","Committee on Education and Labor","member","minority",4
"F000455","Marcia L. Fudge","D","OH","F000455","Committee on Education and Labor","member","minority",5
"T000467","Glenn Thompson","R","PA","T000467","Committee on Education and Labor","member","majority",5
"W000798","Tim Walberg","R","MI","W000798","Committee on Education and Labor","member","majority",6
"P000598","Jared Polis","D","CO","P000598","Committee on Education and Labor","member","minority",6
"G000558","Brett Guthrie","R","KY","G000558","Committee on Education and Labor","member","majority",7
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Committee on Education and Labor","member","minority",7
"R000592","Todd Rokita","R","IN","R000592","Committee on Education and Labor","member","majority",8
"W000808","Frederica Wilson","D","FL","W000808","Committee on Education and Labor","member","minority",8
"B001278","Suzanne Bonamici","D","OR","B001278","Committee on Education and Labor","member","minority",9
"B001269","Lou Barletta","R","PA","B001269","Committee on Education and Labor","member","majority",9
"M001189","Luke Messer","R","IN","M001189","Committee on Education and Labor","member","majority",10
"T000472","Mark Takano","D","CA","T000472","Committee on Education and Labor","member","minority",10
"B001289","Bradley Byrne","R","AL","B001289","Committee on Education and Labor","member","majority",11
"A000370","Alma Adams","D","NC","A000370","Committee on Education and Labor","member","minority",11
"B001290","David A. Brat","R","VA","B001290","Committee on Education and Labor","member","majority",12
"D000623","Mark DeSaulnier","D","CA","D000623","Committee on Education and Labor","member","minority",12
"G000576","Glenn Grothman","R","WI","G000576","Committee on Education and Labor","member","majority",13
"N000188","Donald W. Norcross","D","NJ","N000188","Committee on Education and Labor","member","minority",13
"S001196","Elise Stefanik","R","NY","S001196","Committee on Education and Labor","member","majority",14
"B001303","Lisa Blunt Rochester","D","DE","B001303","Committee on Education and Labor","member","minority",14
"A000372","Rick Allen","R","GA","A000372","Committee on Education and Labor","member","majority",15
"K000391","Raja Krishnamoorthi","D","IL","K000391","Committee on Education and Labor","member","minority",15
"L000587","Jason Lewis","R","MN","L000587","Committee on Education and Labor","member","majority",16
"S001170","Carol Shea-Porter","D","NH","S001170","Committee on Education and Labor","member","minority",16
"E000297","Adriano Espaillat","D","NY","E000297","Committee on Education and Labor","member","minority",17
"R000607","Francis Rooney","R","FL","R000607","Committee on Education and Labor","member","majority",17
"G000580","Thomas Garrett","R","VA","G000580","Committee on Education and Labor","member","majority",18
"S001199","Lloyd Smucker","R","PA","S001199","Committee on Education and Labor","member","majority",19
"F000465","A. Drew Ferguson","R","GA","F000465","Committee on Education and Labor","member","majority",20
"E000298","Ron Estes","R","KS","E000298","Committee on Education and Labor","member","majority",21
"H001078","Karen Handel","R","GA","H001078","Committee on Education and Labor","member","majority",22
"B001299","Jim Banks","R","IN","B001299","Committee on Education and Labor","member","majority",23
"P000034","Frank Pallone","D","NJ","P000034","Committee on Energy and Commerce","member","minority",1
"W000791","Greg Walden","R","OR","W000791","Committee on Energy and Commerce","member","majority",1
"R000515","Bobby L. Rush","D","IL","R000515","Committee on Energy and Commerce","member","minority",2
"B000213","Joe L. Barton","R","TX","B000213","Committee on Energy and Commerce","member","majority",2
"E000215","Anna G. Eshoo","D","CA","E000215","Committee on Energy and Commerce","member","minority",3
"U000031","Fred Upton","R","MI","U000031","Committee on Energy and Commerce","member","majority",3
"E000179","Eliot L. Engel","D","NY","E000179","Committee on Energy and Commerce","member","minority",4
"S000364","John Shimkus","R","IL","S000364","Committee on Energy and Commerce","member","majority",4
"B001248","Michael C. Burgess","R","TX","B001248","Committee on Energy and Commerce","member","majority",5
"G000410","Gene Green","D","TX","G000410","Committee on Energy and Commerce","member","minority",5
"D000197","Diana DeGette","D","CO","D000197","Committee on Energy and Commerce","member","minority",6
"B001243","Marsha Blackburn","R","TN","B001243","Committee on Energy and Commerce","member","majority",6
"S001176","Steve Scalise","R","LA","S001176","Committee on Energy and Commerce","member","majority",7
"D000482","Mike Doyle","D","PA","D000482","Committee on Energy and Commerce","member","minority",7
"S001145","Jan Schakowsky","D","IL","S001145","Committee on Energy and Commerce","member","minority",8
"L000566","Robert E. Latta","R","OH","L000566","Committee on Energy and Commerce","member","majority",8
"M001159","Cathy McMorris Rodgers","R","WA","M001159","Committee on Energy and Commerce","member","majority",9
"B001251","G. K. Butterfield","D","NC","B001251","Committee on Energy and Commerce","member","minority",9
"M001163","Doris Matsui","D","CA","M001163","Committee on Energy and Commerce","member","minority",10
"H001045","Gregg Harper","R","MS","H001045","Committee on Energy and Commerce","member","majority",10
"L000567","Leonard Lance","R","NJ","L000567","Committee on Energy and Commerce","member","majority",11
"C001066","Kathy Castor","D","FL","C001066","Committee on Energy and Commerce","member","minority",11
"G000558","Brett Guthrie","R","KY","G000558","Committee on Energy and Commerce","member","majority",12
"S001168","John Sarbanes","D","MD","S001168","Committee on Energy and Commerce","member","minority",12
"M001166","Jerry McNerney","D","CA","M001166","Committee on Energy and Commerce","member","minority",13
"O000168","Pete Olson","R","TX","O000168","Committee on Energy and Commerce","member","majority",13
"W000800","Peter Welch","D","VT","W000800","Committee on Energy and Commerce","member","minority",14
"M001180","David McKinley","R","WV","M001180","Committee on Energy and Commerce","member","majority",14
"L000570","Ben Ray Luján","D","NM","L000570","Committee on Energy and Commerce","member","minority",15
"K000378","Adam Kinzinger","R","IL","K000378","Committee on Energy and Commerce","member","majority",15
"G000568","Morgan Griffith","R","VA","G000568","Committee on Energy and Commerce","member","majority",16
"T000469","Paul Tonko","D","NY","T000469","Committee on Energy and Commerce","member","minority",16
"C001067","Yvette D. Clarke","D","NY","C001067","Committee on Energy and Commerce","member","minority",17
"B001257","Gus Bilirakis","R","FL","B001257","Committee on Energy and Commerce","member","majority",17
"L000565","Dave Loebsack","D","IA","L000565","Committee on Energy and Commerce","member","minority",18
"J000292","Bill Johnson","R","OH","J000292","Committee on Energy and Commerce","member","majority",18
"S001180","Kurt Schrader","D","OR","S001180","Committee on Energy and Commerce","member","minority",19
"L000576","Billy Long","R","MO","L000576","Committee on Energy and Commerce","member","majority",19
"B001275","Larry Bucshon","R","IN","B001275","Committee on Energy and Commerce","member","majority",20
"K000379","Joseph P. Kennedy III","D","MA","K000379","Committee on Energy and Commerce","member","minority",20
"C001097","Tony Cárdenas","D","CA","C001097","Committee on Energy and Commerce","member","minority",21
"F000461","Bill Flores","R","TX","F000461","Committee on Energy and Commerce","member","majority",21
"B001284","Susan Brooks","R","IN","B001284","Committee on Energy and Commerce","member","majority",22
"R000599","Raul Ruiz","D","CA","R000599","Committee on Energy and Commerce","member","minority",22
"M001190","Markwayne Mullin","R","OK","M001190","Committee on Energy and Commerce","member","majority",23
"P000608","Scott Peters","D","CA","P000608","Committee on Energy and Commerce","member","minority",23
"D000624","Debbie Dingell","D","MI","D000624","Committee on Energy and Commerce","member","minority",24
"H001067","Richard Hudson","R","NC","H001067","Committee on Energy and Commerce","member","majority",24
"C001092","Chris Collins","R","NY","C001092","Committee on Energy and Commerce","member","majority",25
"C001096","Kevin Cramer","R","ND","C001096","Committee on Energy and Commerce","member","majority",26
"W000798","Tim Walberg","R","MI","W000798","Committee on Energy and Commerce","member","majority",27
"W000820","Mimi Walters","R","CA","W000820","Committee on Energy and Commerce","member","majority",28
"C001106","Ryan Costello","R","PA","C001106","Committee on Energy and Commerce","member","majority",29
"C001103","Buddy Carter","R","GA","C001103","Committee on Energy and Commerce","member","majority",30
"D000615","Jeffrey Duncan","R","SC","D000615","Committee on Energy and Commerce","member","majority",31
"B001284","Susan Brooks","R","IN","B001284","Committee on Ethics","member","majority",1
"D000610","Ted Deutch","D","FL","D000610","Committee on Ethics","member","minority",1
"C001067","Yvette D. Clarke","D","NY","C001067","Committee on Ethics","member","minority",2
"M001158","Kenny Marchant","R","TX","M001158","Committee on Ethics","member","majority",2
"L000567","Leonard Lance","R","NJ","L000567","Committee on Ethics","member","majority",3
"P000598","Jared Polis","D","CO","P000598","Committee on Ethics","member","minority",3
"B001304","Anthony Brown","D","MD","B001304","Committee on Ethics","member","minority",4
"W000820","Mimi Walters","R","CA","W000820","Committee on Ethics","member","majority",4
"C001068","Steve Cohen","D","TN","C001068","Committee on Ethics","member","minority",5
"W000187","Maxine Waters","D","CA","W000187","Committee on Financial Services","member","minority",1
"H001036","Jeb Hensarling","R","TX","H001036","Committee on Financial Services","member","majority",1
"K000210","Peter T. King","R","NY","K000210","Committee on Financial Services","member","majority",2
"M000087","Carolyn B. Maloney","D","NY","M000087","Committee on Financial Services","member","minority",2
"V000081","Nydia M. Velázquez","D","NY","V000081","Committee on Financial Services","member","minority",3
"R000487","Edward Royce","R","CA","R000487","Committee on Financial Services","member","majority",3
"L000491","Frank D. Lucas","R","OK","L000491","Committee on Financial Services","member","majority",4
"S000344","Brad Sherman","D","CA","S000344","Committee on Financial Services","member","minority",4
"M001137","Gregory W. Meeks","D","NY","M001137","Committee on Financial Services","member","minority",5
"M001156","Patrick T. McHenry","R","NC","M001156","Committee on Financial Services","member","majority",5
"P000588","Steve Pearce","R","NM","P000588","Committee on Financial Services","member","majority",6
"C001037","Michael E. Capuano","D","MA","C001037","Committee on Financial Services","member","minority",6
"C001049","William Lacy Clay","D","MO","C001049","Committee on Financial Services","member","minority",7
"P000599","Bill Posey","R","FL","P000599","Committee on Financial Services","member","majority",7
"L000562","Stephen F. Lynch","D","MA","L000562","Committee on Financial Services","member","minority",8
"L000569","Blaine Luetkemeyer","R","MO","L000569","Committee on Financial Services","member","majority",8
"S001157","David Scott","D","GA","S001157","Committee on Financial Services","member","minority",9
"H001058","Bill Huizenga","R","MI","H001058","Committee on Financial Services","member","majority",9
"D000614","Sean Duffy","R","WI","D000614","Committee on Financial Services","member","majority",10
"G000553","Al Green","D","TX","G000553","Committee on Financial Services","member","minority",10
"S001187","Steve Stivers","R","OH","S001187","Committee on Financial Services","member","majority",11
"C001061","Emanuel Cleaver II","D","MO","C001061","Committee on Financial Services","member","minority",11
"M001160","Gwen Moore","D","WI","M001160","Committee on Financial Services","member","minority",12
"H001059","Randy Hultgren","R","IL","H001059","Committee on Financial Services","member","majority",12
"E000288","Keith Ellison","D","MN","E000288","Committee on Financial Services","member","minority",13
"R000593","Dennis Ross","R","FL","R000593","Committee on Financial Services","member","majority",13
"P000593","Ed Perlmutter","D","CO","P000593","Committee on Financial Services","member","minority",14
"P000606","Robert Pittenger","R","NC","P000606","Committee on Financial Services","member","majority",14
"W000812","Ann Wagner","R","MO","W000812","Committee on Financial Services","member","majority",15
"H001047","Jim Himes","D","CT","H001047","Committee on Financial Services","member","minority",15
"F000454","Bill Foster","D","IL","F000454","Committee on Financial Services","member","minority",16
"B001282","Andy Barr","R","KY","B001282","Committee on Financial Services","member","majority",16
"R000598","Keith Rothfus","R","PA","R000598","Committee on Financial Services","member","majority",17
"K000380","Dan Kildee","D","MI","K000380","Committee on Financial Services","member","minority",17
"M001189","Luke Messer","R","IN","M001189","Committee on Financial Services","member","majority",18
"D000620","John Delaney","D","MD","D000620","Committee on Financial Services","member","minority",18
"S001191","Kyrsten Sinema","D","AZ","S001191","Committee on Financial Services","member","minority",19
"T000470","Scott Tipton","R","CO","T000470","Committee on Financial Services","member","majority",19
"B001281","Joyce Beatty","D","OH","B001281","Committee on Financial Services","member","minority",20
"W000816","Roger Williams","R","TX","W000816","Committee on Financial Services","member","majority",20
"H001064","Denny Heck","D","WA","H001064","Committee on Financial Services","member","minority",21
"P000611","Bruce Poliquin","R","ME","P000611","Committee on Financial Services","member","majority",21
"L000584","Mia Love","R","UT","L000584","Committee on Financial Services","member","majority",22
"V000130","Juan Vargas","D","CA","V000130","Committee on Financial Services","member","minority",22
"G000583","Josh Gottheimer","D","NJ","G000583","Committee on Financial Services","member","minority",23
"H001072","French Hill","R","AR","H001072","Committee on Financial Services","member","majority",23
"E000294","Tom Emmer","R","MN","E000294","Committee on Financial Services","member","majority",24
"G000581","Vicente Gonzalez","D","TX","G000581","Committee on Financial Services","member","minority",24
"Z000017","Lee Zeldin","R","NY","Z000017","Committee on Financial Services","member","majority",25
"C001111","Charlie Crist","D","FL","C001111","Committee on Financial Services","member","minority",25
"K000390","Ruben Kihuen","D","NV","K000390","Committee on Financial Services","member","minority",26
"T000475","Dave Trott","R","MI","T000475","Committee on Financial Services","member","majority",26
"L000583","Barry Loudermilk","R","GA","L000583","Committee on Financial Services","member","majority",27
"M001195","Alex Mooney","R","WV","M001195","Committee on Financial Services","member","majority",28
"M001193","Tom MacArthur","R","NJ","M001193","Committee on Financial Services","member","majority",29
"D000626","Warren Davidson","R","OH","D000626","Committee on Financial Services","member","majority",30
"B001305","Ted Budd","R","NC","B001305","Committee on Financial Services","member","majority",31
"K000392","David Kustoff","R","TN","K000392","Committee on Financial Services","member","majority",32
"T000478","Claudia Tenney","R","NY","T000478","Committee on Financial Services","member","majority",33
"H001074","Trey Hollingsworth","R","IN","H001074","Committee on Financial Services","member","majority",34
"E000179","Eliot L. Engel","D","NY","E000179","Committee on Foreign Affairs","member","minority",1
"R000487","Edward Royce","R","CA","R000487","Committee on Foreign Affairs","member","majority",1
"S000522","Christopher H. Smith","R","NJ","S000522","Committee on Foreign Affairs","member","majority",2
"S000344","Brad Sherman","D","CA","S000344","Committee on Foreign Affairs","member","minority",2
"R000435","Ileana Ros-Lehtinen","R","FL","R000435","Committee on Foreign Affairs","member","majority",3
"M001137","Gregory W. Meeks","D","NY","M001137","Committee on Foreign Affairs","member","minority",3
"S001165","Albio Sires","D","NJ","S001165","Committee on Foreign Affairs","member","minority",4
"R000409","Dana Rohrabacher","R","CA","R000409","Committee on Foreign Affairs","member","majority",4
"C001078","Gerald E. Connolly","D","VA","C001078","Committee on Foreign Affairs","member","minority",5
"C000266","Steven J. Chabot","R","OH","C000266","Committee on Foreign Affairs","member","majority",5
"W000795","Joe Wilson","R","SC","W000795","Committee on Foreign Affairs","member","majority",6
