bourse_en,bourse_vi,created,data_index_id,foreign_ownership,fund_id,id,market_value,modified,per_nav,sector_en,sector_vi,shares,stock
HOSE,HOSE,2022-05-31 00:00:00,4888,0.00,2,6183,0.00,2022-06-09 06:52:12,3.10,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6114,0.00,2022-05-12 03:51:18,8.40,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6115,0.00,2022-05-12 03:51:19,7.60,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6116,0.00,2022-05-12 03:51:19,6.90,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6117,0.00,2022-05-12 03:51:19,6.70,Banks,Ngân Hàng,0,MBB
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6118,0.00,2022-05-12 03:51:19,6.00,Diversified Financials,Dịch Vụ Tài Chính,0,VND
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6119,0.00,2022-05-12 03:51:19,4.70,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6120,0.00,2022-05-12 03:51:19,3.20,Real Estate,Bất Động Sản,0,DXG
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6121,0.00,2022-05-12 03:51:19,3.10,Retailing,Bán Lẻ,0,PNJ
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6122,0.00,2022-05-12 03:51:19,3.10,Materials,Vật Liệu,0,DGC
HOSE,HOSE,2022-04-30 00:00:00,4788,0.00,2,6123,0.00,2022-05-12 03:51:19,3.00,Banks,Ngân Hàng,0,BID
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6094,0.00,2022-04-18 03:18:49,15.50,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6095,0.00,2022-04-18 03:18:49,8.20,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6096,0.00,2022-04-18 03:18:49,7.30,Banks,Ngân hàng,0,TPB
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6097,0.00,2022-04-18 03:18:49,4.90,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6098,0.00,2022-04-18 03:18:49,4.50,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6099,0.00,2022-04-18 03:18:49,4.00,Banks,Ngân Hàng,0,MBB
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6100,0.00,2022-04-18 03:18:49,3.40,Banks,Ngân Hàng,0,STB
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6101,0.00,2022-04-18 03:18:49,3.30,Banks,Ngân Hàng,0,BID
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6102,0.00,2022-04-18 03:18:49,3.20,Real Estate,Bất Động Sản,0,DXG
HOSE,HOSE,2022-03-31 00:00:00,4723,0.00,2,6103,0.00,2022-04-18 03:18:49,3.10,Diversified Financials,Dịch Vụ Tài Chính,0,VND
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5963,0.00,2022-03-14 03:59:00,14.70,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5964,0.00,2022-03-14 03:59:00,7.80,Banks,Ngân hàng,0,TPB
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5965,0.00,2022-03-14 03:59:00,7.30,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5966,0.00,2022-03-14 03:59:00,4.80,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5967,0.00,2022-03-14 03:59:00,4.50,Retailing,Bán Lẻ,0,VND
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5968,0.00,2022-03-14 03:59:00,4.30,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5969,0.00,2022-03-14 03:59:00,4.00,Banks,Ngân Hàng,0,MBB
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5970,0.00,2022-03-14 03:59:00,3.60,Banks,Ngân Hàng,0,STB
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5971,0.00,2022-03-14 03:59:00,3.50,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2022-02-28 00:00:00,4598,0.00,2,5972,0.00,2022-03-14 03:59:00,3.20,Diversified Financials,Dịch Vụ Tài Chính,0,SSI
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5866,0.00,2022-02-18 03:50:39,15.40,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5867,0.00,2022-02-18 03:50:39,7.40,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5868,0.00,2022-02-18 03:50:39,6.80,Banks,Ngân hàng,0,TPB
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5869,0.00,2022-02-18 03:50:39,4.70,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5870,0.00,2022-02-18 03:50:39,4.50,Diversified Financial,Dịch Vụ Tài Chính,0,VND
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5871,0.00,2022-02-18 03:50:39,4.30,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5872,0.00,2022-02-18 03:50:39,4.10,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5873,0.00,2022-02-18 03:50:39,3.60,Diversified Financials,Dịch Vụ Tài Chính,0,SSI
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5874,0.00,2022-02-18 03:50:39,3.50,Real Estate,Bất Động Sản,0,KBC
HOSE,HOSE,2022-01-31 00:00:00,4503,0.00,2,5875,0.00,2022-02-18 03:50:39,3.50,Real Estate,Bất Động Sản,0,VIC
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5705,0.00,2022-01-12 07:53:18,11.60,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5706,0.00,2022-01-12 07:53:18,8.10,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5707,0.00,2022-01-12 07:53:18,5.90,Banks,Ngân hàng,0,TPB
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5708,0.00,2022-01-12 07:53:18,4.80,Diversified Financial,Dịch Vụ Tài Chính,0,VND
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5709,0.00,2022-01-12 07:53:18,4.20,Diversified Financials,Dịch Vụ Tài Chính,0,SSI
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5710,0.00,2022-01-12 07:53:18,4.10,Real Estate,Bất Động Sản,0,VIC
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5711,0.00,2022-01-12 07:53:18,4.10,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5712,0.00,2022-01-12 07:53:18,4.00,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5713,0.00,2022-01-12 07:53:18,4.00,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2021-12-31 00:00:00,4405,0.00,2,5714,0.00,2022-01-12 07:53:18,3.70,Diversified Financials,Dịch Vụ Tài Chính,0,VCI
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5636,0.00,2021-12-08 09:08:40,11.70,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5637,0.00,2021-12-08 09:08:40,9.30,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5638,0.00,2021-12-08 09:08:40,6.20,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5639,0.00,2021-12-08 09:08:40,4.50,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5640,0.00,2021-12-08 09:08:40,4.10,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5641,0.00,2021-12-08 09:08:40,4.00,Banks,Ngân Hàng,0,TPB
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5642,0.00,2021-12-08 09:08:40,3.90,Diversified Financials,Dịch Vụ Tài Chính,0,VCI
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5643,0.00,2021-12-08 09:08:40,3.80,Banks,Ngân Hàng,0,MBB
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5644,0.00,2021-12-08 09:08:40,3.80,Real Estate,Bất Động Sản,0,VIC
HOSE,HOSE,2021-11-30 00:00:00,4290,0.00,2,5645,0.00,2021-12-08 09:08:40,3.50,Diversified Financials,Dịch Vụ Tài Chính,0,SSI
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5488,0.00,2021-11-08 09:40:23,14.60,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5489,0.00,2021-11-08 09:40:23,8.20,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5490,0.00,2021-11-08 09:40:23,7.00,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5491,0.00,2021-11-08 09:40:23,5.80,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5492,0.00,2021-11-08 09:40:23,4.70,Diversified Financial,Dịch Vụ Tài Chính,0,VND
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5493,0.00,2021-11-08 09:40:23,4.30,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5494,0.00,2021-11-08 09:40:23,4.00,Banks,Ngân hàng,0,TPB
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5495,0.00,2021-11-08 09:40:23,4.00,Diversified Financials,Dịch Vụ Tài Chính,0,SSI
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5496,0.00,2021-11-08 09:40:23,3.90,Banks,Ngân Hàng,0,MBB
HOSE,HOSE,2021-10-31 00:00:00,4183,0.00,2,5497,0.00,2021-11-08 09:40:23,3.50,Banks,Ngân Hàng,0,VCB
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5420,0.00,2021-10-07 09:55:56,14.60,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5421,0.00,2021-10-07 09:55:56,7.70,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5422,0.00,2021-10-07 09:55:56,6.80,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5423,0.00,2021-10-07 09:55:56,5.70,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5424,0.00,2021-10-07 09:55:56,4.50,Banks,Ngân Hàng,0,MBB
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5425,0.00,2021-10-07 09:55:56,4.30,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5426,0.00,2021-10-07 09:55:56,4.00,Banks,Ngân Hàng,0,VCB
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5427,0.00,2021-10-07 09:55:56,3.90,Diversified Financial,Dịch Vụ Tài Chính,0,VND
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5428,0.00,2021-10-07 09:55:56,3.60,Banks,Ngân Hàng,0,STB
HOSE,HOSE,2021-09-30 00:00:00,4091,0.00,2,5429,0.00,2021-10-07 09:55:56,3.50,Real Estate,Bất Động Sản,0,NVL
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5352,0.00,2021-09-10 10:14:42,13.10,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5353,0.00,2021-09-10 10:14:42,7.60,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5354,0.00,2021-09-10 10:14:42,6.40,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5355,0.00,2021-09-10 10:14:42,4.80,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5356,0.00,2021-09-10 10:14:42,4.80,Banks,Ngân Hàng,0,MBB
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5357,0.00,2021-09-10 10:14:42,4.50,Banks,Ngân Hàng,0,VCB
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5358,0.00,2021-09-10 10:14:42,4.50,Diversified Financials,Dịch Vụ Tài Chính,0,SSI
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5359,0.00,2021-09-10 10:14:42,4.40,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5360,0.00,2021-09-10 10:14:42,4.30,Diversified Financial,Dịch Vụ Tài Chính,0,VND
HOSE,HOSE,2021-08-31 00:00:00,4002,0.00,2,5361,0.00,2021-09-10 10:14:43,4.10,Real Estate,Bất Động Sản,0,VIC
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5274,0.00,2021-08-09 07:02:37,13.60,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5275,0.00,2021-08-09 07:02:37,8.10,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5276,0.00,2021-08-09 07:02:37,7.40,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5277,0.00,2021-08-09 07:02:37,5.40,Banks,Ngân Hàng,0,MBB
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5278,0.00,2021-08-09 07:02:37,5.20,Software & Services,Phần Mềm & Dịch Vụ Phần Mềm,0,FPT
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5279,0.00,2021-08-09 07:02:37,5.20,Retailing,Bán Lẻ,0,MWG
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5280,0.00,2021-08-09 07:02:37,4.90,Banks,Ngân Hàng,0,VCB
HNX,HNX,2021-07-31 00:00:00,3900,0.00,2,5281,0.00,2021-08-09 07:02:37,4.80,Diversified Financial,Dịch Vụ Tài Chính,0,VND
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5282,0.00,2021-08-09 07:02:37,4.70,Banks,Ngân Hàng,0,STB
HOSE,HOSE,2021-07-31 00:00:00,3900,0.00,2,5283,0.00,2021-08-09 07:02:38,4.50,Real Estate,Bất Động Sản,0,VIC
HOSE,HOSE,2021-06-30 00:00:00,3822,0.00,2,5216,0.00,2021-07-09 13:20:53,13.10,Materials,Vật Liệu,0,HPG
HOSE,HOSE,2021-06-30 00:00:00,3822,0.00,2,5217,0.00,2021-07-09 13:20:53,7.90,Banks,Ngân Hàng,0,VPB
HOSE,HOSE,2021-06-30 00:00:00,3822,0.00,2,5218,0.00,2021-07-09 13:20:53,6.90,Banks,Ngân Hàng,0,TCB
HOSE,HOSE,2021-06-30 00:00:00,3822,0.00,2,5219,0.00,2021-07-09 13:20:53,6.40,Banks,Ngân Hàng,0,VCB
