"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"E000284","Senator, 2nd Class","J. James","Exon","J. James Exon","NE","D",""
"F000268","Senator, 3rd Class","Wendell","Ford","Wendell Ford","KY","D",""
"G000072","Senator, 3rd Class","Edwin","Garn","Edwin Garn","UT","R",""
"G000236","Senator, 3rd Class","John","Glenn","John Glenn","OH","D",""
"G000267","Senator, 3rd Class","Barry","Goldwater","Barry Goldwater","AZ","R",""
"G000321","Senator, 2nd Class","Albert","Gore","Albert Gore","TN","D",""
"G000333","Senator, 3rd Class","Slade","Gorton","Slade Gorton","WA","R",""
"G000365","Senator, 2nd Class","Phil","Gramm","Phil Gramm","TX","R",""
"G000386","Senator, 3rd Class","Charles","Grassley","Charles Grassley","IA","R",""
"H000206","Senator, 2nd Class","Tom","Harkin","Tom Harkin","IA","D",""
"H000287","Senator, 3rd Class","Gary","Hart","Gary Hart","CO","D",""
"H000338","Senator, 1st Class","Orrin","Hatch","Orrin Hatch","UT","R",""
"H000343","Senator, 2nd Class","Mark","Hatfield","Mark Hatfield","OR","R",""
"H000374","Senator, 3rd Class","Paula","Hawkins","Paula Hawkins","FL","R",""
"H000439","Senator, 1st Class","Jacob","Hecht","Jacob Hecht","NV","R",""
"H000445","Senator, 2nd Class","Howell","Heflin","Howell Heflin","AL","D",""
"H000456","Senator, 1st Class","Henry","Heinz","Henry Heinz","PA","R",""
"H000463","Senator, 2nd Class","Jesse","Helms","Jesse Helms","NC","R",""
"H000725","Senator, 3rd Class","Ernest","Hollings","Ernest Hollings","SC","D",""
"H000951","Senator, 2nd Class","Gordon","Humphrey","Gordon Humphrey","NH","R",""
"I000025","Senator, 3rd Class","Daniel","Inouye","Daniel Inouye","HI","D",""
"J000189","Senator, 2nd Class","John","Johnston","John Johnston","LA","D",""
"K000017","Senator, 2nd Class","Nancy","Kassebaum","Nancy Kassebaum","KS","R",""
"K000019","Senator, 3rd Class","Robert","Kasten","Robert Kasten","WI","R",""
"K000105","Senator, 1st Class","Edward","Kennedy","Edward Kennedy","MA","D",""
"K000148","Senator, 2nd Class","John","Kerry","John Kerry","MA","D",""
"L000123","Senator, 1st Class","Frank","Lautenberg","Frank Lautenberg","NJ","D",""
"L000148","Senator, 3rd Class","Paul","Laxalt","Paul Laxalt","NV","R",""
"L000174","Senator, 3rd Class","Patrick","Leahy","Patrick Leahy","VT","D",""
"L000261","Senator, 2nd Class","Carl","Levin","Carl Levin","MI","D",""
"L000428","Senator, 3rd Class","Russell","Long","Russell Long","LA","D",""
"L000504","Senator, 1st Class","Richard","Lugar","Richard Lugar","IN","R",""
"M000241","Senator, 3rd Class","Charles","Mathias","Charles Mathias","MD","R",""
"M000250","Senator, 1st Class","Spark","Matsunaga","Spark Matsunaga","HI","D",""
"M000257","Senator, 3rd Class","Mack","Mattingly","Mack Mattingly","GA","R",""
"M000346","Senator, 2nd Class","James","McClure","James McClure","ID","R",""
"M000355","Senator, 2nd Class","Mitch","McConnell","Mitch McConnell","KY","R",""
"M000635","Senator, 1st Class","John","Melcher","John Melcher","MT","D",""
"M000678","Senator, 1st Class","Howard","Metzenbaum","Howard Metzenbaum","OH","D",""
"M000811","Senator, 1st Class","George","Mitchell","George Mitchell","ME","D",""
"M001054","Senator, 1st Class","Daniel","Moynihan","Daniel Moynihan","NY","D",""
"M001085","Senator, 3rd Class","Frank","Murkowski","Frank Murkowski","AK","R",""
"N000102","Senator, 3rd Class","Don","Nickles","Don Nickles","OK","R",""
"N000171","Senator, 2nd Class","Samuel","Nunn","Samuel Nunn","GA","D",""
"P000009","Senator, 3rd Class","Robert","Packwood","Robert Packwood","OR","R",""
"P000193","Senator, 2nd Class","Claiborne","Pell","Claiborne Pell","RI","D",""
"P000513","Senator, 2nd Class","Larry","Pressler","Larry Pressler","SD","R",""
"P000553","Senator, 1st Class","William","Proxmire","William Proxmire","WI","D",""
"P000556","Senator, 2nd Class","David","Pryor","David Pryor","AR","D",""
"Q000007","Senator, 3rd Class","James","Quayle","James Quayle","IN","R",""
"R000249","Senator, 1st Class","Donald","Riegle","Donald Riegle","MI","D",""
"R000361","Senator, 2nd Class","John","Rockefeller","John Rockefeller","WV","D",""
"R000460","Senator, 1st Class","William","Roth","William Roth","DE","R",""
"R000497","Senator, 3rd Class","Warren","Rudman","Warren Rudman","NH","R",""
"S000064","Senator, 1st Class","Paul","Sarbanes","Paul Sarbanes","MD","D",""
"S000068","Senator, 1st Class","James","Sasser","James Sasser","TN","D",""
"S000423","Senator, 2nd Class","Paul","Simon","Paul Simon","IL","D",""
"S000429","Senator, 2nd Class","Alan","Simpson","Alan Simpson","WY","R",""
"S000709","Senator, 3rd Class","Arlen","Specter","Arlen Specter","PA","R",""
"S000776","Senator, 1st Class","Robert","Stafford","Robert Stafford","VT","R",""
"S000852","Senator, 1st Class","John","Stennis","John Stennis","MS","D",""
"S000888","Senator, 2nd Class","Ted","Stevens","Ted Stevens","AK","R",""
"S001138","Senator, 3rd Class","Steven","Symms","Steven Symms","ID","R",""
"T000254","Senator, 2nd Class","Strom","Thurmond","Strom Thurmond","SC","R",""
"T000367","Senator, 1st Class","Paul","Trible","Paul Trible","VA","R",""
"W000092","Senator, 1st Class","Malcolm","Wallop","Malcolm Wallop","WY","R",""
"W000154","Senator, 2nd Class","John","Warner","John Warner","VA","R",""
"W000253","Senator, 1st Class","Lowell","Weicker","Lowell Weicker","CT","R",""
"W000607","Senator, 1st Class","Pete","Wilson","Pete Wilson","CA","R",""
"Z000013","Senator, 1st Class","Edward","Zorinsky","Edward Zorinsky","NE","D",""
