api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000214.json,False,,,,,1928-03-27,18,,,,,Douglas,M,3918,,400906,14402,A000214,,False,Applegate,2013-04-12 20:11:57 -0400,,,,,ocd-division/country:us/state:oh/cd:18,,D,,,,8,Rep.,OH,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,,1928-03-22,7,,,,,Bill,M,4807,,400567,13002,A000215,,False,Archer,2013-04-12 20:11:59 -0400,,,,,ocd-division/country:us/state:tx/cd:7,,R,,,,14,Rep.,TX,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000224.json,False,,,,,1938-07-21,1,,,,,Leslie,M,5501,,400967,13003,A000224,,False,Aspin,2013-04-12 20:11:57 -0400,,,,,ocd-division/country:us/state:wi/cd:1,,D,,,,14,Rep.,WI,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000337.json,False,,,,,1942-10-21,1,,,,,Les,,4101,,400987,14201,A000337,,False,AuCoin,2013-04-12 20:11:55 -0400,,,,,ocd-division/country:us/state:or/cd:1,,D,,,,10,Rep.,OR,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000024.json,False,,,,,1929-06-09,40,,,,,Robert,M,0640,,401029,14403,B000024,,False,Badham,2013-04-12 20:11:54 -0400,,,Edward,,ocd-division/country:us/state:ca/cd:40,,R,,,,8,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000153.json,False,,,,,1922-03-20,10,,,,,Druie,,1310,,401155,14404,B000153,,False,Barnard,2013-04-12 20:11:55 -0400,,,Douglas,,ocd-division/country:us/state:ga/cd:10,,D,,,,8,Rep.,GA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000160.json,False,,,,,1943-09-03,8,,,,,Michael,M,2408,,401162,14604,B000160,,False,Barnes,2013-04-12 20:11:53 -0400,,,Darr,,ocd-division/country:us/state:md/cd:8,,D,,,,6,Rep.,MD,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000204.json,False,,,,,1947-09-19,3,,,,,Harry,M,4803,,401203,15001,B000204,,False,Bartlett,2013-04-12 20:11:55 -0400,,,Stephen,,ocd-division/country:us/state:tx/cd:3,,R,,,,2,Rep.,TX,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000229.json,False,,,,,1928-08-07,1,,,,,Herbert,M,5101,,400569,15002,B000229,,False,Bateman,2013-04-12 20:11:59 -0400,,,H.,,ocd-division/country:us/state:va/cd:1,,R,,,,2,Rep.,VA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000236.json,False,,,,,1941-07-21,44,,,,,Jim,,0644,,401231,15003,B000236,,False,Bates,2013-04-12 20:11:54 -0400,,,,,ocd-division/country:us/state:ca/cd:44,,D,,,,2,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000298.json,False,,,,,1921-03-05,6,,,,,Berkley,,1906,,401291,14205,B000298,,False,Bedell,2013-04-12 20:11:53 -0400,,,Warren,,ocd-division/country:us/state:ia/cd:6,,D,,,,10,Rep.,IA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000318.json,False,,,,,1932-10-26,23,,,,,Anthony,M,0623,,401310,14405,B000318,,False,Beilenson,2013-04-12 20:11:58 -0400,,,C.,,ocd-division/country:us/state:ca/cd:23,,D,,,,8,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000371.json,False,,,,,1910-12-02,3,,,,,Charles,M,1203,,401363,633,B000371,,False,Bennett,2013-04-12 20:11:55 -0400,,,Edward,,ocd-division/country:us/state:fl/cd:3,,D,,,,36,Rep.,FL,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000403.json,False,,,,,1939-10-06,1,,,,,Douglas,M,3101,,400023,14605,B000403,,False,Bereuter,2013-04-12 20:12:01 -0400,,,K.,,ocd-division/country:us/state:ne/cd:1,,R,,,,6,Rep.,NE,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000410.json,False,,,,1592,1941-04-15,26,,,,,Howard,M,0626,,400025,15004,B000410,,False,Berman,2016-05-03 15:22:14 -0400,,,L.,,ocd-division/country:us/state:ca/cd:26,,D,,,,2,Rep.,CA,,,Representative,,,RepHowardBerman,,,RepHowardBerman
https://api.propublica.org/congress/v1/members/B000422.json,False,,,,,1935-12-19,2,,,,,Edwin,M,0502,,401408,14606,B000422,,False,Bethune,2013-04-12 20:11:52 -0400,,,Ruthvin,,ocd-division/country:us/state:ar/cd:2,,R,,,,6,Rep.,AR,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000431.json,False,,,,,1921-03-27,4,,,,,Tom,M,0104,,401417,11000,B000431,,False,Bevill,2013-04-12 20:11:58 -0400,,,,,ocd-division/country:us/state:al/cd:4,,D,,,,18,Rep.,AL,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000432.json,False,,,,,1917-10-26,19,,,,,Mario,,3619,,401418,12003,B000432,,False,Biaggi,2013-04-12 20:11:54 -0400,,,,,ocd-division/country:us/state:ny/cd:19,,D,,,,16,Rep.,NY,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000463.json,False,,,,,1930-07-16,9,,,,,Michael,M,1209,,400028,15005,B000463,,False,Bilirakis,2013-04-12 20:12:02 -0400,,,,,ocd-division/country:us/state:fl/cd:9,,R,,,,2,Rep.,FL,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000556.json,False,,,,,1932-01-28,3,,,,,Tom,M,5103,,400571,14802,B000556,,False,Bliley,2013-04-12 20:11:59 -0400,,,,,ocd-division/country:us/state:va/cd:3,,R,,,,4,Rep.,VA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000586.json,False,,,,,1936-09-28,25,,,,,Sherwood,M,3625,,400035,15006,B000586,,False,Boehlert,2013-04-12 20:12:02 -0400,,,L.,,ocd-division/country:us/state:ny/cd:25,,R,,,,2,Rep.,NY,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000592.json,False,,,,,1916-03-13,2,,,,,Corinne,F,2202,,401560,14067,B000592,,False,Boggs,2013-04-12 20:11:54 -0400,,,Claiborne,,ocd-division/country:us/state:la/cd:2,,D,,,,12,Rep.,LA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000600.json,False,,,,,1911-10-01,2,,,,,Edward,M,2502,,401568,830,B000600,,False,Boland,2013-04-12 20:11:54 -0400,,,Patrick,,ocd-division/country:us/state:ma/cd:2,,D,,,,32,Rep.,MA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000615.json,False,,,,,1945-02-14,5,,,,,William,M,4705,,401582,14607,B000615,,False,Boner,2013-04-12 20:11:54 -0400,,,Hill,,ocd-division/country:us/state:tn/cd:5,,D,,,,6,Rep.,TN,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000619.json,False,,,,,1945-06-06,12,,,,,David,M,2612,,400527,14407,B000619,,False,Bonior,2013-04-12 20:12:00 -0400,,,E.,,ocd-division/country:us/state:mi/cd:12,,D,,,,8,Rep.,MI,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000620.json,False,,,,,1937-03-07,3,,,,,Don,,5303,,401585,14208,B000620,,False,Bonker,2013-04-12 20:11:54 -0400,,,Leroy,,ocd-division/country:us/state:wa/cd:3,,D,,,,10,Rep.,WA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000644.json,False,,,,,1948-10-20,3,,,,,Robert,M,4203,,400542,15007,B000644,,False,Borski,2013-04-12 20:12:00 -0400,,,A.,,ocd-division/country:us/state:pa/cd:3,,D,,,,2,Rep.,PA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000648.json,False,,,,,1946-07-28,1,,,,,Douglas,,0601,,401612,15008,B000648,,False,Bosco,2013-04-12 20:11:54 -0400,,,Harry,,ocd-division/country:us/state:ca/cd:1,,D,,,,2,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000657.json,False,,,,6736,1946-08-01,9,,,,,Rick,M,5109,/m/01_k5m,400043,15009,B000657,,False,Boucher,2016-06-14 16:26:01 -0400,,,,,ocd-division/country:us/state:va/cd:9,,D,,,,2,Rep.,VA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000711.json,False,,,,2470,1940-11-11,6,,senatorboxer,,,Barbara,F,0606,/m/01c1n5,300011,15011,B000711,,False,Boxer,2016-06-30 13:52:07 -0400,,,,,ocd-division/country:us/state:ca/cd:6,,D,,https://www.boxer.senate.gov/rss/?p=release,,2,Rep.,CA,,,Representative,,,SenatorBoxer,https://www.boxer.senate.gov,,SenatorBoxer
https://api.propublica.org/congress/v1/members/B000780.json,False,,,,,1944-03-01,7,,,,,John,M,2207,,300012,13056,B000780,,False,Breaux,2013-04-12 20:11:59 -0400,,,B.,,ocd-division/country:us/state:la/cd:7,,D,,,,14,Rep.,LA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000845.json,False,,,,,1942-06-29,6,,,,,Charles,M,3706,,401802,15011,B000845,,False,Britt,2013-04-12 20:11:52 -0400,,,Robin,,ocd-division/country:us/state:nc/cd:6,,D,,,,2,Rep.,NC,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000880.json,False,,,,,1922-12-18,9,,,,,Jack,M,4809,,401837,1077,B000880,,False,Brooks,2013-04-12 20:11:57 -0400,,,B.,,ocd-division/country:us/state:tx/cd:9,,D,,,,32,Rep.,TX,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000890.json,False,,,,,1922-04-28,18,,,,,William,M,2618,,401847,1087,B000890,,False,Broomfield,2013-04-12 20:11:55 -0400,,,S.,,ocd-division/country:us/state:mi/cd:18,,R,,,,28,Rep.,MI,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000918.json,False,,,,,1920-03-06,36,,,,,George,M,0636,,400572,10573,B000918,,False,Brown,2013-04-12 20:11:59 -0400,,,E.,,ocd-division/country:us/state:ca/cd:36,,D,,,,20,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000919.json,False,,,,,1940-02-12,4,,,,,Hank,M,0804,,401874,14803,B000919,,False,Brown,2013-04-12 20:11:55 -0400,,,,,ocd-division/country:us/state:co/cd:4,,R,,,,4,Rep.,CO,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000966.json,False,,,,,1927-08-19,10,,,,,James,M,3710,,401918,10574,B000966,,False,Broyhill,2013-04-12 20:11:54 -0400,,,Thomas,,ocd-division/country:us/state:nc/cd:10,,R,,,,22,Rep.,NC,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000997.json,False,,,,,1947-02-22,5,,,,,John,M,4805,,401947,15012,B000997,,False,Bryant,2013-04-12 20:11:58 -0400,,,W.,,ocd-division/country:us/state:tx/cd:5,,D,,,,2,Rep.,TX,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B001158.json,False,,,,,1925-04-01,6,,,,,Sala,F,0806,,402100,15079,B001158,,False,Burton,2013-04-12 20:11:54 -0400,,,Galante,,ocd-division/country:us/state:co/cd:6,,R,,,,2,Rep.,CO,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B001156.json,False,,,,,1926-06-01,6,,,,,Phillip,,0606,,402098,10577,B001156,,False,Burton,2013-04-12 20:11:52 -0400,,,,,ocd-division/country:us/state:ca/cd:6,,D,,,,22,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B001149.json,False,,,,,1938-06-21,6,,,,,Dan,M,1806,/m/022r4p,400055,15013,B001149,,False,Burton,2016-06-14 16:26:04 -0400,,,,,ocd-division/country:us/state:in/cd:6,,R,,,,2,Rep.,IN,,,Representative,,,RepDanBurton,,,CongressmanDanBurton
https://api.propublica.org/congress/v1/members/B001158.json,False,,,,,1925-04-01,6,,,,,Sala,F,0606,,402100,15079,B001158,,False,Burton,2013-04-12 20:11:54 -0400,,,Galante,,ocd-division/country:us/state:ca/cd:6,,D,,,,2,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B001220.json,False,,,,,1932-07-27,6,,,,,Beverly,F,2406,,402159,14608,B001220,,False,Byron,2013-04-12 20:11:55 -0400,,,Barton Butcher,,ocd-division/country:us/state:md/cd:6,,D,,,,6,Rep.,MD,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000079.json,False,,,,,1940-07-24,4,,,,,Carroll,,4504,,402235,14609,C000079,,False,Campbell,2013-04-12 20:11:53 -0400,,,Ashmore,,ocd-division/country:us/state:sc/cd:4,,R,,,,6,Rep.,SC,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000165.json,False,,,,,1942-07-01,1,,,,,William,M,3601,,402313,14610,C000165,,False,Carney,2013-04-12 20:11:53 -0400,,,,,ocd-division/country:us/state:ny/cd:1,,R,,,,6,Rep.,NY,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000174.json,True,,,N00012508,663,1947-01-23,At-Large,,tomcarper,,,Thomas,M,1000,/m/01xw7t,300019,15015,C000174,,False,Carper,2019-11-18 02:30:22 -0500,,,R.,,ocd-division/country:us/state:de/cd:1,,D,,https://www.carper.senate.gov/public/?a=RSS.Feed,,2,Rep.,DE,,,Representative,,,SenatorCarper,https://www.carper.senate.gov/public,22421,senatorcarper
https://api.propublica.org/congress/v1/members/C000178.json,False,,,,,1943-03-27,6,,,,,Bob,M,2606,,402325,14210,C000178,,False,Carr,2013-04-12 20:11:57 -0400,,,,,ocd-division/country:us/state:mi/cd:6,,D,,,,8,Rep.,MI,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000293.json,False,,,,,1942-07-13,8,,,,,Rodney,,5308,,402435,15015,C000293,,False,Chandler,2013-04-12 20:11:55 -0400,,,Dennis,,ocd-division/country:us/state:wa/cd:8,,R,,,,2,Rep.,WA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000321.json,False,,,,,1922-02-03,4,,,,,William,M,1204,,402463,12007,C000321,,False,Chappell,2013-04-12 20:11:54 -0400,,,Venroe,,ocd-division/country:us/state:fl/cd:4,,D,,,,16,Rep.,FL,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000322.json,False,,,,,1920-03-28,2,,,,,Eugene,M,0602,,402464,14805,C000322,,False,Chappie,2013-04-12 20:11:53 -0400,,,A.,,ocd-division/country:us/state:ca/cd:2,,R,,,,4,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000344.json,True,,,,,1941-01-30,At-Large,,,,,Richard,M,5600,,402484,14611,C000344,,False,Cheney,2013-04-12 20:11:54 -0400,,,Bruce,,ocd-division/country:us/state:wy/cd:1,,R,,,,6,Rep.,WY,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000462.json,False,,,,,1917-06-12,11,,,,,James,M,3711,,402600,15016,C000462,,False,Clarke,2013-04-12 20:11:54 -0400,,,McClure,,ocd-division/country:us/state:nc/cd:11,,D,,,,2,Rep.,NC,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000488.json,False,,,,,1931-04-30,1,,,,,William,M,2901,,402626,12009,C000488,,False,Clay,2013-04-12 20:12:00 -0400,,,,,ocd-division/country:us/state:mo/cd:1,,D,,,,16,Rep.,MO,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000523.json,False,,,,,1929-04-04,23,,,,,William,M,4223,,402657,14612,C000523,,False,Clinger,2017-11-29 06:35:52 -0500,,,F.,,ocd-division/country:us/state:pa/cd:23,,R,,,,6,Rep.,PA,,Jr.,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000542.json,False,,,,6080,1943-05-16,4,,180671148633644,,,Daniel,M,1804,/m/0jl26,402675,14806,C000542,,False,Coats,2016-05-03 15:22:15 -0400,,,,,ocd-division/country:us/state:in/cd:4,,R,,,,4,Rep.,IN,,,Representative,,,SenDanCoats,http://www.coats.senate.gov,,SenatorCoats
https://api.propublica.org/congress/v1/members/C000581.json,False,,,,,1942-06-15,15,,,,,Anthony,M,0615,,402710,14613,C000581,,False,Coelho,2013-04-12 20:11:54 -0400,,,Lee,,ocd-division/country:us/state:ca/cd:15,,D,,,,6,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000618.json,False,,,,,1943-05-29,6,,,,,Earl,M,2906,,402747,14410,C000618,,False,Coleman,2013-04-12 20:11:55 -0400,,,Thomas,,ocd-division/country:us/state:mo/cd:6,,R,,,,10,Rep.,MO,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000621.json,False,,,,,1941-11-29,16,,,,,Ronald,M,4816,,402750,15017,C000621,,False,Coleman,2013-04-12 20:11:58 -0400,,,D.,,ocd-division/country:us/state:tx/cd:16,,D,,,,2,Rep.,TX,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000634.json,False,,,,1965,1931-09-24,7,,,,,Cardiss,F,1707,,402763,14068,C000634,,False,Collins,2013-04-12 20:11:58 -0400,,,,,ocd-division/country:us/state:il/cd:7,,D,,,,12,Rep.,IL,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000666.json,False,,,,,1922-11-02,30,,,,,Barber,,3630,,402793,10712,C000666,,False,Conable,2013-04-12 20:11:52 -0400,,,Benjamin,,ocd-division/country:us/state:ny/cd:30,,R,,,,20,Rep.,NY,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000709.json,False,,,,,1921-11-09,1,,,,,Silvio,,2501,,402833,2009,C000709,,False,Conte,2013-04-12 20:11:55 -0400,,,Ottavio,,ocd-division/country:us/state:ma/cd:1,,R,,,,26,Rep.,MA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000714.json,False,,,N00004029,1824,1929-05-16,1,,CongressmanConyers,,,John,M,2601,/m/02hy5d,400080,10713,C000714,,False,Conyers,2017-11-29 06:35:52 -0500,,,,,ocd-division/country:us/state:mi/cd:1,,D,,,,20,Rep.,MI,,Jr.,Representative,,,RepJohnConyers,https://conyers.house.gov/,26904,JCMI14
https://api.propublica.org/congress/v1/members/C000754.json,False,,,N00003132,1201,1954-06-19,4,,JimCooper,,,Jim,M,4704,/m/03tm2p,400081,15019,C000754,,False,Cooper,2021-03-02 02:35:29 -0500,,,,,ocd-division/country:us/state:tn/cd:4,,D,,https://cooper.house.gov/rss.xml,,2,Rep.,TN,,,Representative,,,RepJimCooper,https://cooper.house.gov,48891,RepJimCooper
https://api.propublica.org/congress/v1/members/C000773.json,False,,,,,1939-05-23,14,,,,,Thomas,M,1714,,402893,14411,C000773,,False,Corcoran,2013-04-12 20:11:52 -0400,,,Joseph,,ocd-division/country:us/state:il/cd:14,,R,,,,8,Rep.,IL,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000788.json,True,,,,,1935-04-10,At-Large,,,,,Baltasar,,7298,,402908,14580,C000788,,False,Corrada-del Rio,2013-04-12 20:11:52 -0400,,,,,ocd-division/country:us/state:pr/cd:80,,D,,,,8,R.C.,PR,,,Resident Commissioner,,,,,,
https://api.propublica.org/congress/v1/members/C000807.json,False,,,,,1929-04-11,13,,,,,Robert,M,4213,,402926,12010,C000807,,False,Coughlin,2013-04-12 20:11:55 -0400,,,Lawrence,,ocd-division/country:us/state:pa/cd:13,,R,,,,16,Rep.,PA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000809.json,False,,,,,1941-10-14,12,,,,,James,M,3412,,402928,14614,C000809,,False,Courter,2013-04-12 20:11:54 -0400,,,Andrew,,ocd-division/country:us/state:nj/cd:12,,R,,,,6,Rep.,NJ,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000846.json,False,,,,,1936-08-24,14,,,,,William,M,4214,,400543,14808,C000846,,False,Coyne,2013-04-12 20:12:00 -0400,,,J.,,ocd-division/country:us/state:pa/cd:14,,D,,,,4,Rep.,PA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000858.json,False,,,,,1945-07-20,1,,,,,Larry,M,1601,,300029,14809,C000858,,False,Craig,2013-04-12 20:12:01 -0400,,,E.,,ocd-division/country:us/state:id/cd:1,,R,,,,4,Rep.,ID,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000871.json,False,,,,,1936-01-10,19,,,,,Daniel,M,1719,,402985,14615,C000871,,False,Crane,2013-04-12 20:11:52 -0400,,,Bever,,ocd-division/country:us/state:il/cd:19,,R,,,,6,Rep.,IL,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000873.json,False,,,,,1930-11-03,12,,,,,Philip,M,1712,,400085,12041,C000873,,False,Crane,2013-04-12 20:12:01 -0400,,,M.,,ocd-division/country:us/state:il/cd:12,,R,,,,16,Rep.,IL,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/C000919.json,False,,,,,1909-08-10,13,,,,,George,M,2613,,403031,14681,C000919,,False,Crockett,2013-04-12 20:11:54 -0400,,,William,,ocd-division/country:us/state:mi/cd:13,,D,,,,6,Rep.,MI,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000017.json,False,,,,,1937-10-14,1,,,,,Norman,,3301,,403143,14284,D000017,,False,D?Amours,2013-04-12 20:11:52 -0400,,,Edward,,ocd-division/country:us/state:nh/cd:1,,D,,,,10,Rep.,NH,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000038.json,False,,,,,1914-05-12,5,,,,,Wilbur,M,5105,,403178,12011,D000038,,False,Daniel,2013-04-12 20:11:54 -0400,,,Clarence,,ocd-division/country:us/state:va/cd:5,,D,,,,16,Rep.,VA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000044.json,False,,,,,1929-09-22,39,,,,,William,M,0639,,403184,14616,D000044,,False,Dannemeyer,2013-04-12 20:11:55 -0400,,,Edwin,,ocd-division/country:us/state:ca/cd:39,,R,,,,6,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000064.json,True,,,,,1947-12-09,At-Large,,,,,Thomas,M,4600,,300031,14617,D000064,,False,Daschle,2013-04-12 20:12:00 -0400,,,A.,,ocd-division/country:us/state:sd/cd:1,,D,,,,6,Rep.,SD,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000065.json,False,,,,,1941-04-23,2,,,,,Harold,M,3102,,403203,14810,D000065,,False,Daub,2013-04-12 20:11:54 -0400,,,"John, Jr.,",,ocd-division/country:us/state:ne/cd:2,,R,,,,4,Rep.,NE,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000131.json,False,,,,,1932-07-31,11,,,,,Robert,M,2611,,403266,14618,D000131,,False,Davis,2013-04-12 20:11:55 -0400,,,William,,ocd-division/country:us/state:mi/cd:11,,R,,,,6,Rep.,MI,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000203.json,False,,,,,1927-09-22,15,,,,,Eligio,M,4815,,403308,10716,D000203,,False,de la Garza,2013-04-12 20:11:59 -0400,,,'Kiki',,ocd-division/country:us/state:tx/cd:15,,D,,,,20,Rep.,TX,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000209.json,True,,,,,1930-08-02,At-Large,,,,,Ron,M,7898,,403314,14081,D000209,,False,de Lugo,2013-04-12 20:11:58 -0400,,,,,ocd-division/country:us/state:vi/cd:79,,D,,,,10,Del.,VI,,,Delegate,,,,,,
https://api.propublica.org/congress/v1/members/D000222.json,False,,,,,1935-11-24,8,,,,,Ronald,M,0608,,403364,13011,D000222,,False,Dellums,2013-04-12 20:11:59 -0400,,,V.,,ocd-division/country:us/state:ca/cd:8,,D,,,,14,Rep.,CA,,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/D000267.json,False,,,,,1936-09-30,3,,,,,Butler,M,4503,,403403,14212,D000267,,False,Derrick,2013-04-12 20:11:57 -0400,,,C.,,ocd-division/country:us/state:sc/cd:3,,D,,,,10,Rep.,SC,,,Representative,,,,,,
